,cid,m0,lat0,lon0,depth0,ot0,nf,na,nf_all,na_all,dm_a,b_a,rate_a,dm_f,b_f,rate_f,c_type,c_type60,na_apr,nf_apr,na_all_apr,nf_all_apr
87,3113,4.9,35.7829,25.7086,27.0,2011-09-15T08:42:22.019991Z,3,9,3,9,0.2,-999.0,0.155784447213,1.7,-999.0,13.1940626708,2,2,7,2,7,2
88,3119,5.5,39.6655,38.6722,7.2,2011-09-22T03:22:36.979996Z,0,63,2,64,1.4,1.20797140662,1.10314014846,-999.0,-999.0,-999.0,1,1,12,0,13,0
89,3127,5.0,39.5854,39.7483,13.7,2009-07-30T07:37:52.839982Z,1,5,1,5,1.8,-999.0,8.11795997271,2.0,-999.0,inf,1,1,2,1,2,1
90,3236,5.7,35.3441,28.4806,39.5,2009-06-19T14:05:00.549972Z,12,33,12,33,1.5,1.00573458967,0.930068073262,0.9,-999.0,5.34187263473,1,1,6,2,6,2
91,3251,5.1,37.6459,26.8739,12.3,2009-06-20T08:28:20.999971Z,4,10,4,10,1.7,-999.0,2.60919519672,1.3,-999.0,0.149047612926,1,1,4,2,4,2
92,3330,4.9,37.9384,28.8307,15.7,2009-12-04T06:02:21.199978Z,12,11,12,11,1.6,-999.0,1.11660996086,0.5,-999.0,0.658920579043,1,1,9,12,9,12
93,3396,5.1,38.9013,26.2778,6.8,2014-12-06T01:45:06.799970Z,0,18,0,18,0.1,-999.0,0.561637228281,-999.0,-999.0,-999.0,2,2,13,0,13,0
94,3437,4.9,35.343,27.7686,16.0,2015-09-16T19:52:11.369997Z,2,8,2,8,1.0,-999.0,0.304639167951,1.0,-999.0,0.68866678051,1,1,7,2,7,2
95,3453,5.0,40.7005,36.687,14.3,2015-10-09T14:39:17.540002Z,1,4,2,4,1.0,-999.0,0.227222503844,1.4,-999.0,inf,1,1,3,1,3,2
96,3462,4.9,37.1622,30.0352,7.9,2015-02-16T11:52:45.470039Z,4,3,4,3,0.6,-999.0,0.089426474484,0.2,-999.0,0.758735952071,0,0,1,4,1,4
97,3474,6.0,35.1952,26.8373,22.6,2015-04-16T18:07:43.609958Z,0,140,0,150,0.6,0.632687070411,2.35205405936,-999.0,-999.0,-999.0,1,1,26,0,26,0
98,3483,5.1,40.3122,25.8299,4.6,2013-07-30T05:33:08.610018Z,3,6,4,6,1.4,-999.0,7.29277318801,1.5,-999.0,0.0906011015028,1,1,5,3,5,4
99,3498,5.1,43.2283,41.6351,9.2,2013-05-28T00:09:53.350010Z,1,6,2,6,1.8,-999.0,0.554066608458,1.9,-999.0,inf,2,1,3,1,3,2
100,3520,4.9,38.2175,25.1134,4.9,2014-04-30T04:03:31.419962Z,0,5,0,5,0.3,-999.0,0.0854431643811,-999.0,-999.0,-999.0,2,2,4,0,4,0
101,3556,5.1,37.5866,38.5242,11.1,2018-04-24T00:34:30.950022Z,1,7,2,7,1.1,-999.0,0.195615021491,2.1,-999.0,inf,1,1,4,0,4,1
102,3569,5.3,36.1551,31.1298,51.5,2018-09-12T06:21:47.960005Z,0,13,2,13,0.9,-999.0,0.292090193653,-999.0,-999.0,-999.0,1,1,8,0,8,2
103,3586,5.4,35.0219,45.8227,19.3,2017-12-11T14:09:57.490013Z,17,3,18,3,1.8,-999.0,0.189682945539,1.2,-999.0,0.6650664712,1,1,1,3,1,3
104,3599,6.6,36.9674,27.4232,10.2,2017-07-20T22:31:11.640026Z,1,528,7,578,1.4,0.862058219718,8.82841028071,3.5,-999.0,inf,1,1,12,0,13,0
105,3614,4.9,38.9187,27.7401,7.4,2016-09-12T08:26:05.130007Z,3,37,3,37,0.3,0.805458437615,0.833125408143,1.7,-999.0,1.29127908355,0,0,31,2,31,2
106,3619,5.4,35.0432,26.2747,24.5,2016-05-25T08:36:15.359990Z,0,0,5,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1,0,0,0,0,1
107,3621,5.0,39.5842,34.3595,12.4,2016-01-10T17:40:49.770019Z,1,3,1,3,1.2,-999.0,0.707815738642,1.4,-999.0,inf,1,1,2,1,2,1
108,3622,5.4,39.2573,40.2482,3.5,2015-12-02T23:27:08.529985Z,1,20,5,24,0.9,-999.0,0.397401500137,2.3,-999.0,inf,1,1,12,0,12,1
109,3624,5.1,38.8446,37.8071,10.0,2015-11-29T00:28:11.600028Z,0,24,0,25,0.6,-999.0,0.415711663543,-999.0,-999.0,-999.0,1,1,15,0,16,0
110,3625,5.2,35.4608,27.3896,30.4,2015-12-26T11:00:50.860027Z,0,2,0,2,2.0,-999.0,11.4514592293,-999.0,-999.0,-999.0,0,0,1,0,1,0
111,3644,6.3,38.8846,26.344,9.7,2017-06-12T12:28:38.659990Z,0,184,6,184,1.1,0.918507869772,3.26110637226,-999.0,-999.0,-999.0,1,1,7,0,7,1
112,3645,5.6,37.6186,38.4323,12.1,2017-03-02T11:07:27.210000Z,0,67,2,71,1.2,0.8912015402,1.19770460806,-999.0,-999.0,-999.0,1,1,21,0,22,0
113,3658,5.2,37.1068,28.6051,11.5,2017-11-24T21:49:16.019965Z,5,15,23,16,1.0,-999.0,0.259925516577,0.1,-999.0,0.462696616881,3,2,6,3,6,15
114,3664,5.2,38.7554,27.8475,12.3,2017-05-27T15:53:24.450030Z,32,70,35,78,0.3,0.907481006962,1.17149805662,0.2,0.798702495454,0.585945672154,4,4,34,20,39,20
115,3666,5.3,39.5116,26.1518,11.9,2017-02-07T02:24:04.189967Z,61,167,61,173,0.0,0.979435225899,2.83065419978,0.0,0.855960045108,1.69565388441,4,4,65,30,66,30
116,3699,5.4,36.0558,25.0866,18.5,2012-01-27T01:33:24.309996Z,17,56,21,56,0.6,0.946322606482,2.78660075608,0.2,-999.0,40.3511606804,0,0,16,8,16,10
117,3711,5.1,39.1806,42.2886,13.4,2012-03-26T10:35:35.179986Z,0,10,9,10,1.3,-999.0,2.13719511288,-999.0,-999.0,-999.0,1,1,4,0,4,7
118,3778,5.0,36.9935,28.4128,16.6,2013-05-16T03:02:04.069967Z,0,15,0,15,0.8,-999.0,2.69116512888,-999.0,-999.0,-999.0,1,1,7,0,7,0
119,3783,5.7,39.6681,25.5372,11.1,2013-01-08T14:16:09.590017Z,0,105,2,105,1.1,1.03052927909,1.85845829613,-999.0,-999.0,-999.0,1,1,11,0,11,0
120,3784,5.9,36.0497,31.3184,59.5,2013-12-28T15:21:06.050043Z,1,6,5,7,2.4,-999.0,0.54561763369,1.9,-999.0,inf,1,1,0,1,1,1
121,3786,5.2,36.6124,43.4167,12.9,2013-03-11T14:57:08.520021Z,0,14,0,14,0.8,-999.0,0.606637979614,-999.0,-999.0,-999.0,1,1,8,0,8,0
122,3793,5.7,42.4407,41.0577,12.9,2012-12-23T13:31:40.319995Z,0,83,0,97,0.4,0.991649023328,1.40518942025,-999.0,-999.0,-999.0,2,2,11,0,16,0
123,3819,5.2,37.2159,42.4833,11.3,2012-06-14T05:52:53.659977Z,4,27,4,27,1.1,-999.0,1.39181345087,1.6,-999.0,0.129682803927,1,1,14,1,14,1
124,3825,6.0,36.3847,28.9676,32.0,2012-06-10T12:44:16.359963Z,2,69,21,69,1.0,0.997215282906,2.51255617458,3.1,-999.0,0.130663475254,1,1,6,0,6,1
125,3826,5.0,40.8459,27.9342,7.7,2012-06-07T20:54:26.929990Z,1,5,3,5,1.6,-999.0,0.301610752211,2.1,-999.0,inf,1,1,3,0,3,1
126,3830,5.8,39.1277,29.0701,11.7,2011-05-19T20:15:25.089957Z,14,638,30,1013,0.8,1.2704258572,10.6409189497,1.9,-999.0,0.237939534276,1,1,31,1,57,1
127,3843,6.8,40.2763,25.3698,8.2,2014-05-24T09:25:03.189966Z,1,130,6,130,1.5,0.846451014204,2.49792437318,3.9,-999.0,inf,1,1,2,0,2,0
128,3852,5.0,37.3725,42.9766,15.2,2012-08-05T20:37:23.159975Z,0,5,0,5,1.3,-999.0,35.5047382852,-999.0,-999.0,-999.0,1,1,4,0,4,0
129,3862,7.2,38.7294,43.4465,7.6,2011-10-23T10:41:22.009980Z,1,2534,11,3152,1.3,1.06318444319,42.4624490439,4.3,-999.0,inf,1,1,12,0,12,0
130,3868,5.0,37.3003,37.0949,10.2,2012-09-19T09:17:48.379983Z,8,87,8,94,0.2,1.1501862991,1.47675932623,1.0,-999.0,0.236131569635,4,4,74,7,79,7
131,3911,4.9,40.7261,34.8417,9.0,2005-04-29T22:28:04.859989Z,0,15,0,15,1.1,-999.0,0.459881822443,-999.0,-999.0,-999.0,1,1,8,0,8,0
132,3923,5.0,40.4376,37.3984,5.0,2005-05-12T09:25:39.139972Z,2,7,2,9,0.8,-999.0,0.120952991983,0.2,-999.0,215.227865581,2,2,5,2,7,2
133,3965,5.9,37.5735,43.6831,22.0,2005-01-25T16:44:12.179958Z,4,136,5,151,1.1,0.987693136101,2.80603397601,0.7,-999.0,75.0087905536,1,1,11,3,13,3
134,3976,4.9,38.5219,25.6115,15.0,2004-11-22T19:13:33.350021Z,3,15,6,15,1.1,-999.0,2.41162407279,1.8,-999.0,0.420683037349,1,1,12,3,12,6
135,4067,5.1,38.2414,38.8543,10.0,2005-11-26T15:56:55.780024Z,5,6,9,6,1.6,-999.0,0.202218289385,1.8,-999.0,0.0840334091157,1,1,6,4,6,7
136,4070,5.3,39.4128,33.0975,15.7,2005-07-30T21:45:02.069975Z,0,188,0,218,0.4,1.35626848169,3.31540027926,-999.0,-999.0,-999.0,0,0,51,0,61,0
137,4098,4.9,39.4086,40.3708,14.1,2002-10-17T00:53:02.540030Z,6,23,7,23,0.1,-999.0,0.947715654739,0.8,-999.0,0.102101422164,2,2,21,5,21,6
138,4122,5.7,38.2466,26.8895,11.3,2003-04-10T00:40:15.949982Z,0,50,0,52,0.5,0.893610045068,0.847582368517,-999.0,-999.0,-999.0,1,1,7,0,7,0
139,4125,6.1,39.4794,39.8481,10.0,2003-01-27T05:26:23.110024Z,0,126,1,126,1.9,1.44382862058,2.25062656953,-999.0,-999.0,-999.0,1,1,2,0,2,0
140,4168,6.3,38.52,31.202,22.1,2002-02-03T07:11:31.470024Z,2,344,111,435,0.5,1.59102557801,5.76531549803,3.2,-999.0,0.32129057665,0,1,6,0,10,3
141,4203,5.6,38.3403,39.2527,7.4,2004-08-11T15:48:25.020030Z,4,71,5,71,1.0,1.04702574584,1.21864217388,1.7,-999.0,0.341606854996,1,1,8,1,8,1
142,4214,5.1,40.41,25.8484,7.1,2004-06-15T12:02:37.570016Z,4,8,4,8,1.3,-999.0,0.440567900169,1.2,-999.0,0.15320055984,1,1,5,3,5,3
143,4221,5.8,39.3279,40.9105,9.4,2005-03-14T01:55:56.680030Z,24,86,33,124,0.1,0.891392015362,1.65560311327,0.1,-999.0,0.844501997131,4,3,11,2,15,2
144,4223,5.5,36.8365,27.7679,10.0,2004-08-04T03:01:05.920001Z,94,208,94,493,0.2,1.31107768122,3.59622287813,0.3,1.22226590715,1.86595540289,4,4,25,14,53,14
145,4249,5.5,38.0566,28.9132,21.3,2003-07-26T08:36:50.869957Z,33,74,39,74,0.6,1.40955226583,2.08500511321,0.2,1.24084137687,1.36558976542,0,0,10,5,10,5
146,4252,5.6,38.2716,38.9762,12.9,2003-07-13T01:48:22.270032Z,1,19,1,19,1.4,-999.0,0.367727256054,2.7,-999.0,inf,1,1,6,0,6,0
147,4253,6.4,38.9987,40.4637,10.0,2003-05-01T00:27:04.729972Z,2,534,4,566,1.5,1.13571622594,8.98390285922,3.2,-999.0,1894.73604394,1,1,3,0,3,0
148,4254,5.8,40.4502,26.0413,17.1,2003-07-06T19:10:27.989962Z,2,61,3,63,0.5,0.778031230429,1.09863661642,1.9,-999.0,78.8929429445,1,1,12,1,12,1
149,4269,5.6,39.931,40.8818,10.0,2004-03-25T19:30:47.790004Z,1,280,1,317,0.0,1.07995075429,4.68222413314,2.6,-999.0,inf,2,2,40,0,43,0
150,4431,4.9,38.8894,35.5287,2.0,2008-11-12T14:03:17.419995Z,5,14,5,14,1.3,-999.0,1.65566925049,1.0,-999.0,0.488389301843,1,1,8,4,8,4
151,4445,5.1,39.1323,29.0536,15.5,2009-02-17T05:28:21.570034Z,1,39,2,39,1.1,1.45386135573,1.98699488959,1.9,-999.0,inf,1,1,20,1,20,1
152,4468,5.1,35.6628,26.3454,52.1,2009-01-13T06:12:45.249983Z,1,3,1,3,2.0,-999.0,0.573946673912,2.2,-999.0,inf,1,1,1,0,1,0
153,4469,5.1,40.3781,25.7925,8.0,2008-12-28T22:58:59.439962Z,1,23,1,23,1.6,-999.0,0.457844928154,1.9,-999.0,inf,1,1,10,1,10,1
154,4495,6.4,35.9232,27.804,64.9,2008-07-15T03:26:36.550000Z,0,36,0,38,1.6,1.50332705274,0.697025227247,-999.0,-999.0,-999.0,1,1,1,0,1,0
155,4504,6.0,38.7884,40.044,12.2,2010-03-08T02:32:35.039993Z,13,133,18,138,0.4,1.02504287654,2.34705465767,2.0,-999.0,0.326270530111,2,2,13,1,13,1
156,4520,6.0,42.5066,43.5153,16.8,2009-09-07T22:49:29.880015Z,6,89,16,120,1.5,0.448661739865,1.56327278917,0.1,-999.0,84.2658282616,2,2,51,6,62,8
157,4562,4.9,40.2478,28.0145,1.7,2006-10-20T18:15:24.979996Z,0,11,0,11,1.6,-999.0,0.491116851618,-999.0,-999.0,-999.0,1,1,2,0,2,0
158,4563,4.9,40.4758,29.0356,14.1,2006-10-24T14:00:22.740023Z,0,8,0,8,0.8,-999.0,0.851516659281,-999.0,-999.0,-999.0,1,1,3,0,3,0
159,4577,4.9,38.6775,40.1303,9.0,2007-01-26T08:20:37.839980Z,3,16,4,16,0.8,-999.0,0.803504264374,1.0,-999.0,0.106092296939,1,1,13,2,13,2
160,4579,5.2,39.5999,42.8945,8.8,2007-01-21T07:38:59.130037Z,8,27,10,27,1.5,-999.0,1.33507364481,1.4,-999.0,0.212578441698,1,1,13,6,13,8
161,4581,4.9,38.0911,28.7981,9.1,2007-01-23T21:21:58.709977Z,3,27,3,27,1.1,-999.0,1.90920379041,1.8,-999.0,0.39912334526,1,1,14,2,14,2
162,4638,5.8,38.1139,26.728,10.0,2005-10-20T21:40:02.090039Z,226,663,251,784,0.9,1.54514215992,11.3054637235,0.0,1.00564091096,8.39575482437,3,3,36,31,41,35
163,4712,5.6,39.4392,33.109,10.8,2007-12-26T23:47:11.430009Z,97,184,103,246,0.9,1.72220225582,3.12312608701,0.0,1.44022443571,6.31451749084,2,2,8,6,11,7
164,4724,5.7,35.1106,27.0654,12.0,2007-09-23T00:54:29.480023Z,5,43,64,43,1.2,0.904342020428,0.74055455081,1.0,-999.0,0.16891227851,0,1,7,2,7,18
165,4739,5.1,36.9158,29.3274,36.9,2007-10-29T09:23:19.289986Z,6,113,6,554,0.0,1.20726387343,1.90131034365,1.9,-999.0,0.296265641874,4,2,69,4,235,4
166,4760,5.6,38.3401,39.3354,4.8,2007-02-21T11:05:28.580036Z,30,130,34,134,0.8,1.38039810874,2.23201377837,0.3,-999.0,0.673527054214,2,2,9,7,9,9
167,4766,5.0,37.9402,30.9643,18.6,2007-04-10T22:00:36.809976Z,87,57,87,57,1.0,1.35642660101,1.17511670339,0.2,1.49638098715,7.76476890433,0,0,45,47,45,47
168,4783,5.2,38.7732,25.7058,13.1,2007-11-09T01:43:05.130020Z,1,25,12,25,0.4,-999.0,1.41035949009,2.2,-999.0,inf,0,0,12,0,12,6
169,4793,5.3,39.2683,41.139,7.4,2007-08-25T22:05:49.370009Z,2,7,4,7,2.1,-999.0,1.23656884932,2.2,-999.0,111.455831482,1,1,0,0,0,0
