,cid,m0,lat0,lon0,depth0,ot0,nf,na,nf_all,na_all,dm_a,b_a,rate_a,dm_f,b_f,rate_f,c_type,c_type60,fstyle_m,na_apr,nf_apr,na_all_apr,nf_all_apr,MmaxFS,dtmaxFS,MmaxFS60,dtmaxFS60,MmaxAS,dtmaxAS,RmaxFS,RmaxAS,Rpred,InterIntra,fstyle
107,1668,7.7,-14.99,-75.68,33,1996-11-12T16:59:39.840004Z,0,8,0,9,1.6,-999,0.446929871,-999,-999,-999,1,1,3,4,0,5,0,0,0,0,0,6.1,0,0,85.19741823,338.2345089,1,3
108,1672,7,-60.62,-25.44,33,1983-10-22T04:21:38.879996Z,0,3,0,4,0.5,-999,4.430005906,-999,-999,-999,1,1,1,3,0,4,0,0,0,0,0,6.5,0,0,90.72230555,114.6619326,-1,2
109,1678,7.1,2.26,126.82,33,1989-02-10T11:15:21.600003Z,0,11,0,14,0.8,-999,0.371011208,-999,-999,-999,1,1,3,11,0,14,0,0,0,0,0,6.3,0,0,150.1992756,133.823798,1,3
110,1681,7.9,-28.43,-177.66,33,1976-01-14T16:47:34.080000Z,2,3,2,13,1.5,-999,0.253254318,0.1,-999,0.1470372,2,2,3,2,2,9,2,7.8,0,7.8,0,7,0,89.60775154,13177.85489,460.7295875,1,3
111,1685,7.5,-24.19,-175.77,33,1982-12-19T17:43:52.320004Z,5,12,5,18,1.2,-999,0.487666111,1.6,-999,0.427105845,1,1,0,6,4,11,4,5.9,0,5.9,0,6.3,0,78.66104973,190.3654246,248.307437,1,3
112,1710,8.1,-62.88,149.53,10,1998-03-25T03:12:23.039995Z,0,5,0,7,1.7,-999,0.209138517,-999,-999,-999,1,1,2,1,0,2,0,0,0,0,0,6.4,0,0,339.9340368,470.6906315,-1,1
113,1727,7.3,23.96,121.82,33,1986-11-14T21:20:00.960002Z,0,1,2,4,1.5,-999,inf,-999,-999,-999,1,-1,1,1,0,2,2,6.2,0,0,0,5.8,0,23.67290799,37.82579622,182.289452,1,3
114,1736,7.9,28.15,84.71,15,2015-04-25T06:11:22.559997Z,0,9,0,10,0.7,-999,0.424516287,-999,-999,-999,1,1,2,4,0,4,0,0,0,0,0,7.2,0,0,360.2853556,460.7295875,1,3
115,1738,7.5,-10.21,160.77,38,1988-08-10T04:38:29.759999Z,0,3,0,11,1.9,-999,1.074267707,-999,-999,-999,1,1,3,1,0,6,0,0,0,0,0,6.4,0,0,147.4771278,248.307437,1,3
116,1751,8,-52.24,160.2,10,1989-05-23T10:54:46.080000Z,0,9,0,11,2.1,-999,0.514959576,-999,-999,-999,1,1,0,0,0,1,0,0,0,0,0,6.2,0,0,270.4757012,537.7249613,1,1
117,1752,7.5,-24.49,-70.17,27,1987-03-05T09:16:59.519998Z,0,5,0,14,0.6,-999,0.299641629,-999,-999,-999,5,1,0,5,0,12,0,0,0,0,0,7.2,0,0,201.8438085,248.307437,1,3
118,1753,7,32.79,130.75,10,2016-04-15T16:25:06.239996Z,4,5,4,6,1.5,-999,1.451463075,0.8,-999,36.66361137,1,1,3,5,4,6,4,6.2,0,6.2,0,5.5,0,10.39667764,77.21050014,114.6619326,-1,1
119,1758,7,40.29,63.33,26,1984-03-19T20:28:36.480001Z,0,1,0,2,1.9,-999,inf,-999,-999,-999,-1,-1,2,1,0,2,0,0,0,0,0,5.1,0,0,7.954495504,114.6619326,-1,3
120,1763,7.1,-5.59,130.89,61,1987-06-17T01:32:52.799998Z,0,1,0,4,1.7,-999,inf,-999,-999,-999,1,-1,3,1,0,4,0,0,0,0,0,5.5,0,0,128.8216547,133.823798,-1,3
121,1769,8,6.26,124.02,33,1976-08-16T16:11:08.160002Z,0,1,0,9,0.9,-999,inf,-999,-999,-999,1,-1,0,1,0,4,0,0,0,0,0,7.1,0,0,402.4397037,537.7249613,1,3
122,1772,7.1,-17.32,-72.4,54,1988-04-12T23:19:58.079997Z,0,3,0,6,0.9,-999,0.733317037,-999,-999,-999,1,1,3,3,0,6,0,0,0,0,0,6.2,0,0,114.5862979,133.823798,1,3
123,1774,7.1,44.16,148.29,43,1984-03-24T09:44:03.840005Z,0,1,0,15,1.9,-999,inf,-999,-999,-999,1,-1,1,1,0,15,0,0,0,0,0,6.1,0,0,127.1539728,133.823798,1,3
124,1791,7,51.74,176.27,33,1981-01-30T08:52:48.000000Z,0,3,0,4,1.2,-999,0.652173913,-999,-999,-999,1,1,1,3,0,4,0,0,0,0,0,5.8,0,0,56.78339686,114.6619326,1,3
125,1793,7.1,-15.77,-74.71,39,2018-01-14T09:18:43.200003Z,0,2,0,4,1.6,-999,0.172793641,-999,-999,-999,1,-1,1,2,0,4,0,0,0,0,0,5.5,0,0,115.1110525,133.823798,1,3
126,1815,7.5,60.64,-141.59,15,1979-02-28T21:27:04.319997Z,0,1,0,2,2.4,-999,inf,-999,-999,-999,-1,-1,3,0,0,0,0,0,0,0,0,5.4,0,0,57.24861436,248.307437,1,3
127,1821,7.4,39.8,142.84,38,1989-11-01T18:25:37.920003Z,7,8,7,14,1.5,-999,0.377978947,1,-999,1.206127126,1,1,3,3,6,8,6,6.4,0,6.4,0,5.9,0,73.82622881,100.1954492,212.7529709,1,3
128,1824,7.3,1.27,122.09,30,2008-11-16T17:02:32.640002Z,0,0,0,7,-999,-999,-999,-999,-999,-999,1,-1,3,0,0,3,0,0,0,0,0,0,0,0,0,182.289452,1,3
129,1843,7,-58.22,-22.1,19,2008-06-30T06:17:42.719995Z,0,4,0,5,1.4,-999,0.556994458,-999,-999,-999,1,1,3,4,0,5,0,0,0,0,0,5.6,0,0,46.66896255,114.6619326,-1,1
130,1853,7,18.45,-72.55,13,2010-01-12T21:53:08.159996Z,0,10,0,10,1,-999,1.325591877,-999,-999,-999,1,1,2,10,0,10,0,0,0,0,0,6,0,0,40.11138862,114.6619326,1,1
131,1889,7.4,-60.93,-21.58,10,2006-01-02T06:10:47.999996Z,0,0,0,1,-999,-999,-999,-999,-999,-999,-1,-1,2,0,0,0,0,0,0,0,0,0,0,0,0,212.7529709,1,1
132,1905,7.1,-20.62,169.36,34,2007-03-25T00:40:01.920003Z,1,10,1,28,0.2,-999,0.340122172,1.3,-999,inf,5,5,0,10,1,28,1,5.8,0,5.8,0,6.9,0,68.37271802,126.8450246,133.823798,1,3
133,1914,7.7,-22.25,-69.89,40,2007-11-14T15:40:53.759996Z,0,18,0,24,0.9,-999,0.646563336,-999,-999,-999,1,1,2,8,0,11,0,0,0,0,0,6.8,0,0,273.7425963,338.2345089,1,3
134,1915,7.1,-55.66,158.45,16,2008-04-12T00:30:14.399996Z,0,2,0,2,2,-999,0.377315776,-999,-999,-999,-1,-1,1,2,0,2,0,0,0,0,0,5.1,0,0,39.66822714,133.823798,1,3
135,1935,7,10.45,145.72,14,2007-09-30T02:08:26.880004Z,0,3,0,4,1.5,-999,1.434034417,-999,-999,-999,1,1,2,3,0,4,0,0,0,0,0,5.7,0,0,16.21070802,114.6619326,-1,1
136,1940,7,40.89,144.94,12,2012-03-14T09:08:38.400004Z,0,2,0,2,0.9,-999,0.124967977,-999,-999,-999,-1,-1,1,2,0,2,0,0,0,0,0,6.1,0,0,19.47219165,114.6619326,-1,2
137,1978,7,-14.44,-75.97,24,2011-10-28T18:54:34.560000Z,0,1,0,6,1.4,-999,inf,-999,-999,-999,1,-1,3,1,0,6,0,0,0,0,0,6.4,0,0,71.35871566,114.6619326,1,3
138,1990,7,-7.78,107.3,46,2009-09-02T07:55:03.360001Z,0,0,0,3,-999,-999,-999,-999,-999,-999,1,-1,1,0,0,3,0,0,0,0,0,0,0,0,0,114.6619326,-1,3
139,2030,7.2,-17.6,167.86,21,2002-01-02T17:22:50.880005Z,1,14,7,17,0.6,-999,0.508196483,1.1,-999,inf,1,1,3,13,1,16,7,6.3,0,6.1,0,6.6,0,105.0140007,99.86836824,156.1879214,1,3
140,2058,7.4,16.06,-96.93,60.6,1999-09-30T16:31:17.759999Z,0,0,0,1,-999,-999,-999,-999,-999,-999,-1,-1,3,0,0,0,0,0,0,0,0,0,0,0,0,212.7529709,-1,2
141,2066,7.5,-1.11,123.57,26,2000-05-04T04:21:12.960000Z,0,4,0,8,1.8,-999,0.344254817,-999,-999,-999,1,1,1,3,0,5,0,0,0,0,0,5.7,0,0,226.5049991,248.307437,1,1
142,2068,7.4,6.9,126.58,33,2001-01-01T06:57:01.440002Z,0,6,0,8,0.6,-999,0.85816039,-999,-999,-999,1,1,0,4,0,5,0,0,0,0,0,6.8,0,0,179.2154941,212.7529709,1,3
143,2070,7.7,13.05,-88.66,60,2001-01-13T17:33:30.240005Z,0,10,0,22,1.9,-999,0.425762008,-999,-999,-999,1,1,3,3,0,7,0,0,0,0,0,6.5,0,0,336.8945542,338.2345089,-1,2
144,2072,7.8,35.95,90.54,10,2001-11-14T09:26:12.480004Z,0,5,0,6,2.2,-999,0.259620228,-999,-999,-999,1,1,3,0,0,0,0,0,0,0,0,5.6,0,0,308.7008363,394.7589718,-1,1
145,2098,7.1,24.28,122.18,32.8,2002-03-31T06:52:50.880005Z,0,2,4,13,1.8,-999,0.080632481,-999,-999,-999,2,-1,0,2,0,13,4,6.8,0,0,0,6.1,0,66.82150597,119.7824081,133.823798,-1,3
146,2103,7.2,2.82,96.08,30,2002-11-02T01:26:06.720004Z,0,3,0,6,0.9,-999,0.108053205,-999,-999,-999,1,1,3,3,0,5,0,0,0,0,0,6.3,0,0,116.3504298,156.1879214,1,3
147,2113,7.8,-10.47,112.98,39,1994-06-02T18:17:34.080000Z,0,19,0,22,1.2,-999,1.207223006,-999,-999,-999,1,1,3,5,0,5,0,0,0,0,0,6.6,0,0,339.7289718,394.7589718,1,3
148,2115,7.7,12.96,144.78,61,1993-08-08T08:34:22.079997Z,0,6,0,10,1.7,-999,0.231906464,-999,-999,-999,1,1,2,2,0,2,0,0,0,0,0,6,0,0,202.6480045,338.2345089,-1,3
149,2118,7.2,-16.62,167.51,33,1994-07-13T02:35:57.119997Z,1,12,4,21,0.6,-999,0.421736288,1.9,-999,inf,1,1,2,11,1,20,4,6.1,0,5.3,0,6.6,0,89.98689925,136.5233659,156.1879214,-1,3
150,2121,7.3,-15.19,-173.59,31,1995-04-07T22:06:57.600005Z,0,4,15,13,1.7,-999,0.147769421,-999,-999,-999,1,1,0,4,0,12,14,6.7,0,0,0,6,0,2141.912452,162.888343,182.289452,-1,3
151,2123,7.3,16.84,-98.6,21,1995-09-14T14:04:33.599998Z,0,0,0,10,-999,-999,-999,-999,-999,-999,2,-1,0,0,0,9,0,0,0,0,0,0,0,0,0,182.289452,1,3
152,2127,8,-23.36,-70.31,47,1995-07-30T05:11:19.680002Z,0,12,1,19,1.7,-999,1.103113538,-999,-999,-999,1,1,0,3,0,4,1,6,0,0,0,6.6,0,32.52495461,182.1803999,537.7249613,1,3
153,2130,7.6,9.68,-83.08,10,1991-04-22T21:56:52.799996Z,0,4,0,9,1.4,-999,0.385899242,-999,-999,-999,1,1,2,2,0,3,0,0,0,0,0,6.2,0,0,284.3230828,289.8036301,1,3
154,2131,7.6,45.47,151.05,26,1991-12-22T08:43:09.119997Z,12,4,12,15,2.2,-999,0.254541984,0.9,-999,0.933213053,1,1,2,0,8,5,8,6.7,0,6.7,0,6.5,0,61.08682353,221.6636428,289.8036301,1,3
155,2136,7.6,-22.04,175.16,33,1990-03-03T12:16:24.959996Z,0,1,0,4,2.3,-999,inf,-999,-999,-999,1,-1,0,0,0,1,0,0,0,0,0,5.6,0,0,102.0397616,289.8036301,1,1
156,2146,7.7,42.84,139.25,17,1993-07-12T13:17:11.039999Z,0,3,0,6,1.4,-999,0.124552648,-999,-999,-999,1,1,3,1,0,1,0,0,0,0,0,6.3,0,0,288.5528803,338.2345089,-1,3
157,2148,7.2,-6.06,147.59,50,1992-05-15T07:05:05.280004Z,0,3,2,7,1.2,-999,0.169133192,-999,-999,-999,1,1,3,2,0,6,2,6.6,0,0,0,6.1,0,21.88898567,69.84308129,156.1879214,1,3
158,2153,7.1,-56.04,-25.33,33,1991-12-27T04:05:57.119997Z,0,2,0,7,0.5,-999,3.173595684,-999,-999,-999,1,-1,3,2,0,7,0,0,0,0,0,6.6,0,0,105.3367092,133.823798,-1,2
159,2156,7,51.92,158.7,34,1993-11-13T01:18:02.880001Z,0,2,21,5,1,-999,0.126859281,-999,-999,-999,5,-1,3,2,0,5,21,6.9,0,0,0,6,0,4684.980571,1419.503752,114.6619326,-1,3
160,2157,7.3,34.18,-116.51,5,1992-06-28T11:57:33.119998Z,0,5,1,7,0.8,-999,0.478771281,-999,-999,-999,1,1,0,4,0,4,1,6.2,0,0,0,6.5,0,31.42849515,41.61249207,182.289452,1,1
161,2158,8.4,-16.26,-73.64,33,2001-06-23T20:33:12.960004Z,0,14,23,37,0.8,-999,0.608624205,-999,-999,-999,1,1,3,3,0,3,3,7.4,0,0,0,7.6,0,12561.85766,12531.26716,748.3036029,1,3
162,2160,7,-2.96,141.93,10,1998-07-17T08:49:12.000004Z,0,1,1,3,1.8,-999,inf,-999,-999,-999,1,-1,3,1,0,3,1,5.6,0,0,0,5.6,0,13.37603919,55.78251451,114.6619326,1,3
163,2163,7.1,-30.93,-71.22,58,1997-10-15T01:03:30.240005Z,0,2,12,4,0.9,-999,0.330802693,-999,-999,-999,5,-1,3,2,0,4,12,6.8,0,0,0,6.6,0,134.5823718,118.8605617,133.823798,-1,2
164,2165,7,-6.92,128.95,33,1998-11-09T05:38:41.280000Z,1,3,1,5,1.5,-999,2.319826786,0.3,-999,inf,2,2,3,3,1,5,1,6.7,0,6.7,0,5.7,0,8.41868261,38.98502243,114.6619326,-1,0
165,2181,7.6,40.75,29.86,17,1999-08-17T00:01:35.039999Z,0,3,0,8,1.8,-999,0.120677726,-999,-999,-999,2,1,1,1,0,4,0,0,0,0,0,7.2,0,0,263.9351187,289.8036301,1,1
166,2183,7.6,23.77,120.98,33,1999-09-20T17:47:19.680004Z,0,11,0,26,1.1,-999,0.396256457,-999,-999,-999,1,1,3,4,0,9,0,0,0,0,0,6.5,0,0,167.0022477,289.8036301,1,3
167,2189,7.1,12.06,125.93,23,1995-04-21T00:34:50.879999Z,3,18,3,38,0.1,-999,0.676818951,0.3,-999,157.8947371,4,4,0,18,3,38,3,6.8,0,6.8,0,7.1,0,43.02395578,157.2968821,133.823798,1,3
168,2195,7.9,0.72,119.98,33,1996-01-01T08:05:08.160000Z,0,4,0,19,2.3,-999,0.404977169,-999,-999,-999,1,1,2,0,0,4,0,0,0,0,0,7,0,0,295.89256,460.7295875,1,3
169,2198,7.7,-5.81,154.21,16,1995-08-16T10:27:24.480003Z,2,15,19,64,1.1,-999,1.103460452,1.9,-999,6.428801028,1,1,3,7,1,29,10,6.7,0,5.8,0,7.2,0,178.999754,313.2642179,338.2345089,1,3
170,2203,7.4,22.31,125.31,33,1998-05-03T23:30:20.159996Z,0,3,0,4,2.2,-999,0.154463215,-999,-999,-999,1,1,3,0,0,1,0,0,0,0,0,6.3,0,0,58.09262371,212.7529709,-1,1
171,2206,7.7,-12.58,166.68,33,1997-04-21T12:02:26.880002Z,0,8,4,25,1.8,-999,1.494014604,-999,-999,-999,1,1,3,3,0,6,2,6.2,0,0,0,6,0,177.7008704,298.8875246,338.2345089,1,3
172,2209,7.8,54.84,162.04,33,1997-12-05T11:26:52.799996Z,0,22,0,36,1.4,-999,0.813233527,-999,-999,-999,1,1,3,4,0,7,0,0,0,0,0,6.9,0,0,351.3432272,394.7589718,1,3
173,2236,7.5,-8.15,124.87,10,2004-11-11T21:26:38.400001Z,1,8,1,15,2.1,-999,0.509966661,1.9,-999,inf,1,1,3,0,1,1,1,5.6,0,5.6,0,5.8,0,6.970724066,207.6363379,248.307437,1,3
174,2293,7,-32.11,-110.81,16.5,2014-10-09T02:14:29.760001Z,0,9,0,10,0.4,-999,0.385394408,-999,-999,-999,2,2,0,9,0,10,0,0,0,0,0,6.6,0,0,108.5816425,114.6619326,-1,3
175,2327,7.4,34.91,45.96,19,2017-11-12T18:18:17.279997Z,0,1,0,11,1.9,-999,inf,-999,-999,-999,1,-1,2,1,0,5,0,0,0,0,0,6,0,0,192.6969942,212.7529709,1,3
176,2350,7,51.61,-175.36,33.5,2013-08-30T16:25:06.239996Z,0,25,0,28,0.5,-999,1.585489599,-999,-999,-999,1,1,3,25,0,28,0,0,0,0,0,6.5,0,0,78.27366014,114.6619326,-1,3
177,2367,7.1,9.88,124.12,19,2013-10-15T00:12:31.680001Z,0,16,0,16,1.4,-999,0.928947155,-999,-999,-999,1,1,3,12,0,12,0,0,0,0,0,5.7,0,0,55.56755978,133.823798,-1,3
178,2368,7.6,-0.25,119.84,20,2018-09-28T10:02:47.039998Z,2,8,2,11,2.2,-999,0.336411499,1.5,-999,33.89830508,1,1,1,0,1,0,1,6.1,0,6.1,0,5.5,0,18.41175961,285.7479313,289.8036301,1,1
179,2369,7.2,37.89,144.09,36.1,2012-12-07T08:18:23.039997Z,0,3,1,10,1,-999,1.712231037,-999,-999,-999,3,2,3,3,0,8,1,5.6,0,0,0,7.1,0,43.60618499,128.477425,156.1879214,1,3
180,2380,7.8,-60.27,-46.4,10,2013-11-17T09:04:53.760004Z,5,4,5,8,2.7,-999,0.161151265,0.9,-999,1.897533207,1,1,0,0,2,1,2,6.9,0,6.9,0,5.8,0,39.72477256,253.9579527,394.7589718,-1,3
181,2382,7.1,1.9,126.52,45,2014-11-15T02:31:37.920005Z,0,14,0,34,0.3,-999,0.59013961,-999,-999,-999,5,0,0,11,0,29,0,0,0,0,0,6.8,0,0,85.12492474,133.823798,1,3
182,2390,7.1,-47.62,85.09,35,2015-12-04T22:24:57.600001Z,0,1,0,1,2.1,-999,inf,-999,-999,-999,-1,-1,3,0,0,0,0,0,0,0,0,5,0,0,5.997909005,133.823798,-1,2
183,2403,7.8,-4.95,94.33,24,2016-03-02T12:49:49.440001Z,0,3,0,4,2.1,-999,1.425449016,-999,-999,-999,1,1,0,0,0,0,0,0,0,0,0,5.7,0,0,85.12160189,394.7589718,-1,1
184,2438,7.8,26.97,65.52,15,2013-09-24T11:29:45.600004Z,0,5,0,12,1,-999,0.209801947,-999,-999,-999,1,1,3,2,0,2,0,0,0,0,0,6.8,0,0,289.5300563,394.7589718,1,3
185,2443,7.1,1.62,126.42,33,2019-11-14T16:17:36.960005Z,1,18,11,18,1,-999,4.873558239,1.7,-999,inf,1,1,0,15,1,15,10,6.6,0,5.4,0,6.1,0,128.9269774,23.38471476,133.823798,1,3
186,2458,7.2,38.23,72.75,33,2015-12-07T07:50:09.599997Z,0,0,0,6,-999,-999,-999,-999,-999,-999,1,-1,1,0,0,4,0,0,0,0,0,0,0,0,0,156.1879214,-1,1
187,2460,7.3,17.4,-100.96,24,2014-04-18T14:27:27.359998Z,0,3,0,6,0.8,-999,1.486399445,-999,-999,-999,1,1,0,2,0,2,0,0,0,0,0,6.5,0,0,115.791807,182.289452,1,3
188,2495,7.2,-0.59,128.03,19.4,2019-07-14T09:10:47.999995Z,0,2,0,5,1.9,-999,0.916464281,-999,-999,-999,1,-1,3,1,0,3,0,0,0,0,0,5.9,0,0,94.01338159,156.1879214,1,1
189,2498,7,35.77,-117.6,8,2019-07-06T03:19:52.319996Z,2,1,2,2,2,-999,inf,0.5,-999,2.732240437,1,1,3,1,2,2,2,6.5,0,6.5,0,5.1,0,11.22714961,18.6147779,114.6619326,-1,1
190,2499,7.2,55.1,164.7,16.6,2018-12-20T17:01:58.080001Z,0,8,0,16,1.1,-999,0.605326877,-999,-999,-999,1,1,0,4,0,9,0,0,0,0,0,6.4,0,0,127.0798631,156.1879214,-1,1
191,2502,7.5,-55.28,-31.88,10,2016-08-19T07:32:26.880002Z,0,22,0,37,1.4,-999,0.758131825,-999,-999,-999,1,1,0,4,0,4,0,0,0,0,0,6.1,0,0,242.1203426,248.307437,1,3
192,2510,7.8,-42.74,173.05,15.2,2016-11-13T11:02:58.559998Z,0,14,0,18,1.4,-999,0.688834001,-999,-999,-999,1,1,0,1,0,1,0,0,0,0,0,6.4,0,0,169.8562018,394.7589718,-1,3
193,2514,7.5,-6.07,142.75,25.2,2018-02-25T17:44:44.159997Z,0,26,0,36,0.8,-999,1.029006099,-999,-999,-999,1,1,1,9,0,10,0,0,0,0,0,6.7,0,0,100.5524258,248.307437,-1,3
194,2516,7.3,-60.86,-25.07,11,2013-07-15T14:03:41.759995Z,0,1,0,6,2.3,-999,inf,-999,-999,-999,1,-1,2,0,0,2,0,0,0,0,0,5.4,0,0,156.1512986,182.289452,1,1
195,2520,7.2,-22.48,173.12,16.4,2016-08-12T01:26:32.640000Z,0,10,2,13,1.7,-999,0.56753689,-999,-999,-999,1,1,1,4,0,5,1,5.8,0,0,0,5.7,0,14.08059443,76.05550828,156.1879214,1,1
196,2524,7,-16.04,167.38,24,2016-04-28T19:33:27.360000Z,0,7,0,12,1.2,-999,0.390280891,-999,-999,-999,1,1,3,7,0,12,0,0,0,0,0,6,0,0,46.42742963,114.6619326,1,3
197,2533,7.3,-30.64,-178.1,46,2019-06-15T22:55:03.360001Z,0,31,12,43,0.8,0.912754504,1.352949648,-999,-999,-999,1,1,3,15,0,19,6,6.4,0,0,0,6.5,0,180.7017684,9654.169685,182.289452,1,3
198,2536,7.6,-4.05,152.6,10,2019-05-14T12:58:27.839996Z,1,4,33,9,1.6,-999,0.255019095,2.5,-999,inf,1,1,0,2,0,3,14,7,0,5.1,0,6,0,316.1335906,247.7579972,289.8036301,1,1
199,2539,7.8,0.35,-79.93,21,2016-04-16T23:58:33.599996Z,0,15,0,28,1.7,-999,1.560175988,-999,-999,-999,1,1,3,5,0,9,0,0,0,0,0,6.9,0,0,334.2759809,394.7589718,1,3
200,2549,7.3,12.53,-88.12,40,2014-10-14T03:51:33.119996Z,0,0,0,3,-999,-999,-999,-999,-999,-999,1,-1,3,0,0,1,0,0,0,0,0,0,0,0,0,182.289452,-1,2
201,2550,7.1,-37.36,179.15,19,2016-09-01T16:37:55.199997Z,0,0,0,13,-999,-999,-999,-999,-999,-999,1,-1,3,0,0,6,0,0,0,0,0,0,0,0,0,133.823798,-1,2
202,2555,7.8,-10.68,161.32,40,2016-12-08T17:38:49.919995Z,0,37,0,59,0.9,0.900218254,1.372220327,-999,-999,-999,1,1,3,8,0,11,0,0,0,0,0,6.9,0,0,365.2283664,394.7589718,1,3
203,2556,8.1,-19.61,-70.77,25,2014-04-01T23:46:45.120003Z,20,32,23,64,0.4,0.789626331,1.077455589,1.4,-999,2.461811154,2,2,3,6,4,6,4,6.7,0,6.7,0,7.7,0,129.6333051,459.5332486,470.6906315,1,3
204,2559,7.1,52.65,-31.9,16.7,2015-02-13T18:59:11.040003Z,1,1,1,1,2.1,-999,inf,1.4,-999,inf,-1,-1,1,0,1,0,1,5.7,0,5.7,0,5,0,15.70363453,104.7348493,133.823798,-1,1
205,2561,8.2,15.02,-93.9,47.4,2017-09-08T04:49:17.760005Z,1,30,8,65,1.1,-999,1.420434369,2.8,-999,inf,1,1,3,1,0,2,2,6.8,0,5.4,0,7.2,0,475.3632556,626.8804816,549.3506571,-1,2
206,2569,7.6,-11.27,162.15,22.6,2014-04-12T20:14:38.399996Z,0,23,0,59,0.2,-999,1.161205634,-999,-999,-999,5,2,3,6,0,16,0,0,0,0,0,7.4,0,0,340.6763118,289.8036301,-1,1
207,2571,7,-2.63,138.53,48,2015-07-27T21:41:19.680002Z,0,0,0,4,-999,-999,-999,-999,-999,-999,1,-1,1,0,0,4,0,0,0,0,0,0,0,0,0,114.6619326,1,3
208,2574,8.3,-31.57,-71.67,22.4,2015-09-16T22:54:28.799999Z,0,44,1,92,1.2,0.746443641,1.525838691,-999,-999,-999,1,1,3,3,0,7,0,5.5,0,0,0,7.1,0,15.2154247,594.9934569,641.1560465,1,3
209,2578,7.1,-0.05,-17.83,10,2016-08-29T04:30:00.000000Z,0,0,0,2,-999,-999,-999,-999,-999,-999,-1,-1,3,0,0,0,0,0,0,0,0,0,0,0,0,133.823798,-1,1
210,2581,7,-61.03,-34.37,10,2006-08-20T03:41:45.599998Z,0,4,0,5,1.2,-999,0.236378679,-999,-999,-999,1,1,0,4,0,5,0,0,0,0,0,5.8,0,0,23.73656764,114.6619326,1,1
