,Unnamed: 0.1,Unnamed: 0,cid,m0,lat0,lon0,depth0,ot0,nf,na,nf_all,na_all,dm_a,b_a,rate_a,dm_f,b_f,rate_f,c_type,c_type60,fstyle_m,na_apr,nf_apr,na_all_apr,nf_all_apr,MmaxFS,dtmaxFS,MmaxFS60,dtmaxFS60,MmaxAS,dtmaxAS,RmaxFS,RmaxAS,Rpred,InterIntra,fstyle
64,64,64,65,7.8,54.84,162.04,33.0,1997-12-05T11:26:52.799996Z,3,22,3,23,1.3999999999999997,-999.0,0.8132335274007051,2.3,-999,7.618080244520847,1,1,3.0,4,0,4,0,5.5,45904.319993,5.5,45904.319993,6.4,-45904.319993,56.157651014843225,170.686348213343,394.75897176315374,1.0,3.0
65,65,65,66,7.8,0.35,-79.93,21.0,2016-04-16T23:58:33.599996Z,0,15,0,18,1.7000000000000002,-999.0,1.5601759878488906,-999.0,-999,-999.0,1,1,3.0,5,0,7,0,0.0,0.0,0.0,0.0,6.9,2707110.720001,0.0,207.77026106437935,394.75897176315374,1.0,3.0
66,66,66,67,7.8,-60.27,-46.4,10.0,2013-11-17T09:04:53.760004Z,5,4,5,5,2.7,-999.0,0.16115126463445,0.8999999999999995,-999,1.897533206908247,1,1,0.0,0,2,0,2,6.9,292749.119999,6.9,292749.119999,5.1,-106220.160006,39.724772564333215,253.95795266088086,394.75897176315374,-1.0,3.0
67,67,67,68,7.7,-9.25,107.41,34.0,2006-07-17T08:19:32.160000Z,0,17,0,17,1.6000000000000003,-999.0,0.6562591683266304,-999.0,-999,-999.0,1,1,0.0,6,0,6,0,0.0,0.0,0.0,0.0,6.1,16364.160003,0.0,150.79256187140612,338.2345089289617,1.0,3.0
68,68,68,69,7.7,-22.25,-69.89,40.0,2007-11-14T15:40:53.759996Z,0,18,0,19,0.9000000000000004,-999.0,0.6465633362667719,-999.0,-999,-999.0,1,1,3.0,8,0,9,0,0.0,0.0,0.0,0.0,6.8,84136.320003,0.0,165.95611263974368,338.2345089289617,1.0,3.0
69,69,69,70,7.7,-28.1,-176.43,33.0,1986-10-20T06:46:13.439996Z,0,23,0,32,1.6000000000000003,-999.0,0.7772449707184047,-999.0,-999,-999.0,1,1,0.0,8,0,10,0,0.0,0.0,0.0,0.0,6.1,1192803.840007,0.0,201.3661380852046,338.2345089289617,-1.0,1.0
70,70,70,71,7.7,40.45,143.49,33.0,1994-12-28T12:19:26.400000Z,1,18,1,20,0.7000000000000002,-999.0,0.768590277334306,2.5,-999,inf,1,1,0.0,6,0,8,0,5.2,1565567.999999,5.2,1565567.999999,7.0,690491.519997,269.8402128572879,189.76665611270045,338.2345089289617,1.0,3.0
71,71,71,72,7.7,-12.58,166.68,33.0,1997-04-21T12:02:26.880002Z,0,8,0,9,1.7999999999999998,-999.0,1.494014603985686,-999.0,-999,-999.0,1,1,0.0,3,0,3,0,0.0,0.0,0.0,0.0,5.9,129798.719994,0.0,172.74554575334986,338.2345089289617,1.0,3.0
72,72,72,73,7.7,40.37,139.15,33.0,1983-05-26T03:00:00.000000Z,0,5,0,5,0.9000000000000004,-999.0,0.2237156484625067,-999.0,-999,-999.0,1,1,3.0,3,0,3,0,0.0,0.0,0.0,0.0,6.8,2056415.040004,0.0,105.67169141771541,338.2345089289617,-1.0,3.0
73,73,73,74,7.7,-14.99,-75.68,33.0,1996-11-12T16:59:39.840004Z,0,8,0,8,1.6000000000000003,-999.0,0.446929871117589,-999.0,-999,-999.0,1,1,3.0,4,0,4,0,0.0,0.0,0.0,0.0,6.1,-0.0,0.0,64.93716871005508,338.2345089289617,1.0,3.0
74,74,74,75,7.7,-6.89,72.12,10.0,1983-11-30T17:46:01.919995Z,0,9,0,9,1.4000000000000004,-999.0,0.3213803643742979,-999.0,-999,-999.0,1,1,2.0,3,0,3,0,0.0,0.0,0.0,0.0,6.3,183133.440008,0.0,118.88618724435044,338.2345089289617,-1.0,2.0
75,75,75,76,7.7,-0.41,132.88,17.0,2009-01-03T19:43:49.439999Z,0,22,0,25,0.2999999999999998,-999.0,0.8088978766427968,-999.0,-999,-999.0,2,2,0.0,4,0,4,0,0.0,0.0,0.0,0.0,7.4,-0.0,0.0,110.9187839607185,338.2345089289617,1.0,3.0
76,76,76,77,7.7,13.05,-88.66,60.0,2001-01-13T17:33:30.240005Z,0,10,0,12,1.9000000000000004,-999.0,0.4257620075544563,-999.0,-999,-999.0,1,1,2.0,3,0,4,0,0.0,0.0,0.0,0.0,6.5,2134183.679991,0.0,266.1610858131709,338.2345089289617,-1.0,2.0
77,77,77,78,7.7,57.27,-142.79,10.0,1988-03-06T22:35:36.960001Z,0,2,0,3,2.3,-999.0,0.3436839482427485,-999.0,-999,-999.0,1,-1,1.0,0,0,1,0,0.0,0.0,0.0,0.0,5.8,782438.399998,0.0,268.1213031523911,338.2345089289617,-1.0,1.0
78,78,78,79,7.7,15.66,121.23,25.0,1990-07-16T07:26:32.640000Z,1,12,1,12,1.2000000000000002,-999.0,0.4605023312922951,2.3,-999,inf,1,1,1.0,4,0,4,0,5.4,2134157.760004,5.4,2134157.760004,6.5,81881.280002,258.34015641458006,170.39098657765538,338.2345089289617,-1.0,1.0
79,79,79,80,7.7,12.96,144.78,61.0,1993-08-08T08:34:22.079997Z,0,6,0,6,1.7000000000000002,-999.0,0.2319064643932375,-999.0,-999,-999.0,1,1,0.0,2,0,2,0,0.0,0.0,0.0,0.0,6.0,173940.480004,0.0,103.74002470802827,338.2345089289617,-1.0,3.0
80,80,80,81,7.7,-20.57,-70.5,10.0,2014-04-03T02:43:09.119997Z,0,0,0,0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-1,-1,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,338.2345089289617,1.0,3.0
81,81,81,82,7.7,-23.01,169.89,33.0,1995-05-16T20:12:46.079996Z,0,9,0,15,1.2999999999999998,-999.0,1.8255207805123792,-999.0,-999,-999.0,1,1,2.0,3,0,5,0,0.0,0.0,0.0,0.0,6.4,0.0,0.0,98.5116375444641,338.2345089289617,-1.0,2.0
82,82,82,83,7.7,-5.81,154.21,16.0,1995-08-16T10:27:24.480003Z,2,15,2,16,1.1000000000000003,-999.0,1.103460451975617,1.9000000000000004,-999,6.428801027576603,1,1,3.0,7,1,8,1,5.8,2408339.520002,5.8,2408339.520002,6.6,-2408339.520002,178.99975397449234,131.78714293848105,338.2345089289617,1.0,3.0
83,83,83,84,7.7,-8.51,121.89,35.0,1992-12-12T05:29:28.320003Z,0,3,0,4,2.2,-999.0,0.1766565972403856,-999.0,-999,-999.0,1,1,3.0,0,0,1,0,0.0,0.0,0.0,0.0,5.8,1525677.120001,0.0,243.2496197623324,338.2345089289617,1.0,3.0
84,84,84,85,7.7,-12.52,165.92,33.0,1980-07-17T19:42:23.039995Z,5,2,5,4,1.0,-999.0,0.4420280245763396,0.2000000000000001,-999,0.5902908953538532,2,2,3.0,2,4,2,4,7.5,764579.51999,7.5,764579.51999,6.7,-764579.51999,51.43604703135919,167.76679596988964,338.2345089289617,1.0,3.0
85,85,85,86,7.7,-2.07,124.89,33.0,1998-11-29T14:10:27.840000Z,0,2,0,3,1.7999999999999998,-999.0,0.0769426085082077,-999.0,-999,-999.0,1,-1,0.0,1,0,1,0,0.0,0.0,0.0,0.0,5.9,92292.479998,0.0,333.7215804461213,338.2345089289617,-1.0,0.0
86,86,86,87,7.7,42.84,139.25,17.0,1993-07-12T13:17:11.039999Z,0,3,0,3,1.4000000000000004,-999.0,0.1245526484049804,-999.0,-999,-999.0,1,1,3.0,1,0,1,0,0.0,0.0,0.0,0.0,6.3,282026.879998,0.0,109.9599787882747,338.2345089289617,-1.0,3.0
87,87,87,88,7.6,44.93,148.44,33.0,1978-03-23T03:15:24.479999Z,3,5,3,5,0.0999999999999996,-999.0,1.8859384429949264,0.5999999999999996,-999,3.0410542321366774,2,2,0.0,4,3,4,3,7.0,9858.240001,7.0,9858.240001,7.5,-9858.240001,129.9130579480851,129.02905777985868,289.8036300972396,1.0,3.0
88,88,88,89,7.6,1.16,122.84,28.0,1990-04-18T13:39:21.600002Z,1,9,1,12,1.0999999999999996,-999.0,0.3333444448146362,2.5,-999,inf,1,1,3.0,5,0,6,0,5.1,1225912.320001,5.1,1225912.320001,6.5,-1225912.320001,206.39636053735424,104.68336191233412,289.8036300972396,1.0,3.0
89,89,89,90,7.6,-22.04,175.16,33.0,1990-03-03T12:16:24.959996Z,0,1,0,2,2.3,-999.0,inf,-999.0,-999,-999.0,-1,-1,1.0,0,0,0,0,0.0,0.0,0.0,0.0,5.3,0.0,0.0,102.03976160925889,289.8036300972396,1.0,1.0
90,90,90,91,7.6,-11.27,162.15,22.6,2014-04-12T20:14:38.399996Z,1,22,1,25,0.1999999999999993,-999.0,1.110718432882123,1.5999999999999996,-999,inf,2,2,0.0,5,1,5,1,6.0,722044.799996,6.0,722044.799996,7.4,51105.600009,94.914291444825,289.25130210631636,289.8036300972396,-1.0,1.0
91,91,91,92,7.6,-29.54,-176.34,17.0,2011-07-06T19:03:21.599999Z,2,39,2,42,1.5999999999999996,1.140571366614602,1.3230115814445167,2.0,-999,0.1717254110672358,1,1,2.0,7,1,8,1,5.6,2328410.880002,5.6,2328410.880002,6.0,240658.560005,191.63295726399696,268.35904029469685,289.8036300972396,-1.0,2.0
92,92,92,93,7.6,38.19,142.03,44.0,1978-06-12T08:14:29.760001Z,0,5,0,5,1.1999999999999993,-999.0,0.3754655773150366,-999.0,-999,-999.0,1,1,0.0,5,0,5,0,0.0,0.0,0.0,0.0,6.4,-0.0,0.0,134.07905473290566,289.8036300972396,1.0,3.0
93,93,93,94,7.6,-0.25,119.84,20.0,2018-09-28T10:02:47.039998Z,2,8,2,9,2.2,-999.0,0.3364114985460031,1.5,-999,33.89830507992996,1,1,0.0,0,1,0,1,6.1,-3065446.080002,6.1,-3065446.080002,5.4,327395.520005,18.411759605134595,162.4093312679379,289.8036300972396,1.0,1.0
94,94,94,95,7.6,34.54,73.59,26.0,2005-10-08T03:50:41.280004Z,0,18,0,19,1.1999999999999993,-999.0,0.6284323754376231,-999.0,-999,-999.0,1,1,3.0,5,0,5,0,0.0,0.0,0.0,0.0,6.4,-0.0,0.0,61.53288651234964,289.8036300972396,1.0,3.0
95,95,95,96,7.6,11.76,-87.42,10.0,1992-09-02T00:15:59.040000Z,2,11,2,11,1.5999999999999996,-999.0,0.4805130131660136,1.9,-999,2.0650490447539687,1,1,0.0,7,1,7,1,5.7,1966006.080004,5.7,1966006.080004,6.0,-1882327.679997,10.763839392333653,196.65768934412435,289.8036300972396,1.0,3.0
96,96,96,97,7.6,-60.53,-43.41,10.0,2003-08-04T04:37:20.639996Z,0,3,0,3,2.3,-999.0,0.3125195324724652,-999.0,-999,-999.0,1,1,0.0,0,0,0,0,0.0,0.0,0.0,0.0,5.3,0.0,0.0,91.38345273035108,289.8036300972396,1.0,2.0
97,97,97,98,7.6,-26.62,-70.77,18.0,1983-10-04T18:52:16.320003Z,0,2,0,2,1.0999999999999996,-999.0,0.7017790097823867,-999.0,-999,-999.0,-1,-1,3.0,1,0,1,0,0.0,0.0,0.0,0.0,6.5,158975.999997,0.0,43.872566568528526,289.8036300972396,1.0,3.0
98,98,98,99,7.6,-4.05,152.6,10.0,2019-05-14T12:58:27.839996Z,0,4,0,4,1.5999999999999996,-999.0,0.2550190945546654,-999.0,-999,-999.0,1,1,1.0,2,0,2,0,0.0,0.0,0.0,0.0,6.0,131129.280007,0.0,160.56021229068176,289.8036300972396,1.0,1.0
99,99,99,100,7.6,9.68,-83.08,10.0,1991-04-22T21:56:52.799996Z,0,4,0,5,1.3999999999999997,-999.0,0.3858992417076294,-999.0,-999,-999.0,1,1,3.0,2,0,3,0,0.0,0.0,0.0,0.0,6.2,373550.400005,0.0,70.16149894725844,289.8036300972396,1.0,3.0
100,100,100,101,7.6,45.47,151.05,26.0,1991-12-22T08:43:09.119997Z,13,4,13,6,2.2,-999.0,0.2545419835183763,0.8999999999999995,-999,1.0109808069237989,1,1,3.0,0,8,1,8,6.7,284964.479996,6.7,284964.479996,5.8,-799752.959996,81.59306639267042,82.90303118073341,289.8036300972396,1.0,3.0
101,101,101,102,7.6,-23.05,-174.66,34.0,2009-03-19T18:17:42.719995Z,3,8,3,8,2.0,-999.0,0.4695827757042646,2.1,-999,2.3050326545237105,1,1,3.0,1,0,1,0,5.5,828800.639998,5.5,828800.639998,5.6,574966.080006,245.78253873263176,133.548289458273,289.8036300972396,1.0,3.0
102,102,102,103,7.6,-43.41,-73.94,38.0,2016-12-25T14:22:24.959999Z,0,1,0,1,2.2,-999.0,inf,-999.0,-999,-999.0,-1,-1,3.0,0,0,0,0,0.0,0.0,0.0,0.0,5.4,-0.0,0.0,45.7615037126235,289.8036300972396,1.0,3.0
103,103,103,104,7.6,39.57,117.98,23.0,1976-07-27T19:42:57.599997Z,0,1,0,1,0.5999999999999996,-999.0,inf,-999.0,-999,-999.0,-1,-1,0.0,1,0,1,0,0.0,0.0,0.0,0.0,7.0,-0.0,0.0,37.35425213400024,289.8036300972396,-1.0,2.0
104,104,104,105,7.6,-48.79,164.36,33.0,1981-05-25T05:25:17.759997Z,0,3,0,3,1.9,-999.0,0.1637974807945971,-999.0,-999,-999.0,1,1,1.0,2,0,2,0,0.0,0.0,0.0,0.0,5.7,221520.960005,0.0,48.71630947527686,289.8036300972396,1.0,1.0
105,105,105,106,7.6,40.75,29.86,17.0,1999-08-17T00:01:35.039999Z,1,3,1,4,1.7999999999999998,-999.0,0.1206777261094277,2.3999999999999995,-999,inf,1,1,1.0,1,0,1,0,5.2,1962282.240003,5.2,1962282.240003,5.8,227767.679996,225.2668049766564,62.42676344060871,289.8036300972396,1.0,1.0
106,106,106,107,7.6,10.1,-85.31,35.0,2012-09-05T14:42:08.639999Z,0,3,0,6,2.0,-999.0,0.3041362530431141,-999.0,-999,-999.0,1,1,3.0,1,0,2,0,0.0,0.0,0.0,0.0,6.4,3213725.760005,0.0,126.8185547827765,289.8036300972396,1.0,3.0
107,107,107,108,7.6,38.11,144.55,19.7,2011-03-11T06:25:46.559998Z,0,0,0,0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-1,-1,2.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,289.8036300972396,1.0,3.0
108,108,108,109,7.6,-17.54,-72.08,33.0,2001-07-07T09:38:44.160005Z,0,0,0,1,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-1,-1,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,289.8036300972396,1.0,3.0
109,109,109,110,7.6,60.95,167.09,22.0,2006-04-20T23:25:00.479996Z,0,11,0,13,1.0,-999.0,0.3982131091766496,-999.0,-999,-999.0,1,1,3.0,4,0,5,0,0.0,0.0,0.0,0.0,6.6,739972.800008,0.0,86.40770545874395,289.8036300972396,-1.0,3.0
110,110,110,111,7.6,-3.3,142.95,13.0,2002-09-08T18:44:21.119996Z,1,7,1,10,1.5,-999.0,0.8430281571429636,2.2,-999,inf,1,1,0.0,3,0,4,0,5.4,594976.319991,5.4,594976.319991,6.1,180619.200004,23.57673092384947,238.57105825892566,289.8036300972396,1.0,3.0
111,111,111,112,7.6,10.81,126.64,28.0,2012-08-31T12:47:31.200005Z,0,20,0,24,2.0,-999.0,1.2560841576396635,-999.0,-999,-999.0,1,1,3.0,1,0,1,0,0.0,0.0,0.0,0.0,5.6,0.0,0.0,232.6574076536607,289.8036300972396,-1.0,3.0
112,112,112,113,7.6,23.42,70.23,16.0,2001-01-26T03:16:42.239997Z,0,3,0,3,1.9,-999.0,0.1344869323528933,-999.0,-999,-999.0,1,1,0.0,1,0,1,0,0.0,0.0,0.0,0.0,5.7,0.0,0.0,31.23668325348633,289.8036300972396,-1.0,3.0
113,113,113,114,7.6,-13.01,166.51,45.0,2009-10-07T22:03:12.960004Z,0,0,0,0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-1,-1,3.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,289.8036300972396,1.0,3.0
114,114,114,115,7.6,23.77,120.98,33.0,1999-09-20T17:47:19.680004Z,1,11,1,16,1.0999999999999996,-999.0,0.396256457179089,2.2,-999,inf,1,1,3.0,4,0,6,0,5.4,876545.280002,5.4,876545.280002,6.5,241038.719993,188.7635072102336,167.00224765433487,289.8036300972396,1.0,3.0
115,115,115,116,7.5,1.07,126.28,22.0,2007-01-21T11:27:44.639999Z,1,20,1,29,0.7999999999999998,-999.0,0.6755569967440236,1.9000000000000004,-999,inf,1,1,3.0,8,1,12,1,5.6,408084.480001,5.6,408084.480001,6.7,947738.880004,171.351652127674,248.42044277725978,248.30743700128235,1.0,3.0
116,116,116,117,7.5,-4.73,152.56,41.0,2015-03-29T23:48:28.799997Z,1,11,1,37,1.5,-999.0,0.7372011822003777,1.7999999999999998,-999,inf,2,1,3.0,4,1,12,1,5.7,-347768.640008,5.7,-347768.640008,7.5,3023550.719999,220.28595689515257,163.72256342419004,248.30743700128235,1.0,3.0
117,117,117,118,7.5,-5.46,151.88,55.0,2015-05-05T01:44:06.720000Z,1,1,1,6,1.5999999999999996,-999.0,inf,2.0,-999,inf,5,-1,3.0,1,1,2,1,5.5,1174979.52,5.5,1174979.52,6.0,4617596.160003,202.57758614353298,207.4825219793805,248.30743700128235,1.0,3.0
118,118,118,119,7.5,-55.28,-31.88,10.0,2016-08-19T07:32:26.880002Z,0,22,0,28,1.4000000000000004,-999.0,0.7581318253398175,-999.0,-999,-999.0,1,1,3.0,4,0,4,0,0.0,0.0,0.0,0.0,6.1,100491.84,0.0,104.79416125473753,248.30743700128235,1.0,3.0
119,119,119,120,7.5,-6.76,155.02,43.4,2014-04-19T13:27:59.040004Z,15,30,15,36,1.2999999999999998,-999.0,1.0704307770250394,0.4000000000000003,-999,1.936058443163624,2,2,3.0,6,8,7,8,7.1,714035.520003,7.1,714035.520003,6.2,-709871.040006,184.5103766314964,128.56895083388858,248.30743700128235,1.0,3.0
120,120,120,121,7.5,8.39,126.78,33.0,1989-12-15T18:43:46.560004Z,1,9,1,10,1.0,-999.0,0.5413468710147762,1.4000000000000004,-999,inf,1,1,3.0,7,1,7,1,6.1,634832.640008,6.1,634832.640008,6.5,303575.039995,189.20253379396135,72.93757866833738,248.30743700128235,1.0,3.0
121,121,121,122,7.5,-1.68,136.04,5.0,1979-09-12T05:17:48.479995Z,0,1,0,4,1.4000000000000004,-999.0,inf,-999.0,-999,-999.0,1,-1,1.0,1,0,3,0,0.0,0.0,0.0,0.0,6.1,0.0,0.0,84.98754572941532,248.30743700128235,1.0,1.0
122,122,122,123,7.5,-9.62,-79.57,33.0,1996-02-21T12:51:07.200000Z,0,0,0,0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-1,-1,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.30743700128235,1.0,3.0
123,123,123,124,7.5,35.07,87.32,33.0,1997-11-08T10:02:55.680003Z,0,1,0,1,2.2,-999.0,inf,-999.0,-999,-999.0,-1,-1,1.0,0,0,0,0,0.0,0.0,0.0,0.0,5.3,-0.0,0.0,177.9619193749907,248.30743700128235,-1.0,1.0
124,124,124,125,7.5,-12.41,166.38,33.0,1980-07-08T23:19:23.520005Z,0,0,0,0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-1,-1,3.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.30743700128235,1.0,3.0
125,125,125,126,7.5,15.32,-89.1,5.0,1976-02-04T09:01:43.680005Z,0,0,0,0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-1,-1,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.30743700128235,1.0,1.0
126,126,126,127,7.5,-8.15,124.87,10.0,2004-11-11T21:26:38.400001Z,1,8,1,10,2.1,-999.0,0.5099666609298505,1.9000000000000004,-999,inf,1,1,3.0,0,1,0,1,5.6,1700092.800003,5.6,1700092.800003,5.4,0.0,6.970724065846551,54.25591747471348,248.30743700128235,1.0,3.0
127,127,127,128,7.5,6.03,124.25,31.0,2002-03-05T21:16:07.679996Z,0,4,0,6,1.7000000000000002,-999.0,1.8277358922211395,-999.0,-999,-999.0,1,1,3.0,1,0,3,0,0.0,0.0,0.0,0.0,5.8,79427.520006,0.0,85.28152106473706,248.30743700128235,1.0,3.0
128,128,128,129,7.5,1.17,122.76,33.0,1991-06-20T05:18:48.960003Z,0,2,0,5,2.1,-999.0,11.841326225181504,-999.0,-999,-999.0,1,-1,0.0,0,0,1,0,0.0,0.0,0.0,0.0,6.6,125919.359996,0.0,55.35606710177047,248.30743700128235,1.0,3.0
129,129,129,130,7.5,-21.95,169.43,10.0,2018-12-05T04:18:11.519997Z,7,13,7,17,0.7999999999999998,-999.0,0.7165179432629567,1.7999999999999998,-999,0.406402582398084,1,1,2.0,2,2,4,2,5.7,-40919.040002,5.7,-40919.040002,6.7,-234567.359992,223.13294870054273,76.66906981796424,248.30743700128235,-1.0,2.0
130,130,130,131,7.5,14.1,92.89,4.7,2009-08-10T19:55:37.920003Z,0,2,0,2,1.5999999999999996,-999.0,1.3992863639937716,-999.0,-999,-999.0,-1,-1,2.0,1,0,1,0,0.0,0.0,0.0,0.0,5.9,0.0,0.0,20.959295464329177,248.30743700128235,-1.0,2.0
