,Unnamed: 0.1,Unnamed: 0,cid,m0,lat0,lon0,depth0,ot0,nf,na,nf_all,na_all,dm_a,b_a,rate_a,dm_f,b_f,rate_f,c_type,c_type60,fstyle_m,na_apr,nf_apr,na_all_apr,nf_all_apr,MmaxFS,dtmaxFS,MmaxFS60,dtmaxFS60,MmaxAS,dtmaxAS,RmaxFS,RmaxAS,Rpred,InterIntra,fstyle
200,200,200,201,7.3,3.75,96.02,38.0,2010-05-09T05:59:42.719999Z,0,0,0,0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-1,-1,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.28945197042378,-1.0,3.0
201,201,201,202,7.3,-9.97,160.73,33.0,1977-04-21T04:24:05.759998Z,3,2,3,3,1.2999999999999998,-999.0,0.0692883051733053,0.0999999999999996,-999,119.99999988824128,4,4,3.0,2,3,3,3,7.2,16873.920002,7.2,16873.920002,6.1,-16493.759994,47.54745825769797,118.26946815897311,182.28945197042378,1.0,3.0
202,202,202,203,7.3,38.44,142.84,32.0,2011-03-09T02:45:18.719998Z,0,0,0,0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-1,-1,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.28945197042378,1.0,3.0
203,203,203,204,7.3,-4.0,135.02,10.0,2004-02-07T02:42:34.559996Z,3,8,3,8,0.5999999999999996,-999.0,2.1749177609052044,0.2999999999999998,-999,3.806623524908193,0,0,1.0,6,2,6,2,7.0,106652.159997,7.0,106652.159997,6.7,-105494.399992,77.75183333492924,117.86879909297058,182.28945197042378,-1.0,1.0
204,204,204,205,7.3,-25.86,-175.41,33.0,1977-10-10T11:53:57.120003Z,0,0,0,0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-1,-1,2.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.28945197042378,-1.0,2.0
205,205,205,206,7.3,34.18,-116.51,5.0,1992-06-28T11:57:33.119998Z,0,5,0,5,0.7999999999999998,-999.0,0.4787712813786158,-999.0,-999,-999.0,1,1,1.0,4,0,4,0,0.0,0.0,0.0,0.0,6.5,-0.0,0.0,40.03663245942659,182.28945197042378,1.0,1.0
206,206,206,207,7.3,16.84,-98.6,21.0,1995-09-14T14:04:33.599998Z,0,0,0,1,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-1,-1,0.0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.28945197042378,1.0,3.0
207,207,207,208,7.3,-19.7,167.94,16.0,2010-12-25T13:16:36.479997Z,0,29,0,32,0.3999999999999994,-999.0,1.4403067356696408,-999.0,-999,-999.0,5,5,2.0,14,0,14,0,0.0,0.0,0.0,0.0,6.9,1314273.600008,0.0,122.77006360763241,182.28945197042378,-1.0,2.0
208,208,208,209,7.3,-15.19,-173.59,31.0,1995-04-07T22:06:57.600005Z,0,4,0,5,1.7000000000000002,-999.0,0.1477694205959533,-999.0,-999,-999.0,1,1,0.0,4,0,5,0,0.0,0.0,0.0,0.0,6.0,2397677.759998,0.0,89.85771171563701,182.28945197042378,-1.0,3.0
209,209,209,210,7.3,-4.68,102.56,36.0,2001-02-13T19:28:33.599996Z,5,5,5,8,1.5999999999999996,-999.0,0.2204138490437358,0.5,-999,0.3753443784655747,1,1,3.0,3,4,4,4,6.8,2441007.36,6.8,2441007.36,5.7,-1315223.999993,157.5790841759012,116.6494349152394,182.28945197042378,-1.0,3.0
210,210,210,211,7.3,52.07,-171.84,52.0,2011-06-24T03:09:38.880002Z,0,5,0,6,1.5,-999.0,7.157171485794452,-999.0,-999,-999.0,1,1,0.0,4,0,5,0,0.0,0.0,0.0,0.0,5.8,0.0,0.0,49.98329792341499,182.28945197042378,-1.0,2.0
211,211,211,212,7.3,7.41,-78.13,3.0,1976-07-11T20:41:51.359999Z,1,0,1,0,-999.0,-999.0,-999.0,0.5,-999,inf,-1,-1,1.0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.28945197042378,1.0,1.0
212,212,212,213,7.3,12.14,-88.59,28.0,2012-08-27T04:37:20.639996Z,2,4,2,6,1.9,-999.0,0.4113745050665852,1.9,-999,0.344560254976413,1,1,0.0,2,1,3,1,5.4,967887.359996,5.4,967887.359996,5.5,101779.200006,130.95242406799622,57.47470462205191,182.28945197042378,1.0,3.0
213,213,213,214,7.2,28.82,34.86,10.0,1995-11-22T04:15:10.080003Z,0,2,0,2,1.5,-999.0,2.419257288082896,-999.0,-999,-999.0,-1,-1,0.0,2,0,2,0,0.0,0.0,0.0,0.0,5.7,64903.679995,0.0,52.39605450113634,156.1879214416901,1.0,1.0
214,214,214,215,7.2,40.76,31.16,10.0,1999-11-12T16:57:21.599998Z,1,0,1,0,-999.0,-999.0,-999.0,1.6000000000000003,-999,inf,-1,-1,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.1879214416901,1.0,1.0
215,215,215,216,7.2,-17.9,-172.29,33.0,1987-10-06T04:19:12.000004Z,0,0,0,0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-1,-1,2.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.1879214416901,-1.0,2.0
216,216,216,217,7.2,-6.06,147.59,50.0,1992-05-15T07:05:05.280004Z,1,3,1,4,1.2000000000000002,-999.0,0.1691331923896723,2.0,-999,inf,1,1,3.0,2,1,3,1,5.2,990679.680002,5.2,990679.680002,6.0,-0.0,116.21954500206314,57.72061959374819,156.1879214416901,1.0,3.0
217,217,217,218,7.2,42.08,73.56,22.0,1992-08-19T02:04:33.599998Z,0,0,0,0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-1,-1,3.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.1879214416901,-1.0,3.0
218,218,218,219,7.2,-6.51,130.39,33.0,1992-12-20T20:52:39.360004Z,0,0,0,0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-1,-1,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.1879214416901,-1.0,0.0
219,219,219,220,7.2,-2.49,99.97,25.0,2008-02-25T08:36:31.679998Z,7,5,7,5,0.5,-999.0,0.2474279860841893,0.7000000000000002,-999,0.5576267405935627,1,1,0.0,4,7,4,7,6.5,64212.480002,6.5,64212.480002,6.7,-525994.559993,149.41482658674056,133.576399425587,156.1879214416901,1.0,3.0
220,220,220,221,7.2,7.17,126.86,33.0,1992-05-17T10:15:27.360004Z,1,1,1,2,2.0,-999.0,inf,0.1000000000000005,-999,inf,2,-1,3.0,1,1,2,1,7.1,1572.480005,7.1,1572.480005,5.3,-0.0,15.733866609322943,59.52924417085287,156.1879214416901,1.0,3.0
221,221,221,222,7.2,-22.48,173.12,16.4,2016-08-12T01:26:32.640000Z,0,10,0,10,1.7000000000000002,-999.0,0.5675368898979933,-999.0,-999,-999.0,1,1,1.0,4,0,4,0,0.0,0.0,0.0,0.0,5.5,572313.599996,0.0,76.0555082848798,156.1879214416901,1.0,1.0
222,222,222,223,7.2,37.89,144.09,36.1,2012-12-07T08:18:23.039997Z,1,3,1,3,1.0,-999.0,1.712231037000673,2.2,-999,inf,2,2,2.0,3,0,3,0,5.0,592522.559995,5.0,592522.559995,6.2,-592522.559995,153.63258984462036,44.54213470080445,156.1879214416901,1.0,3.0
223,223,223,224,7.2,13.42,124.6,21.0,1988-02-24T03:51:59.040002Z,0,1,0,2,1.6000000000000003,-999.0,inf,-999.0,-999,-999.0,-1,-1,3.0,1,0,2,0,0.0,0.0,0.0,0.0,5.6,-0.0,0.0,38.24332496642166,156.1879214416901,1.0,3.0
224,224,224,225,7.2,37.89,144.09,36.1,2012-12-07T08:18:23.039997Z,0,0,0,0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-1,-1,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.1879214416901,1.0,3.0
225,225,225,226,7.2,-16.62,167.51,33.0,1994-07-13T02:35:57.119997Z,1,12,1,12,0.6000000000000005,-999.0,0.4217362882986671,1.9000000000000004,-999,inf,1,1,0.0,11,1,11,1,5.3,7845.120001,5.3,7845.120001,6.6,-7845.120001,6.162385101212364,130.63774095037402,156.1879214416901,-1.0,3.0
226,226,226,227,7.2,41.3,-125.97,10.0,2005-06-15T02:50:55.679999Z,0,1,0,1,0.6000000000000005,-999.0,inf,-999.0,-999,-999.0,-1,-1,1.0,1,0,1,0,0.0,0.0,0.0,0.0,6.6,-0.0,0.0,77.52071291593784,156.1879214416901,-1.0,1.0
227,227,227,228,7.2,51.36,-179.52,29.4,2007-12-19T09:30:23.040001Z,1,5,1,5,0.9000000000000004,-999.0,0.1679232926399851,2.0,-999,inf,1,1,3.0,3,1,3,1,5.2,174424.319997,5.2,174424.319997,6.3,19275.839995,66.81472733527946,58.84223193245125,156.1879214416901,1.0,3.0
228,228,228,229,7.2,-9.89,160.35,19.0,1977-04-20T23:42:51.839996Z,0,0,0,0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-1,-1,3.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.1879214416901,1.0,3.0
229,229,229,230,7.2,38.28,142.04,36.0,2005-08-16T02:46:27.840002Z,0,3,0,3,1.2000000000000002,-999.0,0.473926162311053,-999.0,-999,-999.0,1,1,3.0,2,0,2,0,0.0,0.0,0.0,0.0,6.0,848551.68,0.0,108.42354516253378,156.1879214416901,1.0,3.0
230,230,230,231,7.2,2.82,96.08,30.0,2002-11-02T01:26:06.720004Z,0,3,0,3,0.9000000000000004,-999.0,0.1080532053982236,-999.0,-999,-999.0,1,1,3.0,3,0,3,0,0.0,0.0,0.0,0.0,6.3,-0.0,0.0,37.350128684671944,156.1879214416901,1.0,3.0
231,231,231,232,7.2,-51.16,160.44,10.0,1982-07-07T10:43:06.240002Z,0,1,0,1,1.7000000000000002,-999.0,inf,-999.0,-999,-999.0,-1,-1,1.0,1,0,1,0,0.0,0.0,0.0,0.0,5.5,-0.0,0.0,52.52936022818521,156.1879214416901,1.0,1.0
232,232,232,233,7.2,-5.58,151.08,30.0,1985-05-10T15:35:51.359997Z,0,2,0,2,1.7999999999999998,-999.0,0.1151178519001985,-999.0,-999,-999.0,-1,-1,1.0,2,0,2,0,0.0,0.0,0.0,0.0,5.4,595451.519998,0.0,98.81816204937273,156.1879214416901,-1.0,1.0
233,233,233,234,7.2,4.7,-77.51,15.0,2004-11-15T09:06:54.719999Z,0,0,0,0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-1,-1,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.1879214416901,1.0,3.0
234,234,234,235,7.2,-4.46,152.82,41.0,1985-07-03T04:36:54.720000Z,0,3,0,6,1.2999999999999998,-999.0,0.2247746634000325,-999.0,-999,-999.0,1,1,3.0,3,0,6,0,0.0,0.0,0.0,0.0,5.9,1005471.36,0.0,84.46786431460225,156.1879214416901,1.0,3.0
235,235,235,236,7.2,22.28,121.51,17.0,1978-07-23T14:42:34.559996Z,0,1,0,1,1.7999999999999998,-999.0,inf,-999.0,-999,-999.0,-1,-1,3.0,1,0,1,0,0.0,0.0,0.0,0.0,5.4,0.0,0.0,136.9085851382219,156.1879214416901,1.0,3.0
236,236,236,237,7.2,15.77,119.74,33.0,1999-12-11T18:03:35.999995Z,0,1,0,1,1.0,-999.0,inf,-999.0,-999,-999.0,-1,-1,0.0,1,0,1,0,0.0,0.0,0.0,0.0,6.2,0.0,0.0,45.16910483206689,156.1879214416901,-1.0,2.0
237,237,237,238,7.2,16.77,122.33,37.0,1977-03-18T21:43:55.199999Z,0,1,0,2,1.1000000000000003,-999.0,inf,-999.0,-999,-999.0,-1,-1,3.0,1,0,2,0,0.0,0.0,0.0,0.0,6.1,0.0,0.0,152.28627379017746,156.1879214416901,1.0,3.0
238,238,238,239,7.2,55.1,164.7,16.6,2018-12-20T17:01:58.080001Z,0,8,0,8,1.1000000000000003,-999.0,0.6053268765126347,-999.0,-999,-999.0,1,1,1.0,4,0,4,0,0.0,0.0,0.0,0.0,6.1,322781.759997,0.0,64.20355629580669,156.1879214416901,-1.0,1.0
239,239,239,240,7.2,-45.1,167.14,28.0,2003-08-21T12:12:48.960001Z,0,2,0,3,1.7000000000000002,-999.0,0.2391200382608302,-999.0,-999,-999.0,1,-1,3.0,2,0,3,0,0.0,0.0,0.0,0.0,5.6,1196873.279994,0.0,45.34094431740885,156.1879214416901,1.0,3.0
240,240,240,241,7.2,-6.52,155.0,44.0,1996-04-29T14:40:42.239995Z,4,12,4,12,0.9000000000000004,-999.0,1.0471661067239344,1.2999999999999998,-999,0.4062150908926628,1,1,3.0,12,4,12,4,5.9,1454086.08,5.9,1454086.08,6.3,215516.160007,68.86992808854221,93.15206557276652,156.1879214416901,1.0,3.0
241,241,241,242,7.2,6.91,92.96,39.2,2004-12-26T04:21:30.240001Z,0,0,0,0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-1,-1,3.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.1879214416901,1.0,3.0
242,242,242,243,7.2,30.01,57.79,33.0,1981-07-28T17:22:24.959998Z,0,0,0,0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-1,-1,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.1879214416901,-1.0,3.0
243,243,243,244,7.2,16.42,-97.96,22.0,2018-02-16T23:39:41.759997Z,0,3,0,4,1.2000000000000002,-999.0,1.325088339242238,-999.0,-999,-999.0,1,1,0.0,3,0,4,0,0.0,0.0,0.0,0.0,6.0,-0.0,0.0,55.787218010115765,156.1879214416901,1.0,3.0
244,244,244,245,7.2,2.43,93.21,19.0,2012-01-10T18:37:00.480000Z,0,2,0,2,2.0,-999.0,0.1256628716483429,-999.0,-999,-999.0,-1,-1,1.0,1,0,1,0,0.0,0.0,0.0,0.0,5.2,62346.240004,0.0,39.48686780861985,156.1879214416901,-1.0,1.0
245,245,245,246,7.2,14.73,-92.68,34.0,1993-09-10T19:12:51.839996Z,5,6,5,7,0.7999999999999998,-999.0,0.7276961141023233,0.5,-999,0.6531934628336886,1,1,3.0,6,5,7,5,6.7,628672.319992,6.7,628672.319992,6.4,-838.079994,36.957576124104456,87.76600025205548,156.1879214416901,1.0,3.0
246,246,246,247,7.2,32.3,-115.27,6.0,2010-04-04T22:40:39.360000Z,0,3,0,5,1.7999999999999998,-999.0,0.928993899604904,-999.0,-999,-999.0,1,1,1.0,1,0,1,0,0.0,0.0,0.0,0.0,5.4,53550.719999,0.0,65.27446557117342,156.1879214416901,1.0,1.0
247,247,247,248,7.2,18.01,-102.11,33.0,1981-10-25T03:22:19.199998Z,0,0,0,0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-1,-1,3.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.1879214416901,1.0,3.0
248,248,248,249,7.2,-17.6,167.86,21.0,2002-01-02T17:22:50.880005Z,1,14,1,15,0.6000000000000005,-999.0,0.5081964832808786,1.1000000000000003,-999,inf,1,1,0.0,13,1,14,1,6.1,1830574.080004,6.1,1830574.080004,6.6,-1830574.080004,47.96419987330358,99.86836823878534,156.1879214416901,1.0,3.0
249,249,249,250,7.2,44.92,149.12,41.0,1976-01-21T10:05:22.559995Z,0,0,0,0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-1,-1,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.1879214416901,1.0,3.0
250,250,250,251,7.2,33.07,136.62,14.0,2004-09-05T10:07:06.240000Z,0,0,0,0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-1,-1,3.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.1879214416901,-1.0,3.0
251,251,251,252,7.2,40.37,-124.32,15.0,1992-04-25T18:06:02.879997Z,0,2,0,3,0.6000000000000005,-999.0,13.28903654583732,-999.0,-999,-999.0,1,-1,0.0,2,0,3,0,0.0,0.0,0.0,0.0,6.6,48936.960001,0.0,24.36264703254644,156.1879214416901,1.0,3.0
252,252,252,253,7.2,-24.77,-70.37,33.0,1988-02-05T14:01:06.239998Z,2,3,2,4,0.9000000000000004,-999.0,0.3000030000283965,0.2000000000000001,-999,1.5229972584988676,2,2,3.0,3,2,4,2,7.0,1492240.320002,7.0,1492240.320002,6.3,-1492240.320002,31.291589384864842,63.64864362262499,156.1879214416901,1.0,3.0
253,253,253,254,7.2,33.83,59.81,10.0,1997-05-10T07:57:30.240003Z,0,0,0,2,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-1,-1,1.0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.1879214416901,-1.0,1.0
254,254,254,255,7.2,7.92,92.19,16.0,2005-07-24T15:42:02.879999Z,0,7,0,9,1.6000000000000003,-999.0,0.7075424020094802,-999.0,-999,-999.0,1,1,1.0,5,0,7,0,0.0,0.0,0.0,0.0,5.6,38111.040005,0.0,143.59642575201423,156.1879214416901,-1.0,1.0
255,255,255,256,7.2,4.56,-77.49,21.0,1991-11-19T22:28:50.879997Z,0,1,0,1,2.0,-999.0,inf,-999.0,-999,-999.0,-1,-1,0.0,1,0,1,0,0.0,0.0,0.0,0.0,5.2,0.0,0.0,20.052040578819838,156.1879214416901,1.0,3.0
256,256,256,257,7.2,-22.67,171.36,38.0,1980-03-08T22:12:08.639999Z,1,0,1,1,-999.0,-999.0,-999.0,0.9000000000000004,-999,inf,-1,-1,0.0,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.1879214416901,1.0,3.0
257,257,257,258,7.2,-0.59,128.03,19.4,2019-07-14T09:10:47.999995Z,0,2,0,2,1.9000000000000004,-999.0,0.9164642807617116,-999.0,-999,-999.0,-1,-1,1.0,1,0,1,0,0.0,0.0,0.0,0.0,5.3,-0.0,0.0,94.01338159136296,156.1879214416901,1.0,1.0
258,258,258,259,7.2,-9.05,158.49,33.0,1991-10-14T15:58:10.560005Z,1,2,1,2,1.7000000000000002,-999.0,0.0696531620795131,1.7000000000000002,-999,inf,1,1,3.0,2,1,2,1,5.5,1579400.640008,5.5,1579400.640008,5.5,-0.0,30.77146022750785,18.43533903648165,156.1879214416901,1.0,3.0
259,259,259,260,7.2,28.78,63.94,68.0,2011-01-18T20:23:25.439996Z,0,0,0,0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-1,-1,2.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.1879214416901,-1.0,2.0
260,260,260,261,7.2,51.48,-176.85,26.0,1996-06-10T15:24:54.719996Z,0,0,0,0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-1,-1,3.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.1879214416901,1.0,3.0
261,261,261,262,7.2,-59.43,-20.51,33.0,1977-08-26T19:50:00.960002Z,0,1,0,1,1.4000000000000004,-999.0,inf,-999.0,-999,-999.0,-1,-1,1.0,1,0,1,0,0.0,0.0,0.0,0.0,5.8,-0.0,0.0,45.31801885596321,156.1879214416901,-1.0,1.0
262,262,262,263,7.2,27.81,86.07,15.0,2015-05-12T07:05:22.559995Z,0,0,0,0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-1,-1,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.1879214416901,1.0,3.0
263,263,263,264,7.2,38.23,72.75,33.0,2015-12-07T07:50:09.599997Z,0,0,0,0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-1,-1,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.1879214416901,-1.0,1.0
264,264,264,265,7.2,-13.7,166.64,31.0,2010-05-27T17:14:47.040002Z,0,7,0,9,1.1000000000000003,-999.0,1.1826721632793544,-999.0,-999,-999.0,1,1,3.0,4,0,5,0,0.0,0.0,0.0,0.0,6.3,524180.159998,0.0,39.06499445006017,156.1879214416901,1.0,3.0
265,265,265,266,7.2,-11.61,165.76,35.0,2007-09-02T01:05:13.920000Z,3,12,3,13,0.9000000000000004,-999.0,0.5359846708381643,1.2000000000000002,-999,0.1613666681008252,1,1,3.0,6,1,6,1,6.0,1774794.24,6.0,1774794.24,6.3,-1774794.24,61.1936040822102,69.31641286744987,156.1879214416901,1.0,3.0
266,266,266,267,7.1,-18.36,168.14,32.0,2011-08-20T16:55:03.360001Z,1,17,1,17,0.0999999999999996,-999.0,0.7634616248262311,1.7999999999999998,-999,inf,2,2,3.0,13,1,13,1,5.3,25488.000004,5.3,25488.000004,7.0,0.0,19.02646610750488,109.18975797243297,133.82379803431266,1.0,3.0
267,267,267,268,7.1,58.82,-143.21,10.0,1987-11-17T08:46:53.759998Z,0,0,0,0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-1,-1,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.82379803431266,-1.0,1.0
268,268,268,269,7.1,11.33,122.17,15.0,1990-06-14T07:40:56.640001Z,0,1,0,2,1.6999999999999993,-999.0,inf,-999.0,-999,-999.0,-1,-1,1.0,1,0,2,0,0.0,0.0,0.0,0.0,5.6,51347.52,0.0,22.84850933088656,133.82379803431266,-1.0,1.0
269,269,269,270,7.1,-8.8,157.35,25.0,2010-01-03T22:36:28.800003Z,1,17,1,17,0.2999999999999998,-999.0,0.8326231547587352,0.5,-999,inf,5,5,3.0,13,1,13,1,6.6,2903.040007,6.6,2903.040007,6.8,56877.120001,15.772347429457605,105.13366407665646,133.82379803431266,1.0,3.0
270,270,270,271,7.1,53.47,169.93,32.0,1990-11-06T20:14:29.760001Z,0,0,0,0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-1,-1,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.82379803431266,1.0,3.0
