,m0,lat0,lon0,depth0,ot0,nf,na,nf_all,na_all,c_type,c_type60,fstyle_m,na_apr,nf_apr,na_all_apr,nf_all_apr
172,7.4,-13.09,166.5,31.1,2009-10-07T23:13:46.560004Z,0,0,0,0,-1,-1,3.0,0,0,0,0
173,7.4,6.9,126.58,33.0,2001-01-01T06:57:01.440002Z,1,6,1,7,1,1,3.0,4,0,5,0
174,7.4,22.31,125.31,33.0,1998-05-03T23:30:20.159996Z,0,3,0,3,1,1,1.0,0,0,0,0
175,7.4,13.96,-91.85,24.0,2012-11-07T16:35:45.599996Z,2,11,2,15,1,1,3.0,4,1,5,1
176,7.4,33.18,137.07,10.0,2004-09-05T14:57:15.839997Z,1,7,1,7,2,2,3.0,6,1,6,1
177,7.3,-22.01,169.77,10.0,2003-12-27T16:01:03.360003Z,7,25,7,27,5,5,3.0,18,7,18,7
178,7.3,43.9,147.9,23.0,1994-10-09T07:55:37.920003Z,0,0,0,0,-1,-1,3.0,0,0,0,0
179,7.3,-20.07,168.89,33.0,2008-04-09T12:46:13.439996Z,5,21,5,23,1,1,3.0,15,3,16,3
180,7.3,-6.25,149.09,24.0,1987-10-16T20:48:02.880001Z,1,1,1,2,1,-1,3.0,1,0,2,0
181,7.3,-30.64,-178.1,46.0,2019-06-15T22:55:03.360001Z,1,31,1,35,1,1,3.0,15,1,16,1
182,7.3,17.4,-100.96,24.0,2014-04-18T14:27:27.359998Z,0,3,0,4,1,1,3.0,2,0,2,0
183,7.3,41.12,-124.25,19.0,1980-11-08T10:27:33.119998Z,0,0,0,0,-1,-1,1.0,0,0,0,0
184,7.3,-60.86,-25.07,11.0,2013-07-15T14:03:41.759995Z,0,1,0,2,-1,-1,1.0,0,0,0,0
185,7.3,-17.54,168.07,25.0,2010-08-10T05:23:42.719997Z,0,11,0,13,1,1,3.0,5,0,5,0
186,7.3,-16.7,-172.1,33.0,1977-04-02T07:15:18.719998Z,0,0,0,0,-1,-1,0.0,0,0,0,0
187,7.3,12.53,-88.12,40.0,2014-10-14T03:51:33.119996Z,1,0,1,0,-1,-1,2.0,0,1,0,1
188,7.3,-46.68,165.71,33.0,1979-10-12T10:25:23.519997Z,0,0,0,0,-1,-1,0.0,0,0,0,0
189,7.3,23.96,121.82,33.0,1986-11-14T21:20:00.960002Z,0,1,0,2,-1,-1,3.0,1,0,2,0
190,7.3,2.77,95.96,26.0,2008-02-20T08:08:26.880004Z,0,1,0,2,-1,-1,0.0,1,0,2,0
191,7.3,-5.94,147.79,34.0,1987-02-08T18:33:59.039996Z,1,11,1,14,1,1,1.0,11,1,14,1
192,7.3,50.04,87.81,16.0,2003-09-27T11:33:21.599999Z,0,6,0,8,1,1,1.0,2,0,2,0
193,7.3,1.27,122.09,30.0,2008-11-16T17:02:32.640002Z,0,0,0,1,-1,-1,3.0,0,0,0,0
194,7.3,-5.93,150.59,35.0,2010-07-18T13:35:02.399999Z,2,13,2,15,3,3,3.0,7,2,8,2
195,7.3,41.77,143.59,33.0,2003-09-25T21:08:03.840003Z,0,0,0,0,-1,-1,3.0,0,0,0,0
196,7.3,9.89,-84.89,19.0,1990-03-25T13:22:56.639995Z,0,1,0,1,-1,-1,0.0,1,0,1,0
197,7.3,-28.61,-177.64,59.0,1976-01-01T01:29:42.719999Z,0,0,0,0,-1,-1,3.0,0,0,0,0
198,7.3,16.72,-86.23,10.0,2009-05-28T08:24:43.199995Z,0,4,0,5,1,1,0.0,1,0,1,0
199,7.3,-10.49,160.77,33.0,2003-01-20T08:43:09.119997Z,2,1,2,2,1,1,0.0,0,1,0,1
200,7.3,3.75,96.02,38.0,2010-05-09T05:59:42.719999Z,0,0,0,0,-1,-1,0.0,0,0,0,0
201,7.3,-9.97,160.73,33.0,1977-04-21T04:24:05.759998Z,3,2,3,3,4,4,3.0,2,3,3,3
202,7.3,38.44,142.84,32.0,2011-03-09T02:45:18.719998Z,0,0,0,0,-1,-1,0.0,0,0,0,0
203,7.3,-4.0,135.02,10.0,2004-02-07T02:42:34.559996Z,3,8,3,8,0,0,1.0,6,2,6,2
204,7.3,-25.86,-175.41,33.0,1977-10-10T11:53:57.120003Z,0,0,0,0,-1,-1,2.0,0,0,0,0
205,7.3,34.18,-116.51,5.0,1992-06-28T11:57:33.119998Z,0,5,0,5,1,1,1.0,4,0,4,0
206,7.3,16.84,-98.6,21.0,1995-09-14T14:04:33.599998Z,0,0,0,1,-1,-1,0.0,0,0,1,0
207,7.3,-19.7,167.94,16.0,2010-12-25T13:16:36.479997Z,0,29,0,32,5,5,2.0,14,0,14,0
208,7.3,-15.19,-173.59,31.0,1995-04-07T22:06:57.600005Z,0,4,0,5,1,1,0.0,4,0,5,0
209,7.3,-4.68,102.56,36.0,2001-02-13T19:28:33.599996Z,5,5,5,8,1,1,3.0,3,4,4,4
210,7.3,52.07,-171.84,52.0,2011-06-24T03:09:38.880002Z,0,5,0,6,1,1,0.0,4,0,5,0
211,7.3,7.41,-78.13,3.0,1976-07-11T20:41:51.359999Z,1,0,1,0,-1,-1,1.0,0,1,0,1
212,7.3,12.14,-88.59,28.0,2012-08-27T04:37:20.639996Z,2,4,2,6,1,1,0.0,2,1,3,1
213,7.2,28.82,34.86,10.0,1995-11-22T04:15:10.080003Z,0,2,0,2,-1,-1,0.0,2,0,2,0
214,7.2,40.76,31.16,10.0,1999-11-12T16:57:21.599998Z,1,0,1,0,-1,-1,0.0,0,1,0,1
215,7.2,-17.9,-172.29,33.0,1987-10-06T04:19:12.000004Z,0,0,0,0,-1,-1,2.0,0,0,0,0
216,7.2,-6.06,147.59,50.0,1992-05-15T07:05:05.280004Z,1,3,1,4,1,1,3.0,2,1,3,1
217,7.2,42.08,73.56,22.0,1992-08-19T02:04:33.599998Z,0,0,0,0,-1,-1,3.0,0,0,0,0
218,7.2,-6.51,130.39,33.0,1992-12-20T20:52:39.360004Z,0,0,0,0,-1,-1,0.0,0,0,0,0
219,7.2,-2.49,99.97,25.0,2008-02-25T08:36:31.679998Z,7,5,7,5,1,1,0.0,4,7,4,7
220,7.2,7.17,126.86,33.0,1992-05-17T10:15:27.360004Z,1,1,1,2,2,-1,3.0,1,1,2,1
221,7.2,-22.48,173.12,16.4,2016-08-12T01:26:32.640000Z,0,10,0,10,1,1,1.0,4,0,4,0
222,7.2,37.89,144.09,36.1,2012-12-07T08:18:23.039997Z,1,3,1,3,2,2,2.0,3,0,3,0
223,7.2,13.42,124.6,21.0,1988-02-24T03:51:59.040002Z,0,1,0,2,-1,-1,3.0,1,0,2,0
224,7.2,37.89,144.09,36.1,2012-12-07T08:18:23.039997Z,0,0,0,0,-1,-1,0.0,0,0,0,0
225,7.2,-16.62,167.51,33.0,1994-07-13T02:35:57.119997Z,1,12,1,12,1,1,0.0,11,1,11,1
226,7.2,41.3,-125.97,10.0,2005-06-15T02:50:55.679999Z,0,1,0,1,-1,-1,1.0,1,0,1,0
227,7.2,51.36,-179.52,29.4,2007-12-19T09:30:23.040001Z,1,5,1,5,1,1,3.0,3,1,3,1
228,7.2,-9.89,160.35,19.0,1977-04-20T23:42:51.839996Z,0,0,0,0,-1,-1,3.0,0,0,0,0
229,7.2,38.28,142.04,36.0,2005-08-16T02:46:27.840002Z,0,3,0,3,1,1,3.0,2,0,2,0
230,7.2,2.82,96.08,30.0,2002-11-02T01:26:06.720004Z,0,3,0,3,1,1,3.0,3,0,3,0
231,7.2,-51.16,160.44,10.0,1982-07-07T10:43:06.240002Z,0,1,0,1,-1,-1,1.0,1,0,1,0
232,7.2,-5.58,151.08,30.0,1985-05-10T15:35:51.359997Z,0,2,0,2,-1,-1,1.0,2,0,2,0
233,7.2,4.7,-77.51,15.0,2004-11-15T09:06:54.719999Z,0,0,0,0,-1,-1,0.0,0,0,0,0
234,7.2,-4.46,152.82,41.0,1985-07-03T04:36:54.720000Z,0,3,0,6,1,1,3.0,3,0,6,0
235,7.2,22.28,121.51,17.0,1978-07-23T14:42:34.559996Z,0,1,0,1,-1,-1,3.0,1,0,1,0
236,7.2,15.77,119.74,33.0,1999-12-11T18:03:35.999995Z,0,1,0,1,-1,-1,0.0,1,0,1,0
237,7.2,16.77,122.33,37.0,1977-03-18T21:43:55.199999Z,0,1,0,2,-1,-1,3.0,1,0,2,0
238,7.2,55.1,164.7,16.6,2018-12-20T17:01:58.080001Z,0,8,0,8,1,1,1.0,4,0,4,0
239,7.2,-45.1,167.14,28.0,2003-08-21T12:12:48.960001Z,0,2,0,3,1,-1,3.0,2,0,3,0
240,7.2,-6.52,155.0,44.0,1996-04-29T14:40:42.239995Z,4,12,4,12,1,1,3.0,12,4,12,4
241,7.2,6.91,92.96,39.2,2004-12-26T04:21:30.240001Z,0,0,0,0,-1,-1,3.0,0,0,0,0
242,7.2,30.01,57.79,33.0,1981-07-28T17:22:24.959998Z,0,0,0,0,-1,-1,0.0,0,0,0,0
243,7.2,16.42,-97.96,22.0,2018-02-16T23:39:41.759997Z,0,3,0,4,1,1,0.0,3,0,4,0
244,7.2,2.43,93.21,19.0,2012-01-10T18:37:00.480000Z,0,2,0,2,-1,-1,1.0,1,0,1,0
245,7.2,14.73,-92.68,34.0,1993-09-10T19:12:51.839996Z,5,6,5,7,1,1,3.0,6,5,7,5
246,7.2,32.3,-115.27,6.0,2010-04-04T22:40:39.360000Z,0,3,0,5,1,1,1.0,1,0,1,0
247,7.2,18.01,-102.11,33.0,1981-10-25T03:22:19.199998Z,0,0,0,0,-1,-1,3.0,0,0,0,0
248,7.2,-17.6,167.86,21.0,2002-01-02T17:22:50.880005Z,1,14,1,15,1,1,0.0,13,1,14,1
249,7.2,44.92,149.12,41.0,1976-01-21T10:05:22.559995Z,0,0,0,0,-1,-1,0.0,0,0,0,0
250,7.2,33.07,136.62,14.0,2004-09-05T10:07:06.240000Z,0,0,0,0,-1,-1,3.0,0,0,0,0
251,7.2,40.37,-124.32,15.0,1992-04-25T18:06:02.879997Z,0,2,0,3,1,-1,0.0,2,0,3,0
252,7.2,-24.77,-70.37,33.0,1988-02-05T14:01:06.239998Z,2,3,2,4,2,2,3.0,3,2,4,2
253,7.2,33.83,59.81,10.0,1997-05-10T07:57:30.240003Z,0,0,0,2,-1,-1,1.0,0,0,1,0
254,7.2,7.92,92.19,16.0,2005-07-24T15:42:02.879999Z,0,7,0,9,1,1,1.0,5,0,7,0
255,7.2,4.56,-77.49,21.0,1991-11-19T22:28:50.879997Z,0,1,0,1,-1,-1,0.0,1,0,1,0
256,7.2,-22.67,171.36,38.0,1980-03-08T22:12:08.639999Z,1,0,1,1,-1,-1,0.0,0,1,1,1
257,7.2,-0.59,128.03,19.4,2019-07-14T09:10:47.999995Z,0,2,0,2,-1,-1,1.0,1,0,1,0
258,7.2,-9.05,158.49,33.0,1991-10-14T15:58:10.560005Z,1,2,1,2,1,1,3.0,2,1,2,1
259,7.2,28.78,63.94,68.0,2011-01-18T20:23:25.439996Z,0,0,0,0,-1,-1,2.0,0,0,0,0
260,7.2,51.48,-176.85,26.0,1996-06-10T15:24:54.719996Z,0,0,0,0,-1,-1,3.0,0,0,0,0
261,7.2,-59.43,-20.51,33.0,1977-08-26T19:50:00.960002Z,0,1,0,1,-1,-1,1.0,1,0,1,0
262,7.2,27.81,86.07,15.0,2015-05-12T07:05:22.559995Z,0,0,0,0,-1,-1,0.0,0,0,0,0
263,7.2,38.23,72.75,33.0,2015-12-07T07:50:09.599997Z,0,0,0,0,-1,-1,1.0,0,0,0,0
264,7.2,-13.7,166.64,31.0,2010-05-27T17:14:47.040002Z,0,7,0,9,1,1,3.0,4,0,5,0
265,7.2,-11.61,165.76,35.0,2007-09-02T01:05:13.920000Z,3,12,3,13,1,1,3.0,6,1,6,1
266,7.1,-18.36,168.14,32.0,2011-08-20T16:55:03.360001Z,1,17,1,17,2,2,3.0,13,1,13,1
267,7.1,58.82,-143.21,10.0,1987-11-17T08:46:53.759998Z,0,0,0,0,-1,-1,0.0,0,0,0,0
268,7.1,11.33,122.17,15.0,1990-06-14T07:40:56.640001Z,0,1,0,2,-1,-1,1.0,1,0,2,0
269,7.1,-8.8,157.35,25.0,2010-01-03T22:36:28.800003Z,1,17,1,17,5,5,3.0,13,1,13,1
270,7.1,53.47,169.93,32.0,1990-11-06T20:14:29.760001Z,0,0,0,0,-1,-1,0.0,0,0,0,0
271,7.1,-56.04,-25.33,33.0,1991-12-27T04:05:57.119997Z,0,2,0,2,-1,-1,2.0,2,0,2,0
272,7.1,36.2,1.35,10.0,1980-10-10T12:25:20.640002Z,0,3,0,5,1,1,3.0,3,0,5,0
273,7.1,1.62,126.42,33.0,2019-11-14T16:17:36.960005Z,1,18,1,18,1,1,3.0,15,1,15,1
274,7.1,-19.53,173.82,33.0,2000-02-25T01:43:58.080005Z,0,3,0,3,1,1,1.0,3,0,3,0
275,7.1,-1.59,135.01,13.0,1985-11-17T09:40:19.200004Z,0,2,0,2,-1,-1,1.0,2,0,2,0
276,7.1,13.53,121.09,33.0,1994-11-14T19:15:27.360004Z,0,3,0,4,1,1,1.0,2,0,3,0
277,7.1,44.69,151.15,33.0,1982-06-30T01:57:30.240003Z,0,0,0,0,-1,-1,0.0,0,0,0,0
278,7.1,-31.56,-71.43,28.4,2015-09-16T23:18:40.319998Z,0,0,0,0,-1,-1,3.0,0,0,0,0
279,7.1,13.74,124.32,26.0,1982-01-11T06:10:04.799999Z,0,1,0,2,-1,-1,0.0,1,0,2,0
280,7.1,34.59,-116.27,0.0,1999-10-16T09:46:47.999998Z,0,0,0,0,-1,-1,1.0,0,0,0,0
281,7.1,38.28,141.59,42.0,2011-04-07T14:32:47.039998Z,0,0,0,4,1,-1,3.0,0,0,3,0
282,7.1,27.92,130.34,27.0,1995-10-18T10:37:29.280001Z,0,9,0,9,0,0,2.0,8,0,8,0
283,7.1,-38.37,-73.35,24.0,2011-01-02T20:20:15.359997Z,0,0,0,4,1,-1,0.0,0,0,4,0
284,7.1,37.16,144.66,35.0,2013-10-25T17:10:19.200004Z,0,2,0,2,-1,-1,2.0,2,0,2,0
285,7.1,-8.03,155.54,33.0,1977-07-29T11:15:47.520000Z,0,0,0,0,-1,-1,0.0,0,0,0,0
286,7.1,24.28,122.18,32.8,2002-03-31T06:52:50.880005Z,0,2,0,4,1,-1,3.0,2,0,4,0
287,7.1,52.65,-31.9,16.7,2015-02-13T18:59:11.040003Z,1,1,1,1,-1,-1,1.0,0,1,0,1
288,7.1,29.98,68.21,33.0,1997-02-27T21:08:03.840003Z,0,2,0,2,-1,-1,0.0,2,0,2,0
289,7.1,-0.97,-21.86,10.0,1982-01-03T14:09:53.279998Z,0,1,0,1,-1,-1,0.0,1,0,1,0
290,7.1,12.06,125.93,23.0,1995-04-21T00:34:50.879999Z,4,18,4,23,4,4,3.0,18,4,23,4
291,7.1,-14.04,166.51,33.0,1985-12-21T01:13:17.760003Z,7,7,7,9,5,5,3.0,7,7,9,7
292,7.1,7.26,126.75,33.0,1992-05-17T09:49:14.879999Z,0,0,0,0,-1,-1,3.0,0,0,0,0
293,7.1,-37.36,179.15,19.0,2016-09-01T16:37:55.199997Z,1,9,1,10,1,1,0.0,9,1,10,1
294,7.1,-22.25,169.68,22.0,2004-01-03T16:23:22.560001Z,0,0,0,0,-1,-1,2.0,0,0,0,0
295,7.1,-37.71,178.77,59.0,1995-02-05T22:51:10.080005Z,0,14,0,14,1,1,2.0,14,0,14,0
296,7.1,-55.66,158.45,16.0,2008-04-12T00:30:14.399996Z,0,2,0,2,-1,-1,3.0,2,0,2,0
297,7.1,9.88,124.12,19.0,2013-10-15T00:12:31.680001Z,0,16,0,16,1,1,3.0,12,0,12,0
298,7.1,-34.17,-71.54,33.0,1985-04-09T01:56:55.680001Z,0,0,0,2,-1,-1,3.0,0,0,2,0
299,7.1,-15.77,-74.71,39.0,2018-01-14T09:18:43.200003Z,0,2,0,2,-1,-1,3.0,2,0,2,0
300,7.1,61.35,-149.96,46.7,2018-11-30T17:29:28.320004Z,0,2,0,4,1,-1,2.0,1,0,1,0
301,7.1,18.22,-102.76,33.0,1997-01-11T20:28:27.839996Z,0,1,0,1,-1,-1,0.0,1,0,1,0
302,7.1,35.49,81.47,10.0,2008-03-20T22:33:01.440004Z,0,7,0,7,1,1,2.0,5,0,5,0
303,7.1,-17.32,-72.4,54.0,1988-04-12T23:19:58.079997Z,0,3,0,3,1,1,0.0,3,0,3,0
304,7.1,-33.13,-73.07,32.0,1981-10-16T03:25:37.920003Z,0,0,0,0,-1,-1,3.0,0,0,0,0
305,7.1,-29.2,-177.61,33.0,1995-07-03T19:50:52.800004Z,0,4,0,5,1,1,3.0,4,0,5,0
306,7.1,12.61,125.15,33.0,1996-06-11T18:22:53.760000Z,0,4,0,6,1,1,3.0,4,0,6,0
307,7.1,-3.61,135.4,10.0,2004-11-26T02:25:00.479996Z,1,10,1,10,1,1,0.0,8,1,8,1
308,7.1,-42.81,124.69,10.0,2001-12-12T14:02:32.640002Z,0,1,0,1,-1,-1,1.0,1,0,1,0
309,7.1,5.34,31.91,10.0,1990-05-24T20:00:05.760000Z,2,0,2,1,2,-1,2.0,0,2,1,2
310,7.1,43.53,146.75,44.0,1980-02-23T05:51:04.320005Z,0,3,0,3,1,1,0.0,3,0,3,0
311,7.1,0.15,-77.83,12.0,1987-03-06T04:10:42.239995Z,1,1,1,1,-1,-1,3.0,1,1,1,1
312,7.1,2.26,126.82,33.0,1989-02-10T11:15:21.600003Z,0,11,0,11,1,1,3.0,11,0,11,0
313,7.1,7.12,-76.89,10.0,1992-10-18T15:11:57.119999Z,1,1,1,1,-1,-1,0.0,1,1,1,1
314,7.1,16.2,-97.96,33.0,1996-02-25T03:08:21.120004Z,0,6,0,7,1,1,3.0,6,0,7,0
315,7.1,5.04,32.11,7.0,1990-05-20T02:21:59.040002Z,0,0,0,0,-1,-1,1.0,0,0,0,0
316,7.1,-46.68,164.72,10.0,2004-11-22T20:26:26.880000Z,0,0,0,0,-1,-1,3.0,0,0,0,0
317,7.1,-10.96,164.19,14.0,1993-03-06T03:05:45.599996Z,0,5,0,5,1,1,0.0,5,0,5,0
318,7.1,-11.18,164.88,10.0,2013-02-06T01:23:22.560001Z,0,0,0,0,-1,-1,2.0,0,0,0,0
319,7.1,44.16,148.29,43.0,1984-03-24T09:44:03.840005Z,0,1,0,1,-1,-1,3.0,1,0,1,0
320,7.1,-35.2,-72.22,40.7,2012-03-25T22:37:03.360005Z,1,0,1,0,-1,-1,0.0,0,1,0,1
321,7.1,-18.69,-172.52,65.0,1988-10-08T04:46:24.959996Z,0,0,0,0,-1,-1,3.0,0,0,0,0
322,7.1,5.4,121.94,33.0,1999-03-04T08:52:04.800003Z,0,3,0,3,1,1,3.0,2,0,2,0
323,7.1,-17.3,167.59,30.0,1981-07-15T07:59:05.280002Z,0,2,0,2,-1,-1,3.0,2,0,2,0
324,7.1,45.32,149.91,33.0,1996-02-07T21:36:43.199999Z,1,3,1,7,1,1,3.0,3,1,7,1
325,7.1,-20.62,169.36,34.0,2007-03-25T00:40:01.920003Z,1,10,1,10,5,5,3.0,10,1,10,1
326,7.1,-0.59,-80.39,33.0,1998-08-04T18:59:19.679998Z,0,0,0,0,-1,-1,0.0,0,0,0,0
327,7.1,3.88,126.4,22.0,2009-02-11T17:34:48.000004Z,0,31,0,35,1,1,3.0,23,0,27,0
328,7.1,7.25,122.94,22.0,1976-08-17T04:19:29.279995Z,0,0,0,0,-1,-1,1.0,0,0,0,0
329,7.1,-47.62,85.09,35.0,2015-12-04T22:24:57.600001Z,0,1,0,1,-1,-1,2.0,0,0,0,0
330,7.1,-30.93,-71.22,58.0,1997-10-15T01:03:30.240005Z,0,2,0,2,-1,-1,0.0,2,0,2,0
331,7.1,-16.39,-72.66,53.0,1979-02-16T10:08:49.919995Z,0,1,0,1,-1,-1,0.0,1,0,1,0
332,7.1,-0.05,-17.83,10.0,2016-08-29T04:30:00.000000Z,0,0,0,1,-1,-1,1.0,0,0,0,0
333,7.1,-4.6,140.09,33.0,1976-06-25T19:18:54.720004Z,0,0,0,0,-1,-1,0.0,0,0,0,0
334,7.1,38.72,43.51,16.0,2011-10-23T10:41:22.559997Z,0,8,0,9,1,1,3.0,7,0,8,0
335,7.1,18.55,-98.49,48.0,2017-09-19T18:14:41.280002Z,0,0,0,0,-1,-1,2.0,0,0,0,0
336,7.1,1.9,126.52,45.0,2014-11-15T02:31:37.920005Z,1,14,1,17,5,0,3.0,11,1,14,1
337,7.1,-9.84,160.82,33.0,1977-04-20T23:49:12.000004Z,0,0,0,0,-1,-1,3.0,0,0,0,0
338,7.1,-6.59,155.05,60.5,2014-04-11T07:07:23.520001Z,0,0,0,0,-1,-1,3.0,0,0,0,0
339,7.1,0.19,98.04,33.0,1984-11-17T06:49:32.160000Z,0,0,0,0,-1,-1,0.0,0,0,0,0
340,7.1,-36.81,-179.57,33.0,2001-08-21T06:52:07.679998Z,0,6,0,7,1,1,3.0,6,0,6,0
341,7.1,-2.13,99.63,22.0,2007-09-13T03:35:25.440000Z,0,0,0,0,-1,-1,0.0,0,0,0,0
342,7.1,-21.98,170.03,33.0,1980-10-25T07:00:11.520001Z,0,0,0,0,-1,-1,3.0,0,0,0,0
343,7.1,-5.59,130.89,61.0,1987-06-17T01:32:52.799998Z,0,1,0,1,-1,-1,0.0,1,0,1,0
344,7.1,-10.93,166.02,21.0,2013-02-08T15:26:38.400001Z,0,0,0,0,-1,-1,1.0,0,0,0,0
