,Unnamed: 0,cid,m0,lat0,lon0,depth0,ot0,nf,na,nf_all,na_all,dm_a,b_a,rate_a,dm_f,b_f,rate_f,c_type,c_type60,na_apr,nf_apr,na_all_apr,nf_all_apr,MmaxFS,dtmaxFS,MmaxFS60,dtmaxFS60,MmaxAS,dtmaxAS,RmaxFS,RmaxAS,Rpred,InterIntra,fstyle
218,218,5003,7.8,12.982,144.801,59.3,1993-08-08T08:34:24.929992Z,1,6,1,8,1.7999999999999998,-999.0,0.7700008501452292,2.7,-999.0,inf,1,1,1,0,2,0,5.1,0.0,5.1,0.0,6.0,-0.0,15.632804467490505,26.052327942746288,394.75897176315374,-1.0,3.0
219,219,5010,7.1,-17.827,167.133,23.0,2012-02-02T13:34:40.650007Z,0,25,2,28,1.0,-999.0,0.9099959797397398,-999.0,-999.0,-999.0,1,1,15,0,18,2,5.7,-0.0,0.0,0.0,6.1,0.0,66.64962945680611,52.22362207678522,133.82379803431266,-1.0,2.0
220,220,5020,7.7,42.851,139.197,16.7,1993-07-12T13:17:11.959990Z,0,18,0,20,1.4000000000000004,-999.0,2.486826391896836,-999.0,-999.0,-999.0,1,1,2,0,2,0,0.0,0.0,0.0,0.0,6.3,0.0,0.0,50.70196505224696,338.2345089289617,-1.0,3.0
221,221,5048,7.3,-19.702,167.947,16.0,2010-12-25T13:16:37.000040Z,3,75,5,123,0.2999999999999998,1.332191662279915,3.657039288585101,1.7000000000000002,-999.0,8.925543012507172,5,2,25,2,33,3,5.6,0.0,5.6,0.0,7.0,-0.0,85.88941204981923,140.81156354021843,182.28945197042378,-1.0,2.0
222,222,5049,7.2,32.2861667,-115.2953333,9.987,2010-04-04T22:40:42.359984Z,0,6,2,8,1.5,-999.0,1.5995824301037884,-999.0,-999.0,-999.0,1,1,6,0,6,1,5.8,-0.0,0.0,0.0,5.7,0.0,22.152373095057953,37.40375144528519,156.1879214416901,1.0,1.0
223,223,5055,7.1,-30.933,-71.22,58.0,1997-10-15T01:03:33.460044Z,0,7,0,10,0.8999999999999995,-999.0,0.3537563809509809,-999.0,-999.0,-999.0,1,1,5,0,7,0,0.0,0.0,0.0,0.0,6.6,0.0,0.0,28.605377949211096,133.82379803431266,-1.0,2.0
224,224,5062,7.0,-43.522,171.83,12.0,2010-09-03T16:35:47.770021Z,0,2,0,2,1.9000000000000004,-999.0,4.018938314460002,-999.0,-999.0,-999.0,-1,-1,2,0,2,0,0.0,0.0,0.0,0.0,5.1,0.0,0.0,12.874159359155001,114.66193259390072,1.0,1.0
225,225,5068,8.3,43.773,147.321,14.0,1994-10-04T13:22:55.840019Z,0,135,1,208,1.0000000000000009,1.2541124076350578,4.515060828492444,-999.0,-999.0,-999.0,1,1,1,0,2,0,5.3,0.0,0.0,0.0,7.3,-0.0,14.993565209719405,113.41383710389759,641.1560464814495,1.0,3.0
226,226,5085,7.8,40.525,143.419,26.5,1994-12-28T12:19:23.029972Z,0,26,2,37,1.2999999999999998,-999.0,1.0938666637159462,-999.0,-999.0,-999.0,1,1,3,0,4,1,6.4,0.0,0.0,0.0,6.5,-0.0,24.141861903976878,72.75983993744182,394.75897176315374,1.0,3.0
227,227,5092,7.1,-8.783,157.354,10.0,2010-01-03T22:36:25.640003Z,1,29,3,35,0.2999999999999998,-999.0,1.404696379444811,0.5,-999.0,inf,5,5,24,1,27,3,6.6,-0.0,6.6,-0.0,6.8,0.0,71.80914422440658,86.97422973916642,133.82379803431266,1.0,3.0
228,228,5101,7.1,38.721,43.508,18.0,2011-10-23T10:41:23.249986Z,0,12,0,13,1.1999999999999993,-999.0,0.5339931362261177,-999.0,-999.0,-999.0,1,1,11,0,12,0,0.0,0.0,0.0,0.0,5.9,0.0,0.0,40.54019345225416,133.82379803431266,1.0,3.0
229,229,5105,7.6,-29.539,-176.34,17.0,2011-07-06T19:03:18.260036Z,0,49,0,84,1.5999999999999996,1.4234401079103258,2.2975812020110875,-999.0,-999.0,-999.0,2,1,7,0,13,0,0.0,0.0,0.0,0.0,7.4,0.0,0.0,118.12798612931563,289.8036300972396,-1.0,2.0
230,230,5107,7.0,-34.326,-71.799,18.0,2010-03-11T14:55:27.510038Z,89,30,90,76,1.0,-999.0,1.157355242162662,0.0999999999999996,1.1730564154594685,7.21575764706915,2,2,30,89,76,90,6.9,-0.0,6.9,-0.0,6.0,0.0,9448.631254108563,9387.978520305023,114.66193259390072,-1.0,2.0
231,231,5112,7.2,-18.365,168.143,32.0,2011-08-20T16:55:02.809974Z,1,25,1,31,0.1000000000000005,-999.0,1.1223760426296785,1.9000000000000004,-999.0,inf,2,2,15,1,17,1,5.3,-0.0,5.3,-0.0,7.1,0.0,18.89354227548613,60.1512278199834,156.1879214416901,1.0,3.0
232,232,5115,7.2,-16.62,167.518,33.0,1994-07-13T02:35:56.020043Z,1,22,1,22,0.5,-999.0,0.7726232746616484,1.7999999999999998,-999.0,inf,1,1,18,1,18,1,5.4,-0.0,5.4,-0.0,6.7,0.0,5.8649884855250365,56.86976403533391,156.1879214416901,-1.0,3.0
233,233,5119,7.3,34.2,-116.437,-0.097,1992-06-28T11:57:34.130021Z,0,16,3,22,1.0,-999.0,0.6093004933714611,-999.0,-999.0,-999.0,1,1,9,0,12,1,6.1,0.0,0.0,0.0,6.3,-0.0,31.3064989014413,46.35048881087565,182.28945197042378,1.0,1.0
234,234,5125,7.3,-5.931,150.59,35.0,2010-07-18T13:34:59.360014Z,2,16,2,39,0.2999999999999998,-999.0,0.6021084431666088,0.3999999999999994,-999.0,0.0822582161483381,3,3,7,2,18,2,6.9,-0.0,6.9,-0.0,7.0,0.0,78.39036003410261,83.79933244245301,182.28945197042378,1.0,3.0
235,235,5127,8.8,-36.122,-72.898,22.9,2010-02-27T06:34:11.529981Z,0,111,2,185,2.1000000000000005,1.1888208999077927,3.786376614287841,-999.0,-999.0,-999.0,1,1,0,0,2,0,5.1,0.0,0.0,0.0,7.2,-0.0,61.5336144232198,8935.602813954283,1388.4626834569187,1.0,3.0
236,236,5130,7.9,44.663,149.3,33.0,1995-12-03T18:01:08.989970Z,23,58,51,82,1.4000000000000004,1.0628303776535308,2.3094019832145083,1.3000000000000007,-999.0,2.5913438943401617,1,1,8,4,10,12,6.6,-0.0,6.6,-0.0,6.5,0.0,84.45411810683096,120.9613248185863,460.72958753073897,1.0,3.0
237,237,5131,9.1,38.297,142.373,29.0,2011-03-11T05:46:24.119965Z,32,531,39,822,1.1999999999999993,0.977784057200028,18.21099005286645,1.7999999999999998,0.9650988486738926,1.1363270342035765,1,1,3,1,4,1,7.3,0.0,7.3,0.0,7.9,-0.0,369.9456185702233,368.56016359674334,1471.5846019280557,1.0,3.0
238,238,5133,7.8,54.841,162.035,33.0,1997-12-05T11:26:54.689998Z,3,17,4,18,1.5999999999999996,-999.0,0.8179913727205034,2.3,-999.0,7.619188700853321,1,1,2,0,2,1,5.9,0.0,5.5,0.0,6.2,-0.0,56.32525900540036,82.96585194099542,394.75897176315374,1.0,3.0
239,239,5138,7.8,-10.477,112.835,18.4,1994-06-02T18:17:34.020042Z,0,73,0,80,1.2000000000000002,1.1302494537945578,2.8635250031083315,-999.0,-999.0,-999.0,1,1,8,0,8,0,0.0,0.0,0.0,0.0,6.6,-0.0,0.0,116.9276224386153,394.75897176315374,1.0,3.0
240,240,5152,7.2,-5.599,151.045,26.7,1985-05-10T15:35:50.590005Z,0,5,0,5,1.4000000000000004,-999.0,12.561228734584091,-999.0,-999.0,-999.0,1,1,1,0,1,0,0.0,0.0,0.0,0.0,5.8,-0.0,0.0,28.700283485234547,156.1879214416901,-1.0,1.0
241,241,5157,7.2,-34.131,-71.618,37.8,1985-04-09T01:56:59.479961Z,4,0,20,8,-999.0,-999.0,-999.0,0.7000000000000002,-999.0,1.531026477614086,1,1,0,3,6,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.1879214416901,1.0,3.0
242,242,5190,7.6,-60.532,-43.411,10.0,2003-08-04T04:37:20.129980Z,0,7,0,7,2.0,-999.0,0.2757581401941451,-999.0,-999.0,-999.0,1,1,1,0,1,0,0.0,0.0,0.0,0.0,5.6,0.0,0.0,38.89447270828273,289.8036300972396,1.0,2.0
243,243,5192,7.7,23.419,70.232,16.0,2001-01-26T03:16:40.499995Z,0,9,0,10,1.9000000000000004,-999.0,0.3718704152679631,-999.0,-999.0,-999.0,1,1,1,0,1,0,0.0,0.0,0.0,0.0,5.8,0.0,0.0,44.83724766905578,338.2345089289617,-1.0,3.0
244,244,5210,7.1,0.197,98.027,33.0,1984-11-17T06:49:30.019960Z,0,2,0,2,1.7999999999999998,-999.0,11.137479525600906,-999.0,-999.0,-999.0,-1,-1,1,0,1,0,0.0,0.0,0.0,0.0,5.3,0.0,0.0,17.83350069922757,133.82379803431266,1.0,3.0
245,245,5225,7.0,-16.0429,167.3786,24.0,2016-04-28T19:33:24.069975Z,0,6,0,10,1.2000000000000002,-999.0,1.4853116601266536,-999.0,-999.0,-999.0,1,1,6,0,10,0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,39.42036542344436,114.66193259390072,1.0,3.0
246,246,5266,7.3,-10.491,160.77,33.0,2003-01-20T08:43:06.069994Z,2,1,25,3,2.1,-999.0,inf,1.5999999999999996,-999.0,0.1260220778821444,1,1,0,1,1,17,6.3,0.0,5.7,0.0,5.3,-0.0,92.48600318438532,60.027178893522894,182.28945197042378,-1.0,0.0
247,247,5280,7.2,35.49,81.467,10.0,2008-03-20T22:32:57.930004Z,0,12,0,14,1.6000000000000003,-999.0,2.18166047988181,-999.0,-999.0,-999.0,1,1,7,0,7,0,0.0,0.0,0.0,0.0,5.6,-0.0,0.0,32.0653240845918,156.1879214416901,-1.0,2.0
248,248,5297,7.1,-15.8385,-74.5112,40.0,2013-09-25T16:42:43.169991Z,0,0,0,4,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1,-1,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.82379803431266,1.0,3.0
249,249,5298,7.6,17.802,-101.647,30.8,1985-09-21T01:37:13.470009Z,1,0,1,1,-999.0,-999.0,-999.0,2.6,-999.0,inf,-1,-1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,289.8036300972396,1.0,3.0
250,250,5301,7.0,-5.912,150.196,33.0,2001-10-31T09:10:20.000007Z,0,1,0,3,1.7000000000000002,-999.0,inf,-999.0,-999.0,-999.0,1,-1,1,0,3,0,0.0,0.0,0.0,0.0,5.3,0.0,0.0,21.76941214239163,114.66193259390072,1.0,3.0
251,251,5320,7.0,39.431,75.224,6.8,1985-08-23T12:41:56.159979Z,1,5,1,8,0.7999999999999998,-999.0,0.2584923611306013,1.9000000000000004,-999.0,inf,1,1,5,1,8,1,5.1,-0.0,5.1,-0.0,6.2,0.0,11.257919208919342,33.71631331553472,114.66193259390072,-1.0,3.0
252,252,5323,7.2,38.2107,72.7797,22.0,2015-12-07T07:50:05.950037Z,0,1,0,1,2.2,-999.0,inf,-999.0,-999.0,-999.0,-1,-1,0,0,0,0,0.0,0.0,0.0,0.0,5.0,-0.0,0.0,19.2016743523659,156.1879214416901,-1.0,1.0
253,253,5326,7.1,-47.6165,85.0913,35.0,2015-12-04T22:25:00.110005Z,0,1,0,1,2.1,-999.0,inf,-999.0,-999.0,-999.0,-1,-1,0,0,0,0,0.0,0.0,0.0,0.0,5.0,-0.0,0.0,5.533875683834437,133.82379803431266,-1.0,2.0
254,254,5336,7.1,-1.639,134.911,10.0,1985-11-17T09:40:21.290015Z,0,4,0,4,1.0999999999999996,-999.0,0.2125449228694197,-999.0,-999.0,-999.0,1,1,3,0,3,0,0.0,0.0,0.0,0.0,6.0,-0.0,0.0,26.65985240178096,133.82379803431266,1.0,1.0
255,255,5337,7.0,2.354,128.855,31.0,2003-05-26T19:23:27.939956Z,0,3,0,3,1.7000000000000002,-999.0,0.3966015834318745,-999.0,-999.0,-999.0,1,1,3,0,3,0,0.0,0.0,0.0,0.0,5.3,-0.0,0.0,15.349336671167146,114.66193259390072,1.0,3.0
256,256,5363,7.1,55.867,161.287,62.6,1983-08-17T10:55:54.130023Z,0,0,0,5,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1,-1,0,0,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.82379803431266,-1.0,3.0
257,257,5366,7.4,-26.535,-70.563,14.8,1983-10-04T18:52:13.299973Z,1,3,2,4,1.7000000000000002,-999.0,1.6521092591726183,2.2,-999.0,inf,1,1,2,0,3,1,5.4,0.0,5.2,0.0,5.7,-0.0,18.719522949526795,40.23286132422398,212.75297086326285,1.0,3.0
258,258,5397,8.0,-20.187,-174.123,55.0,2006-05-03T15:26:40.290002Z,0,35,9,52,2.0,1.2936431375841555,1.181304220014851,-999.0,-999.0,-999.0,1,1,2,0,3,2,6.2,-0.0,0.0,0.0,6.0,0.0,48.55057142804988,136.251205130021,537.7249613305888,-1.0,3.0
259,259,5399,7.9,31.002,103.322,19.0,2008-05-12T06:28:01.570018Z,0,19,0,20,1.8000000000000007,-999.0,4.162083646705615,-999.0,-999.0,-999.0,1,1,1,0,1,0,0.0,0.0,0.0,0.0,6.1,0.0,0.0,45.742303497054195,460.72958753073897,-1.0,3.0
260,260,5401,7.8,-10.6812,161.3273,40.0,2016-12-08T17:38:46.279973Z,0,68,0,86,0.8999999999999995,1.1860250911414103,2.50579685166464,-999.0,-999.0,-999.0,1,1,8,0,10,0,0.0,0.0,0.0,0.0,6.9,0.0,0.0,95.72867432057785,394.75897176315374,1.0,3.0
261,261,5415,7.4,2.768,95.964,26.0,2008-02-20T08:08:30.520036Z,0,8,0,13,2.0,-999.0,1.30459130437335,-999.0,-999.0,-999.0,1,1,1,0,4,0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,34.15973698617311,212.75297086326285,1.0,3.0
262,262,5419,7.0,51.744,176.274,33.0,1981-01-30T08:52:44.099991Z,0,3,0,26,1.4000000000000004,-999.0,0.1059742475050244,-999.0,-999.0,-999.0,1,1,3,0,26,0,0.0,0.0,0.0,0.0,6.4,-0.0,0.0,8375.018065831318,114.66193259390072,1.0,3.0
263,263,5439,7.0,38.026,20.228,14.3,1983-01-17T12:41:29.699984Z,0,6,0,13,1.4000000000000004,-999.0,0.4304165691842893,-999.0,-999.0,-999.0,1,1,6,0,13,0,0.0,0.0,0.0,0.0,6.4,0.0,0.0,53.00664650527475,114.66193259390072,1.0,3.0
264,264,5443,8.0,-13.386,-76.603,39.0,2007-08-15T23:40:57.889981Z,0,19,2,24,2.0,-999.0,3.220768810526614,-999.0,-999.0,-999.0,1,1,1,0,2,2,6.7,0.0,0.0,0.0,6.0,-0.0,11.245755297550959,68.90842811361327,537.7249613305888,1.0,3.0
265,265,5456,7.2,-21.89,169.853,33.0,1980-10-25T11:00:05.099986Z,7,29,13,77,0.7000000000000002,-999.0,1.193493801144582,0.5,-999.0,6.092260268493914,1,1,15,4,49,8,6.7,0.0,6.7,0.0,6.7,-0.0,65.98031021482457,152.1589724301921,156.1879214416901,1.0,3.0
266,266,5470,7.3,-20.071,168.892,33.0,2008-04-09T12:46:12.720024Z,6,25,52,34,0.8999999999999995,-999.0,0.9264218523070716,0.8999999999999995,-999.0,2.201716191887753,5,1,15,3,19,27,7.1,-0.0,6.4,-0.0,6.4,0.0,166.7103168276338,105.05173954828092,182.28945197042378,1.0,3.0
267,267,5474,7.0,-58.227,-22.099,8.0,2008-06-30T06:17:43.019984Z,0,4,0,4,1.4000000000000004,-999.0,0.5569962173692129,-999.0,-999.0,-999.0,1,1,4,0,4,0,0.0,0.0,0.0,0.0,5.6,-0.0,0.0,25.234590326538612,114.66193259390072,-1.0,1.0
268,268,5484,7.0,-37.3586,179.1461,19.0,2016-09-01T16:37:57.300036Z,1,28,3,36,0.9000000000000004,-999.0,2.145619217143008,1.2000000000000002,-999.0,inf,2,1,28,1,36,3,6.7,-0.0,5.8,-0.0,6.1,0.0,10104.9834169815,10094.302557231296,114.66193259390072,-1.0,2.0
269,269,5486,7.0,43.006,145.119,39.0,2004-11-28T18:32:14.130014Z,0,4,2,6,0.2000000000000001,-999.0,0.1748752179830738,-999.0,-999.0,-999.0,2,2,4,0,6,2,6.1,0.0,0.0,0.0,6.8,-0.0,25.02912911646762,37.22513266152935,114.66193259390072,-1.0,3.0
270,270,5507,7.2,-22.4765,173.1167,16.37,2016-08-12T01:26:36.280033Z,0,6,1,8,1.7999999999999998,-999.0,1.629453887660472,-999.0,-999.0,-999.0,1,1,3,0,4,1,5.8,-0.0,0.0,0.0,5.7,0.0,13.952583327751602,34.13656380090802,156.1879214416901,1.0,1.0
271,271,5521,7.2,-45.104,167.144,28.0,2003-08-21T12:12:49.789961Z,0,13,0,19,1.2999999999999998,-999.0,0.6124171836794501,-999.0,-999.0,-999.0,1,1,5,0,9,0,0.0,0.0,0.0,0.0,6.4,-0.0,0.0,48.723738915091545,156.1879214416901,1.0,3.0
272,272,5538,7.4,-55.2852,-31.8766,10.0,2016-08-19T07:32:22.709988Z,0,37,0,42,1.3000000000000007,1.6149644050673684,1.2570616424734322,-999.0,-999.0,-999.0,1,1,7,0,7,0,0.0,0.0,0.0,0.0,6.1,0.0,0.0,98.0780543820777,212.75297086326285,1.0,3.0
273,273,5541,7.2,-24.133,-175.864,33.0,1982-12-19T17:43:54.849964Z,8,46,9,59,0.9000000000000004,0.9513117222642664,1.842313280181512,1.4000000000000004,-999.0,0.2929247373425472,1,1,37,7,44,8,5.8,-0.0,5.8,-0.0,6.3,0.0,92.024534051234,102.7191679340863,156.1879214416901,1.0,3.0
274,274,5548,7.4,40.462,139.102,23.7,1983-05-26T02:59:59.599972Z,1,42,1,53,0.7000000000000002,1.1190409963151289,1.5164292307404426,2.3000000000000007,-999.0,inf,1,1,18,0,18,0,5.1,0.0,5.1,0.0,6.7,-0.0,4.236926462186423,126.74551620664963,212.75297086326285,-1.0,3.0
275,275,5551,7.8,-42.7373,173.054,15.11,2016-11-13T11:02:56.340035Z,0,23,0,24,1.2999999999999998,-999.0,2.628376212613654,-999.0,-999.0,-999.0,1,1,4,0,4,0,0.0,0.0,0.0,0.0,6.5,0.0,0.0,103.71094778662587,394.75897176315374,-1.0,3.0
276,276,5552,7.6,-10.012,160.469,18.1,1984-02-07T21:33:21.490039Z,0,5,1,5,1.1999999999999993,-999.0,0.2614833626720293,-999.0,-999.0,-999.0,1,1,1,0,1,0,5.4,0.0,0.0,0.0,6.4,-0.0,20.39216143907214,38.544391309458504,289.8036300972396,-1.0,3.0
277,277,5565,8.3,46.592,153.266,10.0,2006-11-15T11:14:13.570027Z,7,35,30,65,2.4000000000000004,1.5751613333278558,1.213591258939032,2.700000000000001,-999.0,0.9833140963233014,1,1,0,0,1,2,6.6,-0.0,5.6,-0.0,6.5,0.0,132.6981284888936,167.81519466450632,641.1560464814495,1.0,3.0
278,278,5574,8.2,41.815,143.91,27.0,2003-09-25T19:50:06.360003Z,0,38,3,58,0.7999999999999989,0.767590247084817,1.718338047467402,-999.0,-999.0,-999.0,1,1,3,0,3,0,5.9,0.0,0.0,0.0,7.4,-0.0,114.93315588105504,120.9333989523026,549.3506570855053,1.0,3.0
279,279,5580,7.1,-0.0456,-17.8255,10.0,2016-08-29T04:29:57.859959Z,0,1,0,3,2.1,-999.0,inf,-999.0,-999.0,-999.0,1,-1,0,0,1,0,0.0,0.0,0.0,0.0,5.6,0.0,0.0,18.2078017091311,133.82379803431266,-1.0,1.0
280,280,5590,7.3,50.038,87.813,16.0,2003-09-27T11:33:25.080015Z,0,13,0,16,0.5999999999999996,-999.0,0.6588711741851536,-999.0,-999.0,-999.0,1,1,5,0,5,0,0.0,0.0,0.0,0.0,6.7,-0.0,0.0,40.47891026238995,182.28945197042378,-1.0,1.0
281,281,5592,7.3,-4.003,135.023,10.0,2004-02-07T02:42:35.209992Z,7,8,10,29,0.5999999999999996,-999.0,2.5013604219610395,0.2999999999999998,-999.0,8.88263424058441,5,0,6,2,16,4,7.0,0.0,7.0,0.0,7.1,-0.0,86.92941715409926,93.26425213594682,182.28945197042378,-1.0,1.0
282,282,5598,7.0,40.32,63.35,14.5,1984-03-19T20:28:38.239969Z,0,3,0,6,1.7999999999999998,-999.0,7.517379580565764,-999.0,-999.0,-999.0,1,1,3,0,6,0,0.0,0.0,0.0,0.0,5.2,0.0,0.0,26.17781301087678,114.66193259390072,-1.0,3.0
283,283,5606,7.9,-2.625,100.841,35.0,2007-09-12T23:49:03.720025Z,6,16,6,34,1.9000000000000004,-999.0,1.4265847535210296,2.0,-999.0,13.556563326162385,1,1,2,1,4,1,5.9,-0.0,5.9,-0.0,6.0,0.0,91.04457021245464,97.25467542832918,460.72958753073897,1.0,3.0
284,284,5611,7.3,-22.015,169.766,10.0,2003-12-27T16:00:59.449966Z,14,43,14,64,0.2000000000000001,0.8706136467058193,1.5278132266778053,0.5,-999.0,9.670020155832567,5,5,25,9,35,9,6.8,0.0,6.8,0.0,7.1,-0.0,54.699730262831416,92.61941197088827,182.28945197042378,1.0,3.0
285,285,5615,7.5,-4.7294,152.5623,41.0,2015-03-29T23:48:31.010024Z,0,3,0,7,1.5,-999.0,2.592053913210353,-999.0,-999.0,-999.0,1,1,2,0,3,0,0.0,0.0,0.0,0.0,6.0,-0.0,0.0,35.93694696465474,248.30743700128235,1.0,3.0
286,286,5632,7.6,-10.366,160.819,34.0,1988-08-10T04:38:26.169996Z,0,8,0,16,1.0,-999.0,10.819312479897114,-999.0,-999.0,-999.0,1,1,4,0,9,0,0.0,0.0,0.0,0.0,6.6,0.0,0.0,64.0821158805759,289.8036300972396,1.0,3.0
287,287,5638,7.6,10.085,-85.315,35.0,2012-09-05T14:42:07.800022Z,0,2,0,6,1.8999999999999997,-999.0,0.2706350451286645,-999.0,-999.0,-999.0,1,-1,1,0,2,0,0.0,0.0,0.0,0.0,6.5,0.0,0.0,35.26196356449154,289.8036300972396,1.0,3.0
