,cid,m0,lat0,lon0,depth0,ot0,nf,na,nf_all,na_all,dm_a,b_a,rate_a,dm_f,b_f,rate_f,c_type,c_type60,na_apr,nf_apr,na_all_apr,nf_all_apr,MmaxFS,dtmaxFS,MmaxFS60,dtmaxFS60,MmaxAS,dtmaxAS,RmaxFS,RmaxAS,Rpred,InterIntra,fstyle
0,19,7,41.679,-125.856,1.303,1991-08-17T22:17:09.970019Z,1,0,2,0,-999,-999,-999,0.9,-999,inf,-1,-1,0,1,0,2,0,0,0,0,0,0,0,0,114.6619326,-1,1
1,42,7,28.696,-113.104,13,2012-04-12T07:15:48.500002Z,1,0,1,0,-999,-999,-999,1,-999,inf,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,114.6619326,-1,1
2,44,7.1,-35.2,-72.217,40.7,2012-03-25T22:37:06.000043Z,0,0,0,1,-999,-999,-999,-999,-999,-999,-1,-1,0,0,1,0,0,0,0,0,0,0,0,0,133.823798,1,3
3,91,7,-28.683,-177.624,30,1997-09-20T16:11:32.149994Z,0,0,0,1,-999,-999,-999,-999,-999,-999,-1,-1,0,0,1,0,0,0,0,0,0,0,0,0,114.6619326,-1,3
4,419,7.1,-23.913,-70.207,42,1998-01-30T12:16:08.690018Z,0,0,0,2,-999,-999,-999,-999,-999,-999,-1,-1,0,0,2,0,0,0,0,0,0,0,0,0,133.823798,1,3
5,534,7.1,40.402,-125.68,10,1994-09-01T15:15:53.080045Z,0,0,0,2,-999,-999,-999,-999,-999,-999,-1,-1,0,0,2,0,0,0,0,0,0,0,0,0,133.823798,1,1
6,538,7,39.566,54.799,30,2000-12-06T17:11:06.399970Z,0,0,0,1,-999,-999,-999,-999,-999,-999,-1,-1,0,0,1,0,0,0,0,0,0,0,0,0,114.6619326,-1,3
7,567,7.2,-0.593,-80.393,33,1998-08-04T18:59:20.099992Z,1,0,1,0,-999,-999,-999,1.8,-999,inf,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,156.1879214,1,3
8,579,7.1,-19.528,173.818,33,2000-02-25T01:43:58.639959Z,0,3,0,3,1.5,-999,0.30376812,-999,-999,-999,1,1,3,0,3,0,0,0,0,0,5.6,0,0,93.32220823,133.823798,-1,1
9,691,7,-53.9451,-55.0033,11.78,2013-11-25T06:27:33.300025Z,1,2,1,2,1,-999,72.98068029,1.4,-999,inf,1,1,2,1,2,1,5.6,0,5.6,0,6,0,9.262579154,72.06593796,114.6619326,1,1
10,794,7.5,-4.102,123.907,33,2001-10-19T03:28:44.460019Z,0,4,3,5,1.8,-999,0.266570897,-999,-999,-999,1,1,2,0,3,3,6.3,0,0,0,5.7,0,85.19978218,218.1822676,248.307437,1,1
11,924,7,-1.339,88.976,10,1999-11-15T05:42:43.219957Z,0,4,0,5,0.6,-999,5.442596825,-999,-999,-999,1,1,4,0,5,0,0,0,0,0,6.4,0,0,27.29373226,114.6619326,-1,1
12,935,7.2,40.3353333,-124.2286667,9.856,1992-04-25T18:06:05.179965Z,0,2,2,2,0.6,-999,13.28628791,-999,-999,-999,1,-1,2,0,2,2,6,0,0,0,6.6,0,11.77484058,30.55609787,156.1879214,1,3
13,985,7.1,60.642,-141.593,15,1979-02-28T21:27:06.100011Z,0,2,0,3,1.7,-999,1.81604361,-999,-999,-999,1,-1,2,0,3,0,0,0,0,0,5.4,0,0,57.61647732,133.823798,-1,2
14,1155,7,5.8983,126.9209,60.21,2018-12-29T03:39:09.740021Z,0,2,0,6,1.3,-999,0.114602649,-999,-999,-999,1,-1,2,0,6,0,0,0,0,0,5.7,0,0,99.30086245,114.6619326,1,3
15,1157,7.2,-29.211,-177.589,35.3,1995-07-03T19:50:50.620042Z,0,6,0,11,1.1,-999,1.646611872,-999,-999,-999,1,1,6,0,11,0,0,0,0,0,6.1,0,0,146.0953399,156.1879214,1,3
16,1164,7.1,-59.426,-20.508,33,1977-08-26T19:50:01.400032Z,0,2,0,2,1.7,-999,0.291187974,-999,-999,-999,-1,-1,2,0,2,0,0,0,0,0,5.4,0,0,45.40340796,133.823798,-1,1
17,1205,7,-45.277,166.927,28.1,1993-08-10T00:51:53.249991Z,0,2,0,2,1.4,-999,2.667627507,-999,-999,-999,-1,-1,2,0,2,0,0,0,0,0,5.6,0,0,21.19265931,114.6619326,1,3
18,1234,7.2,0.151,-77.821,10,1987-03-06T04:10:41.959973Z,1,3,1,5,1.2,-999,18.2047913,0.8,-999,inf,1,1,3,1,5,1,6.4,0,6.4,0,6.4,0,21.91902535,141.3063383,156.1879214,-1,3
19,1250,7,-51.225,160.513,10,1982-07-07T10:43:03.740016Z,0,2,0,2,1.7,-999,0.131338011,-999,-999,-999,-1,-1,2,0,2,0,0,0,0,0,5.3,0,0,48.70745334,114.6619326,1,1
20,1269,7.1,52.6487,-31.9016,16.68,2015-02-13T18:59:12.229988Z,0,1,0,1,1.9,-999,inf,-999,-999,-999,-1,-1,1,0,1,0,0,0,0,0,5.2,0,0,28.78388474,133.823798,-1,1
21,1304,7,14.066,-91.924,67.1,1983-12-02T03:09:05.659975Z,0,2,0,3,1.5,-999,0.185547702,-999,-999,-999,1,-1,2,0,3,0,0,0,0,0,5.9,0,0,114.0501668,114.6619326,1,3
22,1306,7.6,-43.4064,-73.9413,38,2016-12-25T14:22:27.010018Z,0,3,0,3,2,-999,0.323186286,-999,-999,-999,1,1,1,0,1,0,0,0,0,0,5.6,0,0,45.69696472,289.8036301,1,3
23,1347,7,23.613,95.901,19.7,1991-01-05T14:57:11.589980Z,0,1,0,1,1.8,-999,inf,-999,-999,-999,-1,-1,1,0,1,0,0,0,0,0,5.2,0,0,45.06709492,114.6619326,1,1
24,1351,7,-3.517,138.476,66,2013-04-06T04:42:35.860032Z,0,1,1,2,1.5,-999,inf,-999,-999,-999,1,-1,1,0,2,1,5.2,0,0,0,5.5,0,94.57009641,88.69491644,114.6619326,-1,0
25,1361,7.4,-46.675,165.707,33,1979-10-12T10:25:22.300028Z,0,2,0,2,1.9,-999,20.24675737,-999,-999,-999,-1,-1,1,0,1,0,0,0,0,0,5.5,0,0,20.19375136,212.7529709,1,3
26,1377,7,-6.526,152.779,16.6,1988-07-23T15:17:08.179959Z,0,9,0,9,1.4,-999,0.323470991,-999,-999,-999,1,1,9,0,9,0,0,0,0,0,5.6,0,0,37.70046223,114.6619326,-1,2
27,1433,7.1,-36.813,-179.575,33,2001-08-21T06:52:06.249991Z,0,0,0,8,-999,-999,-999,-999,-999,-999,1,-1,0,0,8,0,0,0,0,0,0,0,0,0,133.823798,-1,3
28,1477,8.1,-62.877,149.527,10,1998-03-25T03:12:25.069968Z,0,7,0,9,1.7,-999,0.28830324,-999,-999,-999,1,1,1,0,2,0,0,0,0,0,6.4,0,0,339.4667414,470.6906315,-1,1
29,1481,7.5,22.306,125.308,33,1998-05-03T23:30:21.910037Z,0,3,0,4,2.2,-999,0.154463308,-999,-999,-999,1,1,0,0,1,0,0,0,0,0,6.3,0,0,59.07832843,248.307437,-1,1
30,1526,7,-6.351,148.763,33,1999-11-19T13:56:46.449977Z,5,3,5,3,0.6,-999,0.151183094,0.1,-999,2.146836244,2,2,3,5,3,5,6.9,0,6.9,0,6.4,0,43.2293844,77.30552214,114.6619326,1,3
31,1532,7.1,-42.813,124.688,10,2001-12-12T14:02:35.040019Z,0,2,0,2,1.7,-999,3.531566338,-999,-999,-999,-1,-1,2,0,2,0,0,0,0,0,5.4,0,0,22.53630993,133.823798,-1,1
32,1579,7,10.598,-63.486,19.9,1997-07-09T19:24:13.170006Z,0,2,0,2,1.7,-999,72.23778421,-999,-999,-999,-1,-1,2,0,2,0,0,0,0,0,5.3,0,0,87.30125278,114.6619326,1,1
33,1660,7.2,-19.022,-69.991,69.7,1987-08-08T15:48:56.749993Z,0,1,0,1,2.1,-999,inf,-999,-999,-999,-1,-1,0,0,0,0,0,0,0,0,5.1,0,0,137.0562791,156.1879214,-1,2
34,1670,7.2,-60.665,-25.451,24,1983-10-22T04:21:35.009971Z,0,6,0,8,0.7,-999,0.99664691,-999,-999,-999,1,1,5,0,7,0,0,0,0,0,6.5,0,0,107.2772438,156.1879214,-1,2
35,1712,7.1,-15.8385,-74.5112,40,2013-09-25T16:42:43.169991Z,0,0,0,2,-999,-999,-999,-999,-999,-999,-1,-1,0,0,2,0,0,0,0,0,0,0,0,0,133.823798,1,3
36,1719,7.7,23.419,70.232,16,2001-01-26T03:16:40.499995Z,0,9,0,9,1.9,-999,0.371870415,-999,-999,-999,1,1,1,0,1,0,0,0,0,0,5.8,0,0,44.83724767,338.2345089,-1,3
37,1728,7.4,33.184,137.071,10,2004-09-05T14:57:18.609988Z,3,8,3,9,0.8,-999,1.79204054,0.2,-999,21.74994773,2,2,7,1,8,1,7.2,0,7.2,0,6.6,0,63.1749783,137.2874902,212.7529709,-1,3
38,1788,7.1,-55.664,158.453,16,2008-04-12T00:30:12.600026Z,0,3,0,3,2,-999,0.54510015,-999,-999,-999,1,1,3,0,3,0,0,0,0,0,5.1,0,0,40.3555524,133.823798,1,3
39,1789,7.1,-18.771,-172.415,35.2,1988-10-08T04:46:24.529985Z,0,1,0,5,1.7,-999,inf,-999,-999,-999,1,-1,1,0,5,0,0,0,0,0,5.7,0,0,129.6176581,133.823798,1,3
40,1821,7.6,18.77,-104.104,24,2003-01-22T02:06:34.610024Z,0,4,0,8,1.7,-999,0.153301213,-999,-999,-999,1,1,1,0,4,0,0,0,0,0,6.1,0,0,274.2372287,289.8036301,1,3
41,1834,7.6,-48.786,164.357,33,1981-05-25T05:25:14.460035Z,0,5,0,5,1.9,-999,0.225005036,-999,-999,-999,1,1,1,0,1,0,0,0,0,0,5.7,0,0,65.0058061,289.8036301,1,1
42,1856,7,32.7906,130.7543,10,2016-04-15T16:25:06.220040Z,4,12,4,12,1.3,-999,3.259471983,0.8,-999,36.05084674,1,1,12,4,12,4,6.2,0,6.2,0,5.7,0,10.85154617,98.14582464,114.6619326,-1,1
43,1881,7.2,-33.134,-73.074,33,1981-10-16T03:25:42.220040Z,0,1,0,2,2.1,-999,inf,-999,-999,-999,-1,-1,0,0,1,0,0,0,0,0,5.2,0,0,18.97512568,156.1879214,1,3
44,1898,7.8,-4.9521,94.3299,24,2016-03-02T12:49:48.110044Z,0,3,0,4,2.2,-999,1.354733453,-999,-999,-999,1,1,0,0,0,0,0,0,0,0,5.6,0,0,85.57125303,394.7589718,-1,1
45,1989,7,51.744,176.274,33,1981-01-30T08:52:44.099991Z,0,5,0,7,1.4,-999,0.176623746,-999,-999,-999,1,1,5,0,7,0,0,0,0,0,5.6,0,0,65.23140341,114.6619326,1,3
46,2063,7.5,35.069,87.325,33,1997-11-08T10:02:52.610034Z,0,1,0,2,2.2,-999,inf,-999,-999,-999,-1,-1,0,0,0,0,0,0,0,0,5.3,0,0,177.8778844,248.307437,-1,1
47,2127,7,-6.92,128.946,33,1998-11-09T05:38:44.220016Z,1,3,1,5,1.4,-999,2.319808516,0.3,-999,inf,2,2,3,1,5,1,6.7,0,6.7,0,5.8,0,9.20439038,38.93181576,114.6619326,-1,3
48,2143,7.4,-60.957,-21.606,13,2006-01-02T06:10:49.759964Z,0,0,0,1,-999,-999,-999,-999,-999,-999,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,212.7529709,1,1
49,2248,7.1,-37.759,178.752,21.1,1995-02-05T22:51:05.139990Z,0,0,0,5,-999,-999,-999,-999,-999,-999,1,-1,0,0,5,0,0,0,0,0,0,0,0,0,133.823798,-1,2
50,2309,7.2,4.554,-77.442,21.3,1991-11-19T22:28:51.090034Z,0,2,0,2,2,-999,0.14834161,-999,-999,-999,-1,-1,1,0,1,0,0,0,0,0,5.2,0,0,23.54927326,156.1879214,1,3
51,2337,7.5,16.059,-96.931,60.6,1999-09-30T16:31:15.690024Z,0,0,0,1,-999,-999,-999,-999,-999,-999,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,248.307437,-1,2
52,2342,7,54.567,-161.606,28.4,1991-05-30T13:17:41.969986Z,0,3,0,4,1.4,-999,1.652903734,-999,-999,-999,1,1,3,0,4,0,0,0,0,0,5.9,0,0,14.26127664,114.6619326,-1,3
53,2345,7.1,-18.318,168.063,20.7,1990-03-05T16:38:12.570030Z,0,2,0,12,1.7,-999,0.737594707,-999,-999,-999,1,-1,2,0,12,0,0,0,0,0,6.4,0,0,116.5239371,133.823798,1,3
54,2354,7,-7.782,107.297,46,2009-09-02T07:55:01.050006Z,0,2,0,7,1.5,-999,534.3063417,-999,-999,-999,1,-1,2,0,7,0,0,0,0,0,5.9,0,0,92.94709686,114.6619326,-1,3
55,2355,7,42.453,43.673,17.2,1991-04-29T09:12:48.099978Z,0,7,0,9,0.9,-999,1.600527116,-999,-999,-999,1,1,7,0,9,0,0,0,0,0,6.3,0,0,43.26984637,114.6619326,-1,3
56,2369,7.1,21.799,120.547,10,2006-12-26T12:26:21.139955Z,0,5,0,9,0.2,-999,8.608537518,-999,-999,-999,2,2,5,0,9,0,0,0,0,0,6.9,0,0,132.6465333,133.823798,-1,2
57,2415,7,16.558,-98.358,33.8,1982-06-07T10:59:40.160028Z,1,1,1,5,2,-999,inf,0.1,-999,inf,2,-1,1,1,5,1,6.9,0,6.9,0,5.5,0,22.93713061,39.43294996,114.6619326,1,3
58,2428,7.2,41.292,-125.953,16,2005-06-15T02:50:54.190036Z,0,1,0,4,0.6,-999,inf,-999,-999,-999,1,-1,1,0,1,0,0,0,0,0,6.6,0,0,77.76504387,156.1879214,-1,1
59,2456,7.1,13.752,124.358,45.7,1982-01-11T06:10:06.489981Z,0,3,0,7,0.7,-999,0.231167072,-999,-999,-999,1,1,3,0,5,0,0,0,0,0,6.4,0,0,90.16266697,133.823798,1,3
60,2486,8.1,-49.312,161.345,10,2004-12-23T14:59:04.409978Z,0,6,0,13,2,-999,0.539900681,-999,-999,-999,1,1,1,0,1,0,0,0,0,0,6.1,0,0,361.3996786,470.6906315,1,1
61,2488,7.3,18.048,-102.084,33,1981-10-25T03:22:15.569994Z,0,2,0,3,2.1,-999,0.255705144,-999,-999,-999,1,-1,0,0,0,0,0,0,0,0,5.2,0,0,118.327934,182.289452,1,3
62,2524,7.5,-8.152,124.868,10,2004-11-11T21:26:41.150026Z,1,19,1,27,1.1,-999,1.175991725,1.9,-999,inf,1,1,3,1,6,1,5.6,0,5.6,0,6.4,0,6.633602894,207.5313761,248.307437,1,3
63,2535,7,40.381,63.472,10,1976-05-17T02:58:40.599958Z,2,1,5,3,2,-999,inf,1.9,-999,0.112898223,2,1,1,2,3,5,7,0,5.1,0,5.3,0,54.19564372,22.93153399,114.6619326,-1,2
64,2549,7.2,38.276,142.039,36,2005-08-16T02:46:28.399956Z,0,5,0,15,1.1,-999,0.789542351,-999,-999,-999,1,1,4,0,10,0,0,0,0,0,6.5,0,0,118.1724546,156.1879214,1,3
65,2553,7.7,16.01,-96.591,18,1978-11-29T19:52:47.600025Z,0,5,0,8,2,-999,0.17248279,-999,-999,-999,1,1,1,0,1,0,0,0,0,0,5.7,0,0,190.6825594,338.2345089,1,3
66,2569,7.1,36.194,141.702,36.6,1982-07-23T14:23:53.570029Z,2,12,2,19,0.9,-999,0.519963017,1.8,-999,2.6853681,1,1,7,2,13,2,5.3,0,5.3,0,6.2,0,9.842937603,129.1324145,133.823798,1,3
67,2588,7.6,17.813,-101.276,49,1979-03-14T11:07:16.300011Z,1,3,6,4,2.1,-999,0.691076712,2.4,-999,inf,1,1,0,0,0,2,6.6,0,5.2,0,5.5,0,61.39080684,42.35834699,289.8036301,1,3
68,2597,7.5,15.324,-89.101,5,1976-02-04T09:01:43.399982Z,0,6,0,10,1.8,-999,1.178028674,-999,-999,-999,1,1,2,0,2,0,0,0,0,0,5.7,0,0,219.4619932,248.307437,1,1
69,2620,7.2,-8.031,155.538,33,1977-07-29T11:15:45.300036Z,0,3,0,4,2,-999,0.415232497,-999,-999,-999,1,1,1,0,2,0,0,0,0,0,5.4,0,0,115.2277347,156.1879214,-1,1
70,2633,7.6,34.539,73.588,26,2005-10-08T03:50:40.799962Z,0,43,0,48,1.2,1.076349436,1.4865122,-999,-999,-999,1,1,12,0,12,0,0,0,0,0,6.4,0,0,289.8253073,289.8036301,1,3
71,2653,7,3.397,96.318,33,1976-06-20T20:53:13.400043Z,0,13,0,20,1.2,-999,0.515376264,-999,-999,-999,1,1,13,0,20,0,0,0,0,0,5.9,0,0,111.2420225,114.6619326,-1,3
72,2663,7,-61.029,-34.371,13,2006-08-20T03:41:48.040027Z,0,4,0,6,1.1,-999,0.23637857,-999,-999,-999,1,1,4,0,6,0,0,0,0,0,5.9,0,0,36.0799475,114.6619326,1,1
73,2672,7,11.422,-86.665,35,2004-10-09T21:26:53.690030Z,0,0,3,7,-999,-999,-999,-999,-999,-999,0,-1,0,0,7,3,0,0,0,0,0,0,0,0,114.6619326,1,3
74,2694,7,-21.324,33.583,11,2006-02-22T22:19:07.800007Z,0,8,0,12,1.3,-999,0.290407917,-999,-999,-999,1,1,8,0,12,0,0,0,0,0,5.7,0,0,53.25533942,114.6619326,-1,2
75,2700,7.5,-0.2559,119.8462,20,2018-09-28T10:02:45.249965Z,2,21,2,23,1.7,-999,0.866141295,1.4,-999,33.89065898,1,1,5,1,6,1,6.1,0,6.1,0,5.8,0,18.19391611,194.739287,248.307437,1,1
76,2704,7.9,56.0039,-149.1658,14.06,2018-01-23T09:31:40.890031Z,0,12,0,18,2.4,-999,1.424110624,-999,-999,-999,1,1,0,0,0,0,0,0,0,0,5.5,0,0,424.4900108,460.7295875,-1,1
77,2709,7,43.53,146.753,44,1980-02-23T05:51:03.199995Z,0,14,0,18,1.1,-999,0.889806616,-999,-999,-999,1,1,14,0,18,0,0,0,0,0,5.9,0,0,91.48641962,114.6619326,-1,3
78,2717,7.1,-15.7675,-74.7092,39,2018-01-14T09:18:45.539972Z,0,3,0,5,1.6,-999,0.143568282,-999,-999,-999,1,1,2,0,3,0,0,0,0,0,5.5,0,0,114.9981085,133.823798,1,3
79,2721,7.3,34.9109,45.9592,19,2017-11-12T18:18:17.180037Z,0,2,0,13,1.9,-999,0.069397445,-999,-999,-999,1,-1,2,0,9,0,0,0,0,0,6,0,0,134.9733889,182.289452,1,3
80,2723,7.2,41.117,-124.253,19,1980-11-08T10:27:33.999987Z,0,3,0,4,2.2,-999,4.283582414,-999,-999,-999,1,1,0,0,0,0,0,0,0,0,5,0,0,114.5220119,156.1879214,1,1
81,2732,7.1,1.6213,126.4156,33,2019-11-14T16:17:40.578000Z,1,33,18,33,1.1,1.454996741,1.758093121,1.7,-999,inf,1,1,24,1,24,12,6.6,0,5.4,0,6,0,130.7624844,41.36845222,133.823798,1,3
82,2738,7.2,-25.856,-175.406,33,1977-10-10T11:53:53.599976Z,0,1,0,5,1.8,-999,inf,-999,-999,-999,1,-1,1,0,3,0,0,0,0,0,5.6,0,0,149.9577856,156.1879214,-1,2
83,2740,7.7,-14.96,-173.085,25,1981-09-01T09:29:31.539989Z,1,7,21,33,2,-999,6.850880749,1.9,-999,inf,1,1,1,1,7,7,6.5,0,5.8,0,6.4,0,290.3101789,297.6572356,338.2345089,1,2
84,2746,7.3,36.195,1.354,10,1980-10-10T12:25:23.500014Z,0,9,0,14,1.1,-999,0.312461261,-999,-999,-999,1,1,6,0,8,0,0,0,0,0,6.2,0,0,38.58284376,182.289452,-1,2
85,2755,7.4,-49.271,164.115,10,2007-09-30T05:23:34.069974Z,0,8,0,10,0.8,-999,0.709480561,-999,-999,-999,1,1,2,0,3,0,0,0,0,0,6.6,0,0,154.5519647,212.7529709,1,3
86,2763,7.1,35.7695,-117.5993333,8,2019-07-06T03:19:53.039968Z,3,3,3,3,1.6,-999,139.1775024,0.7,-999,2.135733089,1,1,2,2,2,2,6.4,0,6.4,0,5.5,0,11.19304606,19.94615107,133.823798,-1,1
87,2770,7.2,-0.5858,128.034,18.98,2019-07-14T09:10:51.522960Z,0,10,0,14,1.4,-999,3.097261974,-999,-999,-999,1,1,4,0,6,0,0,0,0,0,5.8,0,0,93.69249764,156.1879214,1,1
88,2775,7.4,-31.028,-67.767,13,1977-11-23T09:26:24.699984Z,0,59,0,70,1.1,1.12137306,1.986415484,-999,-999,-999,1,1,24,0,28,0,0,0,0,0,6.3,0,0,161.8930075,212.7529709,-1,3
89,2776,7.1,-4.603,140.091,33,1976-06-25T19:18:56.899956Z,0,16,0,29,1.2,-999,0.548653226,-999,-999,-999,2,1,14,0,26,0,0,0,0,0,7.1,0,0,120.6441623,133.823798,-1,0
90,2777,7,-17.098,-172.264,33,1978-06-17T15:11:33.499970Z,0,5,1,8,1.6,-999,0.277628538,-999,-999,-999,1,1,5,0,8,1,5,0,0,0,5.5,0,3.972785035,104.4642142,114.6619326,-1,2
91,2781,7.2,-30.683,-177.358,33,1978-02-09T21:35:12.699977Z,6,19,73,44,0.6,-999,0.82228826,0.9,-999,1.413676557,5,1,12,5,36,55,6.8,0,6.3,0,6.6,0,177.9253041,157.2020032,156.1879214,-1,2
92,2803,7.1,61.3464,-149.9552,46.7,2018-11-30T17:29:29.330016Z,0,5,0,8,1.3,-999,8.355027231,-999,-999,-999,1,1,3,0,4,0,0,0,0,0,5.8,0,0,64.6711131,133.823798,-1,2
93,2806,7,44.915,149.123,41,1976-01-21T10:05:24.099989Z,0,49,0,57,1.1,1.395438007,2.388660363,-999,-999,-999,1,1,49,0,57,0,0,0,0,0,6.1,0,0,110.3540587,114.6619326,-1,3
94,2809,7.9,6.262,124.023,33,1976-08-16T16:11:07.299978Z,2,50,5,97,1.1,1.308115909,1.718213127,2.6,-999,0.136521845,1,1,2,0,8,1,6.5,0,5.3,0,6.8,0,440.3085845,468.9426068,460.7295875,1,3
95,2814,7.5,-6.0699,142.7536,25.21,2018-02-25T17:44:44.140041Z,0,73,0,82,0.8,1.542749254,2.483127747,-999,-999,-999,1,1,10,0,12,0,0,0,0,0,6.7,0,0,143.8455462,248.307437,-1,3
96,2819,7,24.531,98.71,10,1976-05-29T14:00:18.500024Z,1,5,1,9,0.8,-999,0.490338627,0.1,-999,inf,2,2,5,1,9,1,6.9,0,6.9,0,6.3,0,24.96508695,40.59884077,114.6619326,-1,2
97,2822,7,7.409,-78.127,3,1976-07-11T20:41:47.499991Z,2,16,2,20,1.4,-999,0.918800843,0.3,-999,33.54102384,2,2,16,2,20,2,6.7,0,6.7,0,5.7,0,38.67464942,80.4042819,114.6619326,-1,2
98,2826,7.7,38.19,142.028,44,1978-06-12T08:14:26.399991Z,1,10,3,30,1.4,-999,0.648718586,2,-999,inf,1,1,3,1,4,2,6.1,0,5.7,0,6.4,0,69.48812188,295.0060578,338.2345089,1,3
99,2827,7.5,39.57,117.978,23,1976-07-27T19:42:54.600023Z,0,10,0,18,0.1,-999,0.835070728,-999,-999,-999,2,2,1,0,3,0,0,0,0,0,7.4,0,0,101.1089032,248.307437,-1,2
100,2832,7.2,39.243,25.227,10,1981-12-19T14:10:50.720020Z,0,4,0,7,0.7,-999,0.516709435,-999,-999,-999,0,1,2,0,4,0,0,0,0,0,6.8,0,0,114.9623279,156.1879214,-1,2
101,2836,7.1,30.013,57.794,33,1981-07-28T17:22:24.620018Z,0,1,1,3,2,-999,inf,-999,-999,-999,2,-1,1,0,2,1,6.7,0,0,0,5.1,0,13.47866783,76.23108174,133.823798,-1,3
102,2838,7.9,-1.679,136.04,5,1979-09-12T05:17:51.399976Z,0,9,0,34,2,-999,0.537472498,-999,-999,-999,1,1,1,0,2,0,0,0,0,0,6,0,0,436.589397,460.7295875,1,2
103,2840,8,-28.427,-177.657,33,1976-01-14T16:47:33.499999Z,2,2,2,37,2.2,-999,1.00466927,1.8,-999,0.210596207,1,1,0,1,1,1,6.2,0,6.2,0,6.5,0,52.45467131,13545.14496,537.7249613,1,3
104,2841,7.1,-29.934,-177.741,33,1981-12-26T17:05:32.519966Z,9,7,11,26,1.6,-999,0.381686883,0.3,-999,7.382880791,5,2,6,6,19,8,6.8,0,6.8,0,6.5,0,70.27281187,125.5177954,133.823798,1,3
105,2843,7.4,22.282,121.512,17,1978-07-23T14:42:36.899975Z,0,10,3,33,1.9,-999,0.487357473,-999,-999,-999,2,1,4,0,8,3,5.7,0,0,0,7,0,238.3878073,231.3104864,212.7529709,1,3
106,2847,7.7,-9.284,107.419,20,2006-07-17T08:19:26.679996Z,0,92,0,104,1.6,1.617615074,3.54766196,-999,-999,-999,1,1,9,0,13,0,0,0,0,0,6.1,0,0,324.5422117,338.2345089,1,3
107,2848,7.7,54.4434,168.857,10,2017-07-17T23:34:13.739980Z,2,14,8,18,2.2,-999,0.638683761,1.4,-999,161.1173812,1,1,0,1,1,4,6.8,0,6.3,0,6.2,0,292.5469865,312.5012587,338.2345089,1,1
108,2855,7.7,-22.247,-69.89,40,2007-11-14T15:40:50.530019Z,0,38,0,47,0.9,1.012465663,1.326847075,-999,-999,-999,1,1,9,0,13,0,0,0,0,0,6.8,0,0,273.6360261,338.2345089,1,3
109,2870,7.3,39.121,44.029,36,1976-11-24T12:22:18.799970Z,0,4,0,9,1.8,-999,4.504322511,-999,-999,-999,1,1,1,0,2,0,0,0,0,0,5.5,0,0,57.16887339,182.289452,-1,2
110,2871,7.9,-12.525,165.916,33,1980-07-17T19:42:23.200012Z,17,20,17,57,1.2,-999,0.75258043,0.4,-999,2.006969464,2,2,2,4,6,4,7.5,0,7.5,0,6.9,0,105.9673919,459.5344792,460.7295875,1,3
111,2874,7.6,-16.696,-172.095,33,1977-04-02T07:15:22.700011Z,0,6,0,52,2.3,-999,0.217130426,-999,-999,-999,1,1,0,0,9,0,0,0,0,0,6.3,0,0,279.247189,289.8036301,-1,2
112,2875,7.1,19.066,122.096,15,1979-08-26T14:31:22.099984Z,0,0,0,2,-999,-999,-999,-999,-999,-999,-1,-1,0,0,1,0,0,0,0,0,0,0,0,0,133.823798,-1,2
113,2886,7.1,42.839,78.606,33,1978-03-24T21:05:48.200032Z,0,1,0,1,2.1,-999,inf,-999,-999,-999,-1,-1,0,0,0,0,0,0,0,0,5,0,0,14.76405342,133.823798,-1,2
