,Unnamed: 0.1,Unnamed: 0,cid,m0,lat0,lon0,depth0,ot0,nf,na,nf_all,na_all,dm_a,b_a,rate_a,dm_f,b_f,rate_f,c_type,c_type60,na_apr,nf_apr,na_all_apr,nf_all_apr,MmaxFS,dtmaxFS,MmaxFS60,dtmaxFS60,MmaxAS,dtmaxAS,RmaxFS,RmaxAS,Rpred,InterIntra,fstyle
0,0,0,1,9.1,38.297,142.373,29.0,2011-03-11T05:46:24.119965Z,41,568,41,622,1.1999999999999993,0.9882983402285552,19.3896799227266,1.7999999999999998,1.1377682912481355,1.4028570500475637,1,1,3,1,3,1,7.3,-434559.130065,7.3,-434559.130065,7.9,3510.870044,1245.1834350622375,1340.8702697054239,1471.5846019280557,1.0,3.0
1,1,1,2,9.1,3.295,95.982,30.0,2004-12-26T00:58:53.449996Z,3,310,3,479,1.9,1.050166063884617,10.439121058213376,3.6999999999999993,-999.0,0.2181510089445137,1,1,1,0,1,0,5.4,2427378.129963,5.4,2427378.129963,7.2,13278.009974,703.9764951088036,1314.6510293462154,1471.5846019280557,1.0,3.0
2,2,2,3,8.8,-36.122,-72.898,22.9,2010-02-27T06:34:11.529981Z,2,310,2,326,1.4000000000000004,1.280982772502456,10.465157332222448,3.500000000000001,-999.0,0.1000968494925395,1,1,3,0,3,0,5.3,2421842.230016,5.3,2421842.230016,7.4,5942.970008,1359.915647131394,1303.007695522244,1388.4626834569187,1.0,3.0
3,3,3,4,8.6,2.085,97.108,30.0,2005-03-28T16:09:36.530032Z,11,140,11,166,1.9,1.208771917822173,4.7497580955197805,2.8,-999.0,0.4970095545982851,1,1,1,0,3,0,5.8,-27308.259996,5.8,-27308.259996,6.9,3932035.819948,987.6317502417086,1000.9112560620206,1019.3093880125635,1.0,3.0
4,4,4,5,8.6,2.327,93.063,20.0,2012-04-11T08:38:36.719976Z,2,75,2,79,0.4000000000000003,1.1822898781395226,3.2173560550046254,3.3999999999999995,-999.0,0.123599684596021,2,2,1,0,1,0,5.2,988584.759932,5.2,988584.759932,8.2,10524.610023,917.1437541683518,974.4730273328084,1019.3093880125635,-1.0,1.0
5,5,5,6,8.4,-4.438,101.367,34.0,2007-09-12T11:10:26.829987Z,6,90,6,106,0.5,1.1010282639800764,3.045945967941502,3.2,-999.0,0.2592764048690578,1,1,5,0,6,0,5.2,-154369.700027,5.2,-154369.700027,7.9,47123.460031,729.3422649478887,650.0954666418021,748.3036028766184,1.0,3.0
6,6,6,7,8.4,-16.265,-73.641,33.0,2001-06-23T20:33:14.130024Z,0,62,0,71,0.8000000000000007,1.0727592780080335,4.421401454998629,-999.0,-999.0,-999.0,1,1,3,0,4,0,0.0,0.0,0.0,0.0,7.6,1171511.309954,0.0,583.8565860732807,748.3036028766184,1.0,3.0
7,7,7,8,8.3,43.773,147.321,14.0,1994-10-04T13:22:55.840019Z,3,144,3,160,1.0000000000000009,1.2894516576096555,4.816064883725273,3.1000000000000005,-999.0,0.1954358431874701,1,1,1,0,1,0,5.2,1077997.129974,5.2,1077997.129974,7.3,415559.28995,395.90134442107455,445.5620119904788,641.1560464814495,1.0,3.0
8,8,8,9,8.3,-11.164,118.378,25.0,1977-08-19T06:08:55.509960Z,1,94,1,144,2.200000000000001,1.0915422807194033,3.273963980460283,2.200000000000001,-999.0,inf,1,1,0,0,0,0,6.1,-300923.690033,6.1,-300923.690033,6.3,4264181.090011,2.378492064552155,534.710884928263,641.1560464814495,-1.0,2.0
9,9,9,10,8.3,-31.5729,-71.6744,22.44,2015-09-16T22:54:32.860026Z,3,90,3,101,1.3000000000000007,0.8515578076534353,3.5729756169710045,2.6000000000000005,-999.0,0.1548179276377686,1,1,6,0,9,0,5.7,2072668.440046,5.7,2072668.440046,7.0,2219.94,588.4275294814745,242.12336364794984,641.1560464814495,1.0,3.0
10,10,10,11,8.3,46.592,153.266,10.0,2006-11-15T11:14:13.570027Z,9,93,9,123,1.6000000000000003,1.1827053240703491,3.209720544658068,2.4000000000000004,-999.0,0.3073799227530867,2,1,3,0,4,0,5.9,-228083.129934,5.9,-228083.129934,8.1,5091826.149955,287.8264656420095,597.17341332848,641.1560464814495,1.0,3.0
11,11,11,12,8.2,41.815,143.91,27.0,2003-09-25T19:50:06.360003Z,2,46,2,60,0.7999999999999989,0.8088075371477569,2.079869304882987,2.7,-999.0,0.1143635866610936,1,1,3,0,4,0,5.5,2281406.390007,5.5,2281406.390007,7.4,9014.179994,425.62430046873527,506.0061106380138,549.3506570855053,1.0,3.0
12,12,12,13,8.2,0.802,92.463,25.1,2012-04-11T10:43:10.849955Z,0,0,0,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-1,-1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,549.3506570855053,-1.0,1.0
13,13,13,14,8.2,15.0222,-93.8993,47.39,2017-09-08T04:49:19.179983Z,3,39,3,43,2.1,1.3389316042867028,1.858884772744252,2.8999999999999995,-999.0,0.2922950648787225,1,1,0,0,0,0,5.3,1522187.329998,5.3,1522187.329998,6.1,332590.480009,291.05845261899714,225.20807294694808,549.3506570855053,-1.0,2.0
14,14,14,15,8.2,-19.6097,-70.7691,25.0,2014-04-01T23:46:47.260043Z,25,58,25,64,0.4999999999999991,0.9294863450327906,2.585017795667526,1.4999999999999991,-999.0,3.0772601291267465,1,1,6,4,6,4,6.7,1391417.660019,6.7,1391417.660019,7.7,-901908.860031,64.90010597159763,206.3757204836786,549.3506570855053,1.0,3.0
15,15,15,16,8.1,-15.489,-172.095,18.0,2009-09-29T17:48:10.990025Z,0,94,0,101,1.7999999999999998,1.329761605827545,3.142303008154068,-999.0,-999.0,-999.0,1,1,2,0,2,0,0.0,0.0,0.0,0.0,6.3,1497548.180018,0.0,436.7426521461513,470.69063154972355,-1.0,2.0
16,16,16,17,8.1,-49.312,161.345,10.0,2004-12-23T14:59:04.409978Z,0,6,0,6,2.0,-999.0,0.5399006807486675,-999.0,-999.0,-999.0,1,1,1,0,1,0,0.0,0.0,0.0,0.0,6.1,-0.0,0.0,154.3893289703474,470.69063154972355,1.0,1.0
17,17,17,18,8.1,46.243,154.524,10.0,2007-01-13T04:23:21.159979Z,0,6,0,9,2.7,-999.0,0.243442113708634,-999.0,-999.0,-999.0,4,4,0,0,0,0,0.0,0.0,0.0,0.0,5.4,889888.300005,0.0,399.7390931319029,470.69063154972355,-1.0,2.0
18,18,18,19,8.1,-0.891,136.952,33.0,1996-02-17T05:59:30.550039Z,1,36,1,37,1.5999999999999996,0.8833108106506824,1.7663554468132436,3.0,-999.0,inf,1,1,4,0,4,0,5.1,932596.960063,5.1,932596.960063,6.5,57494.399966,306.340983588769,414.449939492027,470.69063154972355,1.0,3.0
19,19,19,20,8.1,-62.877,149.527,10.0,1998-03-25T03:12:25.069968Z,0,7,0,7,1.6999999999999993,-999.0,0.2883032400899829,-999.0,-999.0,-999.0,1,1,1,0,1,0,0.0,0.0,0.0,0.0,6.4,32697.43001,0.0,190.49725771668702,470.69063154972355,-1.0,1.0
20,20,20,21,8.1,-8.466,157.043,24.0,2007-04-01T20:39:58.710036Z,1,93,1,103,1.1999999999999993,0.951457875547761,3.184093090110544,2.8,-999.0,inf,1,1,8,0,8,0,5.3,554474.880057,5.3,554474.880057,6.9,2123.989948,21.204719516602896,308.7824922777004,470.69063154972355,1.0,3.0
21,21,21,22,8.0,-28.427,-177.657,33.0,1976-01-14T16:47:33.499999Z,13,56,13,60,1.7000000000000002,0.9767265456458676,2.118169833674354,1.7000000000000002,-999.0,0.9557397695695856,1,1,5,2,6,2,6.3,-352806.799997,6.3,-352806.799997,6.3,51281.699958,203.39051608095056,472.6642851295799,537.7249613305888,1.0,3.0
22,22,22,23,8.0,51.52,-174.776,33.0,1986-05-07T22:47:10.870027Z,3,86,3,94,1.5,1.193269183504144,2.976066837786401,1.7000000000000002,-999.0,107.90693060632088,1,1,3,1,4,1,6.3,-3904.130011,6.3,-3904.130011,6.5,0.0,22.30540590665758,532.9623944728357,537.7249613305888,1.0,3.0
23,23,23,24,8.0,-52.341,160.568,10.0,1989-05-23T10:54:46.320021Z,1,22,1,24,2.0,-999.0,0.7612820046457885,2.5,-999.0,inf,1,1,2,0,3,0,5.5,1192836.670014,5.5,1192836.670014,6.4,1646823.390014,107.62936673122049,291.4135899895448,537.7249613305888,1.0,1.0
24,24,24,25,8.0,-23.34,-70.294,45.6,1995-07-30T05:11:23.630031Z,0,26,0,26,1.5999999999999996,-999.0,2.2546720536274028,-999.0,-999.0,-999.0,1,1,4,0,4,0,0.0,0.0,0.0,0.0,6.4,333956.269966,0.0,186.11262123554593,537.7249613305888,1.0,3.0
25,25,25,26,8.0,-33.135,-71.871,33.0,1985-03-03T22:47:07.280014Z,8,59,8,64,0.5999999999999996,0.759211094290129,2.778644302326573,2.3,-999.0,0.3638025399550403,1,1,11,0,13,0,5.7,878036.169974,5.7,878036.169974,7.4,16247.199976,413.9825673603079,232.33138585860326,537.7249613305888,1.0,3.0
26,26,26,27,8.0,-10.799,165.114,24.0,2013-02-06T01:12:25.829968Z,23,184,23,188,0.9000000000000004,1.203466636599373,7.479111393149345,1.5999999999999996,-999.0,0.8729674902281813,1,1,11,7,11,7,6.4,356032.759998,6.4,356032.759998,7.1,317678.690021,342.3567437326561,248.53099234500124,537.7249613305888,1.0,3.0
27,27,27,28,8.0,-13.386,-76.603,39.0,2007-08-15T23:40:57.889981Z,1,34,1,37,1.5999999999999996,1.0113707112815449,1.6621623929289964,3.0,-999.0,inf,1,1,3,0,3,0,5.0,1589339.719994,5.0,1589339.719994,6.4,36174.420022,301.8632720201272,427.3140621901556,537.7249613305888,1.0,3.0
28,28,28,29,8.0,18.19,-102.533,27.9,1985-09-19T13:17:47.350031Z,0,4,0,5,0.4000000000000003,-999.0,0.476692252328814,-999.0,-999.0,-999.0,2,2,1,0,1,0,0.0,0.0,0.0,0.0,7.6,498369.709933,0.0,175.69027164831064,537.7249613305888,1.0,3.0
29,29,29,30,8.0,-3.98,152.169,33.0,2000-11-16T04:54:56.740031Z,5,171,5,182,0.2000000000000001,1.0166236332026843,6.206789590159647,1.0,-999.0,0.2525778153213587,3,3,14,2,16,2,7.0,1541867.970071,7.0,1541867.970071,7.8,156630.729978,241.26318922731565,495.65803427261187,537.7249613305888,1.0,3.0
30,30,30,31,8.0,19.055,-104.205,33.0,1995-10-09T15:35:53.910013Z,1,4,1,5,2.0,-999.0,0.4466544476713148,2.2,-999.0,inf,1,1,1,0,1,0,5.8,296548.640006,5.8,296548.640006,6.0,614527.629977,25.996537987217817,123.36179663726492,537.7249613305888,1.0,3.0
31,31,31,32,8.0,-20.187,-174.123,55.0,2006-05-03T15:26:40.290002Z,5,39,5,47,2.0,1.33893160428671,1.3163104165879769,2.0,-999.0,0.184196012802941,1,1,2,1,2,1,6.0,244401.350023,6.0,244401.350023,6.0,139779.999994,536.8787699992318,539.7476220911035,537.7249613305888,-1.0,3.0
32,32,32,33,7.9,36.281,141.111,42.6,2011-03-11T06:15:40.279963Z,0,0,0,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-1,-1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,460.72958753073897,1.0,3.0
33,33,33,34,7.9,6.262,124.023,33.0,1976-08-16T16:11:07.299978Z,2,49,2,59,1.1000000000000003,1.3685163738430437,1.6838488641973772,2.6000000000000005,-999.0,0.1365218452722546,1,1,1,0,2,0,5.3,-112674.600022,5.3,-112674.600022,6.8,47262.000005,440.30858454174256,421.29941669514426,460.72958753073897,1.0,3.0
34,34,34,35,7.9,-2.625,100.841,35.0,2007-09-12T23:49:03.720025Z,0,0,0,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-1,-1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,460.72958753073897,1.0,3.0
35,35,35,36,7.9,-4.721,102.087,33.0,2000-06-04T16:28:26.170032Z,0,50,0,56,1.2000000000000002,1.262483959021083,2.1256298826737345,-999.0,-999.0,-999.0,1,1,4,0,5,0,0.0,0.0,0.0,0.0,6.7,285420.510002,0.0,433.20113873542266,460.72958753073897,-1.0,0.0
36,36,36,37,7.9,-13.802,97.453,10.0,2000-06-18T14:44:13.310013Z,0,3,0,3,2.1000000000000005,-999.0,0.8894696980866572,-999.0,-999.0,-999.0,1,1,0,0,0,0,0.0,0.0,0.0,0.0,5.8,161386.729951,0.0,66.3317986094331,460.72958753073897,-1.0,1.0
37,37,37,38,7.9,58.679,-142.786,10.0,1987-11-30T19:23:19.590001Z,7,7,7,7,2.0,-999.0,0.4727363423041322,1.0,-999.0,0.8096488076591881,1,1,1,1,1,1,6.9,1161386.270033,6.9,1161386.270033,5.9,-1395289.629965,435.39019332598644,81.39740640868077,460.72958753073897,-1.0,1.0
38,38,38,39,7.9,56.0039,-149.1658,14.06,2018-01-23T09:31:40.890031Z,0,12,0,13,2.4000000000000004,-999.0,1.4241106241328996,-999.0,-999.0,-999.0,1,1,0,0,0,0,0.0,0.0,0.0,0.0,5.5,52387.829998,0.0,91.81258683108275,460.72958753073897,-1.0,1.0
39,39,39,40,7.9,31.002,103.322,19.0,2008-05-12T06:28:01.570018Z,0,50,0,50,1.8000000000000007,1.4573640332323927,2.090613580578013,-999.0,-999.0,-999.0,1,1,2,0,2,0,0.0,0.0,0.0,0.0,6.1,16980.909987,0.0,289.8639622602664,460.72958753073897,-1.0,3.0
40,40,40,41,7.9,0.729,119.931,24.0,1996-01-01T08:05:10.830021Z,0,8,0,10,2.3000000000000007,-999.0,0.3028422759706822,-999.0,-999.0,-999.0,1,1,0,0,1,0,0.0,0.0,0.0,0.0,6.1,2286539.489946,0.0,49.18679690782922,460.72958753073897,1.0,3.0
41,41,41,42,7.9,51.564,-177.632,33.0,1996-06-10T04:03:35.479989Z,2,33,2,38,0.6000000000000005,1.0898644793009362,1.661811488685394,1.4000000000000004,-999.0,4.491334293631663,1,1,2,1,3,1,6.5,-169546.729997,6.5,-169546.729997,7.3,40880.520024,38.8604161963892,450.36893007452795,460.72958753073897,1.0,3.0
42,42,42,43,7.9,-1.679,136.04,5.0,1979-09-12T05:17:51.399976Z,1,9,1,22,2.0,-999.0,0.537472498256357,2.4000000000000004,-999.0,inf,1,1,1,0,2,0,5.5,596412.099993,5.5,596412.099993,6.0,3094212.299993,439.3510046905584,436.5893969644545,460.72958753073897,1.0,2.0
43,43,43,44,7.9,63.5141,-147.4529,4.2,2002-11-03T22:12:41.517964Z,1,19,1,19,2.3000000000000007,-999.0,0.6940783135420937,1.3000000000000007,-999.0,inf,1,1,0,1,0,1,6.6,989122.08499,6.6,989122.08499,5.6,1252.719991,22.754133048006775,318.95886079967653,460.72958753073897,-1.0,1.0
44,44,44,45,7.9,44.663,149.3,33.0,1995-12-03T18:01:08.989970Z,24,60,24,70,1.4000000000000004,1.076763178272525,2.3890365343598363,1.3000000000000007,-999.0,2.704011020181038,1,1,8,4,9,4,6.6,779817.11999,6.6,779817.11999,6.5,16460.509993,383.959180454706,347.9981253480458,460.72958753073897,1.0,3.0
45,45,45,46,7.9,-12.525,165.916,33.0,1980-07-17T19:42:23.200012Z,18,20,18,24,1.2000000000000002,-999.0,0.7525804297444351,0.4000000000000003,-999.0,2.1250264910579224,2,2,2,4,2,4,7.5,715294.000021,7.5,715294.000021,6.7,-713888.700049,270.21544666976854,331.37901535916893,460.72958753073897,1.0,3.0
46,46,46,47,7.8,12.982,144.801,59.3,1993-08-08T08:34:24.929992Z,1,15,1,18,1.5999999999999996,-999.0,0.5584486417455593,2.7,-999.0,inf,1,1,2,0,3,0,5.1,-41330.000044,5.1,-41330.000044,6.2,349370.44001,15.632804467490505,119.94517256939176,394.75897176315374,-1.0,3.0
47,47,47,48,7.8,52.788,-132.101,14.0,2012-10-28T03:04:08.819994Z,0,26,0,26,1.5,-999.0,1.6205400917674606,-999.0,-999.0,-999.0,1,1,2,0,2,0,0.0,0.0,0.0,0.0,6.3,57012.010006,0.0,111.98896262248361,394.75897176315374,1.0,3.0
48,48,48,49,7.8,0.3819,-79.9218,20.59,2016-04-16T23:58:36.979971Z,0,11,0,13,1.5999999999999996,-999.0,1.1116526154024788,-999.0,-999.0,-999.0,1,1,5,0,7,0,0.0,0.0,0.0,0.0,6.9,290110.350034,0.0,112.94031897320923,394.75897176315374,1.0,3.0
49,49,49,50,7.8,40.525,143.419,26.5,1994-12-28T12:19:23.029972Z,1,48,1,53,0.7999999999999998,0.960651388541755,2.01944614839867,2.6,-999.0,inf,1,1,7,0,9,0,5.2,1565560.469986,5.2,1565560.469986,7.0,845726.740063,271.5189226686041,244.38295469165496,394.75897176315374,1.0,3.0
50,50,50,51,7.8,-8.48,121.896,27.7,1992-12-12T05:29:26.349998Z,1,27,1,32,1.7000000000000002,-999.0,1.6933201388017398,2.8,-999.0,inf,1,1,1,0,2,0,5.0,615757.350042,5.0,615757.350042,6.1,5525.769968,220.4951414195051,270.0057068222834,394.75897176315374,1.0,3.0
51,51,51,52,7.8,-42.7373,173.054,15.11,2016-11-13T11:02:56.340035Z,0,38,0,40,1.2999999999999998,0.9650988486738926,1.838515817813288,-999.0,-999.0,-999.0,1,1,5,0,5,0,0.0,0.0,0.0,0.0,6.5,48686.26997,0.0,169.1292724485144,394.75897176315374,-1.0,3.0
52,52,52,53,7.8,-10.477,112.835,18.4,1994-06-02T18:17:34.020042Z,0,84,0,91,1.2000000000000002,1.1730140347226066,3.295015072069861,-999.0,-999.0,-999.0,1,1,8,0,8,0,0.0,0.0,0.0,0.0,6.6,96565.859938,0.0,201.81657760825257,394.75897176315374,1.0,3.0
53,53,53,54,7.8,-10.6812,161.3273,40.0,2016-12-08T17:38:46.279973Z,1,73,1,77,0.8999999999999995,1.2123708290224622,2.6900466201693924,2.8,-999.0,inf,1,1,8,0,10,0,5.0,578289.289944,5.0,578289.289944,6.9,92076.479992,120.67409992943233,343.5048859665226,394.75897176315374,1.0,3.0
54,54,54,55,7.8,-3.487,100.082,20.1,2010-10-25T14:42:22.460021Z,0,18,0,19,1.5,-999.0,0.84778458438504,-999.0,-999.0,-999.0,1,1,2,0,2,0,0.0,0.0,0.0,0.0,6.3,17708.689936,0.0,208.41207987093375,394.75897176315374,1.0,3.0
55,55,55,56,7.8,56.953,-143.032,10.0,1988-03-06T22:35:38.139968Z,0,5,0,7,1.5999999999999996,-999.0,0.2263404470730008,-999.0,-999.0,-999.0,1,1,1,0,2,0,0.0,0.0,0.0,0.0,6.2,2340.319996,0.0,250.35331300603664,394.75897176315374,-1.0,1.0
56,56,56,57,7.8,1.186,122.857,25.7,1990-04-18T13:39:19.009983Z,1,36,1,40,1.2999999999999998,0.995834480797266,1.3238895819600165,2.7,-999.0,inf,1,1,5,0,6,0,5.1,1225911.779991,5.1,1225911.779991,6.5,116629.119993,227.458899451706,311.671392655741,394.75897176315374,1.0,3.0
57,57,57,58,7.8,-5.496,151.781,33.0,2000-11-17T21:01:56.490014Z,0,0,0,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-1,-1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,394.75897176315374,1.0,3.0
58,58,58,59,7.8,35.946,90.541,10.0,2001-11-14T09:26:10.010002Z,0,12,0,12,2.2,-999.0,0.5048567506751525,-999.0,-999.0,-999.0,1,1,0,0,0,0,0.0,0.0,0.0,0.0,5.6,1145.240026,0.0,358.57136182029313,394.75897176315374,-1.0,1.0
59,59,59,60,7.8,28.2305,84.7314,8.22,2015-04-25T06:11:25.949991Z,1,32,1,32,0.5,0.9203591669472888,1.50791337921055,2.8,-999.0,inf,1,1,5,0,5,0,5.0,-61489.500022,5.0,-61489.500022,7.3,1473126.720014,240.01353409538976,361.25859164239006,394.75897176315374,1.0,3.0
60,60,60,61,7.8,2.383,97.048,31.0,2010-04-06T22:15:01.579969Z,1,4,1,6,2.5,-999.0,0.6776953744560003,2.0,-999.0,inf,1,1,0,1,1,1,5.8,2099760.610005,5.8,2099760.610005,7.2,512308.060069,118.69389388976765,190.10348166440195,394.75897176315374,1.0,3.0
61,61,61,62,7.8,51.146,178.65,33.0,2003-11-17T06:43:06.800021Z,1,23,1,23,1.5999999999999996,-999.0,1.0339332770303598,2.2,-999.0,inf,1,1,2,0,2,0,5.6,2144907.120016,5.6,2144907.120016,6.2,971728.249965,139.48486436209606,146.2026440248795,394.75897176315374,1.0,3.0
62,62,62,63,7.8,54.841,162.035,33.0,1997-12-05T11:26:54.689998Z,3,62,3,64,1.3999999999999997,1.2761259657820685,2.2666385627448147,2.3,-999.0,7.619188700853321,1,1,5,0,5,0,5.5,-46692.08997,5.5,-46692.08997,6.4,26488.09996,56.32525900540036,170.97022892021613,394.75897176315374,1.0,3.0
63,63,63,64,7.8,-5.233,153.102,30.0,2000-11-16T07:42:16.929960Z,0,0,0,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-1,-1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,394.75897176315374,1.0,3.0
64,64,64,65,7.8,-4.9521,94.3299,24.0,2016-03-02T12:49:48.110044Z,0,3,0,4,2.2,-999.0,1.3547334525121175,-999.0,-999.0,-999.0,1,1,0,0,0,0,0.0,0.0,0.0,0.0,5.6,40862.27995,0.0,85.57125303239096,394.75897176315374,-1.0,1.0
65,65,65,66,7.8,-12.517,166.382,35.0,2009-10-07T22:18:51.239978Z,4,87,4,92,0.3999999999999994,1.0841784770612028,3.6850618881613184,0.0999999999999996,-999.0,5.594852087634755,3,3,12,2,12,2,7.7,-427246.879996,7.7,-427246.879996,7.4,3296.919977,93.6280634681498,209.3790795521823,394.75897176315374,1.0,3.0
