,Unnamed: 0.1,Unnamed: 0,cid,m0,lat0,lon0,depth0,ot0,nf,na,nf_all,na_all,dm_a,b_a,rate_a,dm_f,b_f,rate_f,c_type,c_type60,na_apr,nf_apr,na_all_apr,nf_all_apr,MmaxFS,dtmaxFS,MmaxFS60,dtmaxFS60,MmaxAS,dtmaxAS,RmaxFS,RmaxAS,Rpred,InterIntra,fstyle
66,66,66,67,7.8,-45.762,166.562,12.0,2009-07-15T09:22:29.029989Z,0,21,0,22,1.7000000000000002,-999.0,1.0023275610086542,-999.0,-999.0,-999.0,1,1,1,0,1,0,0.0,0.0,0.0,0.0,6.1,1250431.880025,0.0,99.6851507597703,394.75897176315374,1.0,3.0
67,67,67,68,7.7,-28.117,-176.367,29.1,1986-10-20T06:46:09.980027Z,1,68,1,89,1.5,1.081759149063045,2.270080256032877,2.7,-999.0,inf,1,1,11,0,13,0,5.0,1618113.490046,5.0,1618113.490046,6.2,1617795.749976,309.73211251946833,250.73369067302428,338.2345089289617,-1.0,1.0
68,68,68,69,7.7,38.058,144.59,18.6,2011-03-11T06:25:50.300000Z,0,0,0,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-1,-1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,338.2345089289617,1.0,3.0
69,69,69,70,7.7,-13.006,166.51,45.0,2009-10-07T22:03:14.470014Z,0,0,0,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-1,-1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,338.2345089289617,1.0,3.0
70,70,70,71,7.7,-14.96,-173.085,25.0,1981-09-01T09:29:31.539989Z,1,7,1,8,2.0,-999.0,6.8508807494355946,1.9000000000000004,-999.0,inf,1,1,1,1,1,1,5.8,-90081.34001,5.8,-90081.34001,5.7,32955.940014,29.527624707893036,64.49898944514598,338.2345089289617,1.0,2.0
71,71,71,72,7.7,-2.071,124.891,33.0,1998-11-29T14:10:31.959983Z,0,4,0,5,1.6000000000000003,-999.0,0.1485815562442207,-999.0,-999.0,-999.0,1,1,2,0,2,0,0.0,0.0,0.0,0.0,6.1,128982.640032,0.0,333.7345867664633,338.2345089289617,-1.0,0.0
72,72,72,73,7.7,23.419,70.232,16.0,2001-01-26T03:16:40.499995Z,0,9,0,9,1.9000000000000004,-999.0,0.3718704152679631,-999.0,-999.0,-999.0,1,1,1,0,1,0,0.0,0.0,0.0,0.0,5.8,164730.199997,0.0,44.83724766905578,338.2345089289617,-1.0,3.0
73,73,73,74,7.7,-14.993,-75.675,33.0,1996-11-12T16:59:44.029963Z,0,19,0,20,1.6000000000000003,-999.0,1.0384238193741802,-999.0,-999.0,-999.0,1,1,4,0,4,0,0.0,0.0,0.0,0.0,6.1,34915.910031,0.0,146.745647810993,338.2345089289617,1.0,3.0
74,74,74,75,7.7,42.851,139.197,16.7,1993-07-12T13:17:11.959990Z,1,24,1,25,1.2000000000000002,-999.0,0.9141170137283756,2.7,-999.0,inf,1,1,3,0,3,0,5.0,1744774.600002,5.0,1744774.600002,6.5,1474567.480022,275.3480087911667,300.9989219531103,338.2345089289617,-1.0,3.0
75,75,75,76,7.7,11.742,-87.34,44.8,1992-09-02T00:16:01.689976Z,3,23,3,23,1.7000000000000002,-999.0,1.5354117430292795,2.0,-999.0,0.1652498500361149,1,1,6,1,6,1,5.7,1966006.279933,5.7,1966006.279933,6.0,-1966006.279933,295.3820894694541,193.83208826404203,338.2345089289617,1.0,3.0
76,76,76,77,7.7,-22.247,-69.89,40.0,2007-11-14T15:40:50.530019Z,0,38,0,41,0.9000000000000004,1.0124656633327362,1.326847075024748,-999.0,-999.0,-999.0,1,1,9,0,10,0,0.0,0.0,0.0,0.0,6.8,84307.819938,0.0,165.9571230952935,338.2345089289617,1.0,3.0
77,77,77,78,7.7,13.049,-88.66,60.0,2001-01-13T17:33:32.379955Z,0,11,0,14,1.7999999999999998,-999.0,0.4683385337302326,-999.0,-999.0,-999.0,1,1,6,0,8,0,0.0,0.0,0.0,0.0,6.6,2965439.040078,0.0,265.77623313819555,338.2345089289617,-1.0,2.0
78,78,78,79,7.7,15.679,121.172,25.1,1990-07-16T07:26:34.610006Z,1,52,1,55,1.2000000000000002,1.352294195147849,1.957572048348989,2.3,-999.0,inf,1,1,5,0,5,0,5.4,2134162.210031,5.4,2134162.210031,6.5,137616.700029,277.46132973671945,205.08922265908507,338.2345089289617,-1.0,1.0
79,79,79,80,7.7,23.772,120.982,33.0,1999-09-20T17:47:18.490009Z,1,25,1,31,1.2000000000000002,-999.0,0.8954450129720076,2.3,-999.0,inf,1,1,8,0,10,0,5.4,876539.960006,5.4,876539.960006,6.5,-876539.960006,188.96250207883978,166.816217015198,338.2345089289617,1.0,3.0
80,80,80,81,7.7,38.19,142.028,44.0,1978-06-12T08:14:26.399991Z,6,10,6,14,1.4000000000000004,-999.0,0.6487185855620354,1.9000000000000004,-999.0,0.2097875354908687,1,1,3,3,3,3,5.8,2332228.399982,5.8,2332228.399982,6.3,542733.50004,319.53438825560687,222.37192955290374,338.2345089289617,1.0,3.0
81,81,81,82,7.7,-12.584,166.676,33.0,1997-04-21T12:02:26.430024Z,0,34,0,35,1.5,1.0398600270922946,3.531386841509747,-999.0,-999.0,-999.0,1,1,7,0,7,0,0.0,0.0,0.0,0.0,6.2,541.430015,0.0,172.69095492222303,338.2345089289617,1.0,3.0
82,82,82,83,7.7,54.4434,168.857,10.0,2017-07-17T23:34:13.739980Z,2,14,2,15,2.2,-999.0,0.6386837606239195,1.4000000000000004,-999.0,161.11738121753356,1,1,0,1,0,1,6.3,-257126.549991,6.3,-257126.549991,5.5,0.0,20.321696177300016,312.5012587417571,338.2345089289617,1.0,1.0
83,83,83,84,7.7,-20.5709,-70.4931,22.4,2014-04-03T02:43:13.110038Z,0,0,0,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-1,-1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,338.2345089289617,1.0,3.0
84,84,84,85,7.7,22.789,99.611,17.8,1988-11-06T13:03:19.340034Z,0,12,0,14,1.2999999999999998,-999.0,0.5044110841793205,-999.0,-999.0,-999.0,1,1,3,0,3,0,0.0,0.0,0.0,0.0,6.4,744.04,0.0,71.53801643556449,338.2345089289617,-1.0,2.0
85,85,85,86,7.7,26.951,65.5009,15.0,2013-09-24T11:29:47.970038Z,0,9,0,9,0.9000000000000004,-999.0,0.3738974029646973,-999.0,-999.0,-999.0,1,1,2,0,2,0,0.0,0.0,0.0,0.0,6.8,331458.480003,0.0,181.21269415810394,338.2345089289617,1.0,3.0
86,86,86,87,7.7,-5.799,154.178,30.1,1995-08-16T10:27:28.629960Z,2,23,2,28,0.5,-999.0,1.6633196460371085,1.9000000000000004,-999.0,6.428798631507755,1,1,8,1,10,1,5.8,2408342.429944,5.8,2408342.429944,7.2,55949.83002,167.08254746425553,297.1584621134749,338.2345089289617,1.0,3.0
87,87,87,88,7.7,1.598,-79.358,24.0,1979-12-12T07:59:03.299969Z,0,20,0,21,1.9000000000000004,-999.0,0.7788255716094888,-999.0,-999.0,-999.0,1,1,2,0,2,0,0.0,0.0,0.0,0.0,5.8,77924.500075,0.0,262.95752087098293,338.2345089289617,-1.0,2.0
88,88,88,89,7.7,16.01,-96.591,18.0,1978-11-29T19:52:47.600025Z,0,5,0,7,2.0,-999.0,0.1724827903530406,-999.0,-999.0,-999.0,1,1,1,0,1,0,0.0,0.0,0.0,0.0,5.7,3421.199981,0.0,190.68255944358123,338.2345089289617,1.0,3.0
89,89,89,90,7.7,-60.2738,-46.4011,10.0,2013-11-17T09:04:55.529990Z,8,18,8,18,1.9000000000000004,-999.0,14.071640871649388,0.7999999999999998,-999.0,3.03604539623552,1,1,2,2,2,2,6.9,-16669.050051,6.9,-16669.050051,5.8,366.020033,45.23402200368826,206.48528822411356,338.2345089289617,-1.0,3.0
90,90,90,91,7.7,-23.008,169.9,20.2,1995-05-16T20:12:44.219978Z,0,26,0,34,1.2000000000000002,-999.0,2.7673035497731995,-999.0,-999.0,-999.0,1,1,5,0,7,0,0.0,0.0,0.0,0.0,6.5,54665.320008,0.0,102.64310809138847,338.2345089289617,-1.0,2.0
91,91,91,92,7.7,-0.414,132.885,17.0,2009-01-03T19:43:50.650031Z,0,45,0,49,0.2999999999999998,1.4975671789767346,1.6478181432014432,-999.0,-999.0,-999.0,2,2,4,0,4,0,0.0,0.0,0.0,0.0,7.4,10189.639993,0.0,109.82302351512224,338.2345089289617,1.0,3.0
92,92,92,93,7.7,-9.284,107.419,20.0,2006-07-17T08:19:26.679996Z,0,92,0,96,1.6000000000000003,1.6176150742955084,3.547661960122634,-999.0,-999.0,-999.0,1,1,9,0,9,0,0.0,0.0,0.0,0.0,6.1,26793.139998,0.0,167.00500235108328,338.2345089289617,1.0,3.0
93,93,93,94,7.6,17.802,-101.647,30.8,1985-09-21T01:37:13.470009Z,0,0,0,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-1,-1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,289.8036300972396,1.0,3.0
94,94,94,95,7.6,-1.757,134.297,10.0,2002-10-10T10:50:20.570034Z,8,18,8,18,0.8999999999999995,-999.0,10.80529084528868,1.1999999999999993,-999.0,0.9912864600481344,1,1,4,2,4,2,6.4,1710405.11001,6.4,1710405.11001,6.7,37777.940011,170.63126923912492,229.3721157330779,289.8036300972396,1.0,1.0
95,95,95,96,7.6,40.748,29.864,17.0,1999-08-17T00:01:39.129999Z,1,6,1,7,1.6999999999999993,-999.0,0.2182973954449681,2.3999999999999995,-999.0,inf,1,1,1,0,1,0,5.2,1962286.110028,5.2,1962286.110028,5.9,227765.91001,225.2501058658069,71.03790091566646,289.8036300972396,1.0,1.0
96,96,96,97,7.6,8.337,126.729,24.4,1989-12-15T18:43:45.030028Z,5,50,5,62,1.0999999999999996,1.3002828799498571,2.122821571700734,1.3999999999999997,-999.0,0.2408065225828425,1,1,9,1,11,1,6.2,-173072.569966,6.2,-173072.569966,6.8,4918504.570015,211.91413300959283,289.42952372712006,289.8036300972396,1.0,3.0
97,97,97,98,7.6,-10.366,160.819,34.0,1988-08-10T04:38:26.169996Z,0,12,0,12,1.0,-999.0,3.453400971023382,-999.0,-999.0,-999.0,1,1,4,0,4,0,0.0,0.0,0.0,0.0,6.6,7216.72001,0.0,266.5283826246971,289.8036300972396,1.0,3.0
98,98,98,99,7.6,9.685,-83.073,10.0,1991-04-22T21:56:51.819967Z,0,12,0,13,1.3999999999999997,-999.0,0.5289710392306141,-999.0,-999.0,-999.0,1,1,2,0,3,0,0.0,0.0,0.0,0.0,6.2,162970.29006,0.0,105.1004281545033,289.8036300972396,1.0,3.0
99,99,99,100,7.6,15.125,147.596,11.4,1990-04-05T21:12:35.550026Z,3,43,3,49,1.2999999999999998,1.821918314325837,2.834582516985793,2.3,-999.0,4.122798969176324,1,1,3,0,3,0,5.3,-80851.199932,5.3,-80851.199932,6.3,63884.550017,248.13207157502873,102.92391697427594,289.8036300972396,-1.0,2.0
100,100,100,101,7.6,-11.2701,162.1481,22.56,2014-04-12T20:14:39.300032Z,2,28,2,31,0.1999999999999993,-999.0,3.746881025987556,1.5999999999999996,-999.0,0.8448083617893449,2,2,9,1,9,1,6.0,722047.300074,6.0,722047.300074,7.4,59520.319947,215.408795904221,289.25673650136764,289.8036300972396,-1.0,1.0
101,101,101,102,7.6,10.085,-85.315,35.0,2012-09-05T14:42:07.800022Z,0,2,0,5,1.9,-999.0,0.2706350451286645,-999.0,-999.0,-999.0,1,-1,1,0,2,0,0.0,0.0,0.0,0.0,6.5,3015457.130012,0.0,126.88709603144574,289.8036300972396,1.0,3.0
102,102,102,103,7.6,34.539,73.588,26.0,2005-10-08T03:50:40.799962Z,0,43,0,44,1.1999999999999993,1.0763494364172832,1.4865122004479208,-999.0,-999.0,-999.0,1,1,12,0,12,0,0.0,0.0,0.0,0.0,6.4,24947.990068,0.0,72.26906548359548,289.8036300972396,1.0,3.0
103,103,103,104,7.6,-1.105,123.573,26.0,2000-05-04T04:21:16.210023Z,0,9,0,9,1.9,-999.0,0.711877191258318,-999.0,-999.0,-999.0,1,1,3,0,3,0,0.0,0.0,0.0,0.0,5.7,90190.309938,0.0,253.18723241584732,289.8036300972396,1.0,1.0
104,104,104,105,7.6,-3.302,142.945,13.0,2002-09-08T18:44:23.710014Z,1,18,1,20,1.2999999999999998,-999.0,2.071895382583184,2.1,-999.0,inf,1,1,3,0,3,0,5.5,-180616.029985,5.5,-180616.029985,6.3,750959.680004,24.20620884979066,128.82690802655364,289.8036300972396,1.0,3.0
105,105,105,106,7.6,-16.696,-172.095,33.0,1977-04-02T07:15:22.700011Z,3,6,3,9,2.3,-999.0,0.2171304262319499,2.3,-999.0,0.2982641647189995,1,1,0,0,0,0,5.3,1566211.50002,5.3,1566211.50002,5.3,445593.299997,224.5649488307586,211.47745220404775,289.8036300972396,-1.0,2.0
106,106,106,107,7.6,44.244,148.862,33.0,1978-03-24T19:47:50.699986Z,41,51,41,58,1.7999999999999998,1.634613917126631,2.013088639643279,0.0999999999999996,0.7593208425600562,1.949849608219904,2,2,5,13,5,13,7.5,-44037.700013,7.5,-44037.700013,5.8,749.800027,287.09961577579105,154.71047720502906,289.8036300972396,1.0,3.0
107,107,107,108,7.6,17.813,-101.276,49.0,1979-03-14T11:07:16.300011Z,3,3,3,3,2.1,-999.0,0.6910767119571952,2.3,-999.0,0.4648300142669205,1,1,0,0,0,0,5.3,1734639.299997,5.3,1734639.299997,5.5,-1177016.100022,263.34080742973487,42.358346986237656,289.8036300972396,1.0,3.0
108,108,108,109,7.6,-60.532,-43.411,10.0,2003-08-04T04:37:20.129980Z,0,9,0,9,2.0,-999.0,0.354546180249615,-999.0,-999.0,-999.0,1,1,1,0,1,0,0.0,0.0,0.0,0.0,5.6,29790.869986,0.0,91.62160958240301,289.8036300972396,1.0,2.0
109,109,109,110,7.6,-23.043,-174.66,31.0,2009-03-19T18:17:40.469967Z,3,15,3,15,2.0,-999.0,0.8474212539773625,2.1,-999.0,2.3049572225205748,1,1,1,0,1,0,5.5,828797.139936,5.5,828797.139936,5.6,61558.799999,246.32517897754832,133.31839640133757,289.8036300972396,1.0,3.0
110,110,110,111,7.6,-2.598,68.382,10.0,2003-07-15T20:27:50.529979Z,0,6,0,6,1.9,-999.0,0.4883490044900017,-999.0,-999.0,-999.0,1,1,2,0,2,0,0.0,0.0,0.0,0.0,5.7,466313.380006,0.0,226.36945974624544,289.8036300972396,1.0,1.0
111,111,111,112,7.6,-24.388,-70.161,62.3,1987-03-05T09:17:05.280025Z,0,9,0,9,0.5999999999999996,-999.0,0.5379363454271573,-999.0,-999.0,-999.0,1,1,6,0,6,0,0.0,0.0,0.0,0.0,7.0,5887.06998,0.0,66.01058374699092,289.8036300972396,1.0,3.0
112,112,112,113,7.6,-29.539,-176.34,17.0,2011-07-06T19:03:18.260036Z,2,61,2,66,1.5999999999999996,1.4841436076245562,2.045973280492083,2.0,-999.0,0.1717255783183988,1,1,8,1,9,1,5.6,2328409.930028,5.6,2328409.930028,6.0,266030.239939,192.10467392497907,268.54897234710836,289.8036300972396,-1.0,2.0
113,113,113,114,7.6,18.77,-104.104,24.0,2003-01-22T02:06:34.610024Z,0,4,0,4,1.6999999999999993,-999.0,0.1533012132093746,-999.0,-999.0,-999.0,1,1,1,0,1,0,0.0,0.0,0.0,0.0,5.9,63303.899937,0.0,79.51939436735,289.8036300972396,1.0,3.0
114,114,114,115,7.6,-43.4064,-73.9413,38.0,2016-12-25T14:22:27.010018Z,0,3,0,3,2.0,-999.0,0.323186285590463,-999.0,-999.0,-999.0,1,1,1,0,1,0,0.0,0.0,0.0,0.0,5.6,586.299938,0.0,45.69696472499358,289.8036300972396,1.0,3.0
115,115,115,116,7.6,-22.122,175.163,33.2,1990-03-03T12:16:27.959980Z,0,10,0,11,1.0,-999.0,0.4076351844063989,-999.0,-999.0,-999.0,1,1,2,0,2,0,0.0,0.0,0.0,0.0,6.6,1674.459998,0.0,113.13132216976493,289.8036300972396,1.0,1.0
116,116,116,117,7.6,45.533,151.021,24.7,1991-12-22T08:43:13.410016Z,40,17,40,21,1.7999999999999998,-999.0,1.0391333017010351,0.7999999999999998,0.9000921904730609,1.783813324836576,1,1,1,10,2,10,6.8,-30239.589952,6.8,-30239.589952,5.8,-737094.880022,164.4517976676346,133.32830661145476,289.8036300972396,1.0,3.0
117,117,117,118,7.6,60.949,167.089,22.0,2006-04-20T23:25:02.150023Z,0,24,0,28,1.0,-999.0,0.8622246901422858,-999.0,-999.0,-999.0,1,1,5,0,6,0,0.0,0.0,0.0,0.0,6.6,778653.719974,0.0,93.48795196877028,289.8036300972396,-1.0,3.0
118,118,118,119,7.6,-48.786,164.357,33.0,1981-05-25T05:25:14.460035Z,0,5,0,5,1.9,-999.0,0.2250050356621742,-999.0,-999.0,-999.0,1,1,1,0,1,0,0.0,0.0,0.0,0.0,5.7,447722.759931,0.0,65.00580609793586,289.8036300972396,1.0,1.0
119,119,119,120,7.6,-17.543,-72.077,33.0,2001-07-07T09:38:43.520036Z,0,0,0,1,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-1,-1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,289.8036300972396,1.0,3.0
120,120,120,121,7.6,-4.051,152.5967,10.0,2019-05-14T12:58:25.939030Z,1,8,1,9,1.6999999999999993,-999.0,0.4657904465343394,2.6,-999.0,inf,1,1,2,0,2,0,5.0,-5888.541969,5.0,-5888.541969,5.9,-142871.873074,259.4420113755938,160.94560400165696,289.8036300972396,1.0,1.0
121,121,121,122,7.6,-10.012,160.469,18.1,1984-02-07T21:33:21.490039Z,0,5,0,5,1.1999999999999993,-999.0,0.2614833626720293,-999.0,-999.0,-999.0,1,1,1,0,1,0,0.0,0.0,0.0,0.0,6.4,37466.759955,0.0,38.544391309458504,289.8036300972396,-1.0,3.0
122,122,122,123,7.6,10.811,126.638,28.0,2012-08-31T12:47:33.379957Z,0,31,0,33,2.0,1.5212575072317265,1.8954348249734427,-999.0,-999.0,-999.0,1,1,1,0,1,0,0.0,0.0,0.0,0.0,5.6,39024.97004,0.0,232.1927030300333,289.8036300972396,-1.0,3.0
123,123,123,124,7.5,-9.593,-79.587,10.0,1996-02-21T12:51:01.300002Z,0,2,0,2,2.5,-999.0,0.0870500953343839,-999.0,-999.0,-999.0,-1,-1,0,0,0,0,0.0,0.0,0.0,0.0,5.0,1818.939973,0.0,221.41628258327032,248.30743700128235,1.0,3.0
124,124,124,125,7.5,-9.89,160.348,19.0,1977-04-20T23:42:50.500022Z,2,46,2,50,0.0,1.0140886379466825,1.7853697519774598,0.7999999999999998,-999.0,523.0022966612169,3,3,12,2,14,2,6.7,-264090.999974,6.7,-264090.999974,7.5,16879.099937,47.23219086688665,197.25510857566482,248.30743700128235,-1.0,2.0
125,125,125,126,7.5,44.932,148.439,33.0,1978-03-23T03:15:20.299967Z,0,0,0,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-1,-1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.30743700128235,1.0,3.0
126,126,126,127,7.5,1.795,126.519,33.0,1986-08-14T19:39:13.670030Z,2,36,2,39,1.0999999999999996,1.0423067565678037,1.2040840188404884,2.2,-999.0,0.2379219303798615,1,1,12,0,14,0,5.3,-74463.880011,5.3,-74463.880011,6.4,245576.259996,247.15490158695903,211.28780422899072,248.30743700128235,1.0,3.0
127,127,127,128,7.5,-9.844,160.822,33.0,1977-04-20T23:49:13.099958Z,0,0,0,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-1,-1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.30743700128235,-1.0,2.0
128,128,128,129,7.5,22.306,125.308,33.0,1998-05-03T23:30:21.910037Z,0,3,0,3,2.2,-999.0,0.1544633075555747,-999.0,-999.0,-999.0,1,1,0,0,0,0,0.0,0.0,0.0,0.0,5.3,315500.109954,0.0,43.426192601751765,248.30743700128235,-1.0,1.0
129,129,129,130,7.5,-9.965,160.731,33.0,1977-04-21T04:24:09.599959Z,0,0,0,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-1,-1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.30743700128235,1.0,3.0
130,130,130,131,7.5,-5.4624,151.8751,55.0,2015-05-05T01:44:06.380020Z,16,25,16,29,1.5999999999999996,-999.0,1.3346040494192877,0.7000000000000002,-999.0,0.5520727660760402,1,1,5,7,6,7,6.8,-593.449969,6.8,-593.449969,6.0,663584.039963,236.49757290412467,245.29562018529998,248.30743700128235,1.0,3.0
131,131,131,132,7.5,-6.7547,155.0241,43.37,2014-04-19T13:28:00.809991Z,23,36,23,40,1.2999999999999998,1.3714562586418526,1.5075755598992255,0.4000000000000003,-999.0,2.784620883045199,2,2,8,7,8,7,7.1,235677.300019,7.1,235677.300019,6.2,38877.289972,184.1846562309928,129.76218103048865,248.30743700128235,1.0,3.0
132,132,132,133,7.5,55.228,-134.8591,8.7,2013-01-05T08:58:14.957037Z,0,3,0,3,1.5999999999999996,-999.0,0.1158636029165291,-999.0,-999.0,-999.0,1,1,2,0,2,0,0.0,0.0,0.0,0.0,5.9,799054.622927,0.0,24.099913248651475,248.30743700128235,-1.0,1.0
133,133,133,134,7.5,-0.2559,119.8462,20.0,2018-09-28T10:02:45.249965Z,3,21,3,21,1.7000000000000002,-999.0,0.8661412951088998,1.4000000000000004,-999.0,50.83598846574126,1,1,5,1,5,1,6.1,-243649.520034,6.1,-243649.520034,5.8,1339.480021,19.719921094279602,161.47067526238345,248.30743700128235,1.0,1.0
134,134,134,135,7.5,16.059,-96.931,60.6,1999-09-30T16:31:15.690024Z,0,0,0,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-1,-1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.30743700128235,-1.0,2.0
135,135,135,136,7.5,15.324,-89.101,5.0,1976-02-04T09:01:43.399982Z,0,6,0,10,1.7999999999999998,-999.0,1.1780286743711994,-999.0,-999.0,-999.0,1,1,2,0,2,0,0.0,0.0,0.0,0.0,5.7,206254.499984,0.0,219.46199319112065,248.30743700128235,1.0,1.0
