,Unnamed: 0,b_a,b_f,cid,depth0,dm_a,dm_f,dm_a_all,dm_f_all,lat0,lon0,m0,na,nf,na_all,nf_all,ot0,rate_a,rate_f,c_type,c_type60,nf_all_apr,na_all_apr,nf_apr,na_apr,MmaxFS,dtmaxFS,MmaxFS60,dtmaxFS60,MmaxAS,dtmaxAS,RmaxFS,RmaxAS,Rpred,InterIntra,fstyle
303,303,-999,-999,3744,20,1.5,-999.0,1.5,-999.0,-3.487,100.082,7.8,16,0,16,0,2010-10-25T14:42:21.000001,-999,-999,1,1,0,2,0,2,0.0,0.0,0.0,0.0,6.3,17708.999997,0.0,127.91101419490694,394.75897176315374,1.0,3.0
304,304,-999,-999,3759,14,1.0,-999.0,1.0,-999.0,26.901,143.698,7.4,65,0,65,0,2010-12-21T17:19:38.999998,-999,-999,1,1,0,8,0,8,0.0,0.0,0.0,0.0,6.4,102599.999999,0.0,65.24832584792306,212.75297086326285,-1.0,2.0
305,305,-999,-999,3762,16,0.9,-999.0,0.9,-999.0,-19.702,167.947,7.3,37,0,37,0,2010-12-25T13:16:35.999998,-999,-999,1,1,0,14,0,14,0.0,0.0,0.0,0.0,6.4,323140.000005,0.0,48.27451745563561,182.28945197042378,-1.0,2.0
306,306,-999,-999,3772,9,1.1,-999.0,1.1,-999.0,-20.628,168.471,7.0,13,0,13,0,2011-01-13T16:16:39.999998,-999,-999,1,1,0,13,0,13,0.0,0.0,0.0,0.0,5.9,1586.0,0.0,36.394170185235225,114.66193259390072,-1.0,2.0
307,307,-999,-999,3795,29,1.2,1.8,1.2,1.8,38.297,142.373,9.1,547,26,577,26,2011-03-11T05:46:23.000002,-999,-999,1,1,1,3,1,3,7.3,-406248.999995,7.3,-406248.999995,7.9,1756.000001,85.40342011748089,389.1174601334353,1471.5846019280557,1.0,3.0
308,308,-999,-999,3848,52,1.5,-999.0,1.5,-999.0,52.05,-171.836,7.3,5,0,6,0,2011-06-24T03:09:37.999997,-999,-999,1,1,0,5,0,4,0.0,0.0,0.0,0.0,5.8,359064.000002,0.0,39.53634746314316,182.28945197042378,-1.0,2.0
309,309,-999,-999,3852,17,1.7,-999.0,1.7,-999.0,-29.539,-176.34,7.6,32,0,32,0,2011-07-06T19:03:16.999998,-999,-999,1,1,0,4,0,4,0.0,0.0,0.0,0.0,5.9,389544.999999,0.0,90.16068421674417,289.8036300972396,-1.0,2.0
310,310,-999,-999,3879,32,0.1,-999.0,0.1,-999.0,-18.365,168.143,7.2,18,0,18,0,2011-08-20T16:55:01.000002,-999,-999,2,2,0,9,0,9,0.0,0.0,0.0,0.0,7.1,5060.999996,0.0,70.6350745017911,156.1879214416901,1.0,3.0
311,311,-999,-999,3907,33,2.2,-999.0,2.2,-999.0,-28.993,-176.238,7.4,3,0,3,0,2011-10-21T17:57:14.999997,-999,-999,1,1,0,0,0,0,0.0,0.0,0.0,0.0,5.2,56491.000001,0.0,83.20349283414593,212.75297086326285,1.0,3.0
312,312,-999,-999,3908,18,1.2,-999.0,1.2,-999.0,38.721,43.508,7.1,12,0,12,0,2011-10-23T10:41:21.999998,-999,-999,1,1,0,10,0,10,0.0,0.0,0.0,0.0,5.9,36250.999998,0.0,89.93102124138115,133.82379803431266,1.0,3.0
313,313,-999,-999,3937,19,2.1,-999.0,2.1,-999.0,2.433,93.21,7.2,1,0,1,0,2012-01-10T18:36:58.000002,-999,-999,-1,-1,0,0,0,0,0.0,0.0,0.0,0.0,5.1,909.999995,0.0,30.786012244206354,156.1879214416901,-1.0,1.0
314,314,-999,-999,3957,23,1.0,-999.0,1.0,-999.0,-17.827,167.133,7.1,19,0,19,0,2012-02-02T13:34:39.000002,-999,-999,1,1,0,13,0,13,0.0,0.0,0.0,0.0,6.1,51100.999997,0.0,52.22362207678522,133.82379803431266,-1.0,2.0
315,315,-999,-999,3982,20,1.4,-999.0,1.4,-999.0,16.493,-98.231,7.4,11,0,11,0,2012-03-20T18:02:45.999999,-999,-999,1,1,0,1,0,1,0.0,0.0,0.0,0.0,6.0,1144334.000004,0.0,83.89300879778291,212.75297086326285,1.0,3.0
316,316,-999,-999,3987,20,0.4,-999.0,0.4,-999.0,2.327,93.063,8.6,68,0,69,0,2012-04-11T08:38:34.999997,-999,-999,2,2,0,1,0,1,0.0,0.0,0.0,0.0,8.2,7474.000006,0.0,402.81175668120534,1019.3093880125635,-1.0,1.0
317,317,-999,-999,3988,13,-999.0,1.0,-999.0,1.0,28.696,-113.104,7.0,0,1,0,1,2012-04-12T07:15:47.000003,-999,-999,-1,-1,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.66193259390072,-1.0,1.0
318,318,-999,-999,4026,28,1.8,-999.0,1.8,-999.0,12.139,-88.59,7.3,5,0,5,0,2012-08-27T04:37:18.000000,-999,-999,1,1,0,3,0,3,0.0,0.0,0.0,0.0,5.5,91856.999997,0.0,72.12173423843508,182.28945197042378,1.0,3.0
319,319,-999,-999,4030,28,2.0,-999.0,2.0,-999.0,10.811,126.638,7.6,27,0,27,0,2012-08-31T12:47:32.000001,-999,-999,1,1,0,1,0,1,0.0,0.0,0.0,0.0,5.6,39024.999998,0.0,67.92213884974028,289.8036300972396,-1.0,3.0
320,320,-999,-999,4036,35,1.1,-999.0,1.1,-999.0,10.085,-85.315,7.6,4,0,4,0,2012-09-05T14:42:06.000003,-999,-999,1,1,0,2,0,2,0.0,0.0,0.0,0.0,6.5,3015456.999997,0.0,18.27150219773003,289.8036300972396,1.0,3.0
321,321,-999,-999,4051,14,1.5,-999.0,1.5,-999.0,52.788,-132.101,7.8,26,0,26,0,2012-10-28T03:04:06.999997,-999,-999,1,1,0,2,0,2,0.0,0.0,0.0,0.0,6.3,57012.000004,0.0,111.98896262248361,394.75897176315374,1.0,3.0
322,322,-999,-999,4056,24,0.9,-999.0,0.9,-999.0,13.988,-91.895,7.4,9,0,9,0,2012-11-07T16:35:44.999999,-999,-999,1,1,0,3,0,3,0.0,0.0,0.0,0.0,6.5,365952.999999,0.0,91.26356186721357,212.75297086326285,1.0,3.0
323,323,-999,-999,4062,31,1.1,-999.0,1.1,-999.0,37.89,143.949,7.3,11,0,11,0,2012-12-07T08:18:22.000001,-999,-999,1,1,0,2,0,2,0.0,0.0,0.0,0.0,6.2,771.0,0.0,62.86715262975656,182.28945197042378,1.0,3.0
324,324,-999,-999,4071,8,1.6,-999.0,1.6,-999.0,55.228,-134.859,7.5,3,0,3,0,2013-01-05T08:58:13.000002,-999,-999,1,1,0,2,0,2,0.0,0.0,0.0,0.0,5.9,799054.999997,0.0,24.16030523394518,248.30743700128235,-1.0,1.0
325,325,-999,-999,4078,24,0.9,2.0,0.9,2.0,-10.799,165.114,8.0,131,2,131,2,2013-02-06T01:12:23.999997,-999,-999,1,1,1,10,1,10,6.0,-640588.000002,6.0,-640588.000002,7.1,224053.0,16.327271025356396,165.9107094094307,537.7249613305888,1.0,3.0
326,326,-999,-999,4130,11,2.2,-999.0,2.2,-999.0,-60.857,-25.07,7.3,1,0,1,0,2013-07-15T14:03:38.000001,-999,-999,-1,-1,0,0,0,0,0.0,0.0,0.0,0.0,5.1,118893.999997,0.0,127.7654155208139,182.28945197042378,1.0,1.0
327,327,-999,-999,4142,29,1.0,-999.0,1.0,-999.0,51.537,-175.23,7.0,11,0,11,0,2013-08-30T16:25:01.000003,-999,-999,1,1,0,11,0,11,0.0,0.0,0.0,0.0,6.0,51214.0,0.0,43.762442523729405,114.66193259390072,1.0,3.0
328,328,-999,-999,4150,15,0.9,-999.0,0.9,-999.0,26.951,65.501,7.7,8,0,8,0,2013-09-24T11:29:46.000002,-999,-999,1,1,0,2,0,2,0.0,0.0,0.0,0.0,6.8,331459.0,0.0,181.25827802274614,338.2345089289617,1.0,3.0
329,329,-999,-999,4156,19,1.4,-999.0,1.4,-999.0,9.88,124.117,7.1,20,0,20,0,2013-10-15T00:12:30.999997,-999,-999,1,1,0,14,0,14,0.0,0.0,0.0,0.0,5.7,30617.000004,0.0,61.45610264916905,133.82379803431266,-1.0,3.0
330,330,-999,-999,4158,35,1.6,-999.0,1.6,-999.0,37.156,144.661,7.1,6,0,6,0,2013-10-25T17:10:18.000002,-999,-999,1,1,0,5,0,5,0.0,0.0,0.0,0.0,5.5,176566.999995,0.0,27.41344899608621,133.82379803431266,-1.0,2.0
331,331,-999,-999,4165,10,1.9,0.8,1.9,0.8,-60.274,-46.401,7.7,18,8,18,8,2013-11-17T09:04:53.999998,-999,-999,1,1,2,2,2,2,6.9,-16669.000002,6.9,-16669.000002,5.8,366.000005,45.246189930339874,206.50030129065124,338.2345089289617,-1.0,3.0
332,332,-999,-999,4168,11,1.0,1.4,1.0,1.4,-53.945,-55.003,7.0,2,2,2,2,2013-11-25T06:27:32.000001,-999,-999,1,1,2,2,2,2,5.6,-3224.999997,5.6,-3224.999997,6.0,3224.999997,48.943323404983204,72.02297844201625,114.66193259390072,1.0,1.0
333,333,-999,-999,4202,25,0.5,1.5,0.5,1.5,-19.61,-70.769,8.2,62,25,69,25,2014-04-01T23:46:46.000001,-999,-999,1,1,4,6,4,6,6.7,1391418.000004,6.7,1391418.000004,7.7,-901908.999999,64.89968357369008,133.3896067267268,549.3506570855053,1.0,3.0
334,334,-999,-999,4208,43,1.3,0.4,1.3,0.4,-6.755,155.024,7.5,24,15,24,15,2014-04-19T13:27:59.999998,-999,-999,2,2,5,6,5,6,7.1,-1508.999998,7.1,-1508.999998,6.2,38877.000001,59.952240298469974,57.08597963567813,248.30743700128235,1.0,3.0
335,335,-999,-999,4210,22,0.2,-999.0,0.2,-999.0,-11.27,162.148,7.6,25,0,25,0,2014-04-12T20:14:38.000002,-999,-999,2,2,0,9,0,9,0.0,0.0,0.0,0.0,7.4,58899.999999,0.0,84.5421691825595,289.8036300972396,-1.0,1.0
336,336,-999,-999,4215,24,2.2,-999.0,2.2,-999.0,17.397,-100.972,7.2,1,0,1,0,2014-04-18T14:27:23.000001,-999,-999,-1,-1,0,0,0,0,0.0,0.0,0.0,0.0,5.0,88251.999997,0.0,25.85938279317303,156.1879214416901,1.0,3.0
337,337,-999,-999,4268,16,0.4,-999.0,0.4,-999.0,-32.108,-110.811,7.0,6,0,6,0,2014-10-09T02:14:29.999999,-999,-999,2,2,0,6,0,6,0.0,0.0,0.0,0.0,6.6,1054.000004,0.0,97.31731386369101,114.66193259390072,1.0,2.0
338,338,-999,-999,4283,45,0.3,-999.0,0.3,-999.0,1.893,126.522,7.1,18,0,18,0,2014-11-15T02:31:40.000002,-999,-999,2,2,0,13,0,13,0.0,0.0,0.0,0.0,6.8,994609.999997,0.0,156.81680130767919,133.82379803431266,1.0,3.0
339,339,-999,-999,4320,16,1.9,1.8,1.9,1.8,52.649,-31.902,7.1,1,1,1,1,2015-02-13T18:59:11.000001,-999,-999,-1,-1,1,1,1,1,5.3,-2037.999998,5.3,-2037.999998,5.2,2037.999998,15.797183775035025,28.755577841497928,133.82379803431266,-1.0,1.0
340,340,-999,-999,4333,41,1.5,-999.0,1.5,-999.0,-4.729,152.562,7.5,7,0,7,0,2015-03-29T23:48:30.000001,-999,-999,1,1,0,3,0,3,0.0,0.0,0.0,0.0,6.0,131392.999998,0.0,77.47809429859429,248.30743700128235,1.0,3.0
341,341,-999,-999,4337,8,0.5,-999.0,0.5,-999.0,28.23,84.731,7.8,31,0,32,0,2015-04-25T06:11:24.000001,-999,-999,1,1,0,5,0,5,0.0,0.0,0.0,0.0,7.3,1472754.999996,0.0,253.8566149822995,394.75897176315374,1.0,3.0
342,342,-999,-999,4338,55,1.7,0.7,1.7,0.7,-5.462,151.875,7.5,18,9,18,9,2015-05-05T01:44:05.000000,-999,-999,1,1,6,3,6,3,6.8,-850.0,6.8,-850.0,5.8,23571.999999,31.097657358781294,83.42409832209754,248.30743700128235,1.0,3.0
343,343,-999,-999,4340,10,1.7,-999.0,1.7,-999.0,-7.218,154.557,7.1,9,0,9,0,2015-05-07T07:10:18.000002,-999,-999,1,1,0,5,0,5,0.0,0.0,0.0,0.0,5.4,15761.999995,0.0,41.5572310837323,133.82379803431266,-1.0,2.0
344,344,-999,-999,4362,11,1.9,-999.0,1.9,-999.0,-10.401,165.141,7.0,3,0,3,0,2015-07-18T02:27:32.000000,-999,-999,1,1,0,3,0,3,0.0,0.0,0.0,0.0,5.1,24898.000002,0.0,48.71044791937781,114.66193259390072,1.0,2.0
345,345,-999,-999,4385,22,1.3,-999.0,1.3,-999.0,-31.573,-71.674,8.3,88,0,96,0,2015-09-16T22:54:30.999998,-999,-999,1,1,0,6,0,6,0.0,0.0,0.0,0.0,7.0,1449.000001,0.0,218.3311064896193,641.1560464814495,1.0,3.0
346,346,-999,-999,4409,22,1.8,-999.0,1.8,-999.0,38.211,72.78,7.2,4,0,4,0,2015-12-07T07:50:03.999998,-999,-999,1,1,0,3,0,3,0.0,0.0,0.0,0.0,5.4,8093.0,0.0,60.98489297847548,156.1879214416901,-1.0,1.0
347,347,-999,-999,4411,35,2.1,-999.0,2.1,-999.0,-47.617,85.091,7.1,1,0,1,0,2015-12-04T22:24:59.999998,-999,-999,-1,-1,0,0,0,0,0.0,0.0,0.0,0.0,5.0,603634.999999,0.0,5.54955207415567,133.82379803431266,-1.0,2.0
348,348,-999,-999,4431,24,2.2,-999.0,2.2,-999.0,-4.952,94.33,7.8,3,0,3,0,2016-03-02T12:49:46.999997,-999,-999,1,1,0,0,0,0,0.0,0.0,0.0,0.0,5.6,40862.000004,0.0,85.5764708457349,394.75897176315374,-1.0,1.0
349,349,-999,-999,4447,10,1.3,0.8,1.3,0.8,32.791,130.754,7.0,12,4,12,4,2016-04-15T16:25:05.000001,-999,-999,1,1,4,12,4,12,6.2,-30205.999998,6.2,-30205.999998,5.7,1249.999998,10.928749946412406,98.16238948856349,114.66193259390072,-1.0,1.0
350,350,-999,-999,4449,20,0.9,-999.0,0.9,-999.0,0.382,-79.922,7.8,13,0,13,0,2016-04-16T23:58:35.000001,-999,-999,1,1,0,7,0,7,0.0,0.0,0.0,0.0,6.9,290110.999998,0.0,112.9102602026972,394.75897176315374,1.0,3.0
351,351,-999,-999,4453,24,1.2,-999.0,1.2,-999.0,-16.043,167.379,7.0,4,0,4,0,2016-04-28T19:33:23.000000,-999,-999,1,1,0,4,0,4,0.0,0.0,0.0,0.0,5.8,136384.999997,0.0,39.50261045543031,114.66193259390072,1.0,3.0
352,352,-999,-999,4481,16,1.8,-999.0,1.8,-999.0,-22.477,173.117,7.2,7,0,7,0,2016-08-12T01:26:34.999998,-999,-999,1,1,0,5,0,5,0.0,0.0,0.0,0.0,5.4,719.000001,0.0,73.8052989990455,156.1879214416901,1.0,1.0
353,353,-999,-999,4485,10,1.3,-999.0,1.3,-999.0,-55.285,-31.877,7.4,33,0,34,0,2016-08-19T07:32:21.000001,-999,-999,1,1,0,6,0,6,0.0,0.0,0.0,0.0,6.1,159181.0,0.0,123.15868514583677,212.75297086326285,1.0,3.0
354,354,-999,-999,4488,10,2.1,-999.0,1.5,-999.0,-0.046,-17.826,7.1,2,0,3,0,2016-08-29T04:29:56.000002,-999,-999,1,-1,0,1,0,0,0.0,0.0,0.0,0.0,5.6,2655736.0,0.0,18.158062807709843,133.82379803431266,-1.0,1.0
355,355,-999,-999,4490,19,0.9,-999.0,0.9,-999.0,-37.359,179.146,7.0,26,0,26,0,2016-09-01T16:37:56.000003,-999,-999,1,1,0,26,0,26,0.0,0.0,0.0,0.0,6.1,2169.0,0.0,64.7296524801162,114.66193259390072,-1.0,2.0
356,356,-999,-999,4511,15,1.3,-999.0,1.3,-999.0,-42.737,173.054,7.8,38,0,38,0,2016-11-13T11:02:54.999998,-999,-999,1,1,0,5,0,5,0.0,0.0,0.0,0.0,6.5,48685.999999,0.0,167.17586853982988,394.75897176315374,-1.0,3.0
357,357,-999,-999,4521,40,0.9,-999.0,0.9,-999.0,-10.681,161.327,7.8,55,0,55,0,2016-12-08T17:38:44.999997,-999,-999,1,1,0,5,0,5,0.0,0.0,0.0,0.0,6.9,91880.000002,0.0,71.00637542413878,394.75897176315374,1.0,3.0
358,358,-999,-999,4534,38,2.0,-999.0,2.0,-999.0,-43.406,-73.941,7.6,3,0,3,0,2016-12-25T14:22:26.000000,-999,-999,1,1,0,1,0,1,0.0,0.0,0.0,0.0,5.6,586.000001,0.0,45.73499107392642,289.8036300972396,1.0,3.0
359,359,-999,-999,4600,10,2.2,1.4,2.2,1.4,54.443,168.857,7.7,12,2,12,2,2017-07-17T23:34:12.000000,-999,-999,1,1,1,0,1,0,6.3,-74667.000003,6.3,-74667.000003,5.5,0.0,20.355539764867864,244.6286344039039,338.2345089289617,1.0,1.0
360,360,-999,-999,4614,47,2.4,-999.0,2.4,-999.0,15.022,-93.899,8.2,39,0,40,0,2017-09-08T04:49:18.000000,-999,-999,1,1,0,0,0,0,0.0,0.0,0.0,0.0,5.8,166683.0,0.0,177.5295020117047,549.3506570855053,-1.0,2.0
361,361,-999,-999,4632,19,1.9,-999.0,1.9,-999.0,34.911,45.959,7.3,2,0,2,0,2017-11-12T18:18:16.000001,-999,-999,-1,-1,0,2,0,2,0.0,0.0,0.0,0.0,5.4,0.0,0.0,33.95104782239704,182.28945197042378,1.0,3.0
362,362,-999,-999,4639,10,1.0,0.4,1.0,0.4,-21.325,168.672,7.0,8,13,8,13,2017-11-19T22:43:28.000002,-999,-999,5,5,13,8,13,8,6.6,23636.999999,6.6,23636.999999,6.0,5153.999996,57.954217350503235,22.759770760683814,114.66193259390072,-1.0,2.0
363,363,-999,-999,4651,39,1.6,-999.0,1.6,-999.0,-15.768,-74.709,7.1,2,0,2,0,2018-01-14T09:18:44.000002,-999,-999,-1,-1,0,1,0,1,0.0,0.0,0.0,0.0,5.5,595330.999996,0.0,13.980301963630312,133.82379803431266,1.0,3.0
364,364,-999,-999,4652,14,2.4,-999.0,2.4,-999.0,56.004,-149.166,7.9,13,0,13,0,2018-01-23T09:31:39.000002,-999,-999,1,1,0,0,0,0,0.0,0.0,0.0,0.0,5.5,52387.999996,0.0,91.84065275528725,460.72958753073897,-1.0,1.0
365,365,-999,-999,4665,22,1.3,-999.0,1.3,-999.0,16.386,-97.979,7.2,4,0,4,0,2018-02-16T23:39:37.999999,-999,-999,1,1,0,3,0,3,0.0,0.0,0.0,0.0,5.9,-0.0,0.0,52.53404353255664,156.1879214416901,1.0,3.0
366,366,-999,-999,4667,25,1.2,-999.0,1.2,-999.0,-6.07,142.754,7.5,57,0,57,0,2018-02-25T17:44:42.999997,-999,-999,1,1,0,8,0,8,0.0,0.0,0.0,0.0,6.3,77597.000002,0.0,143.83887029116613,248.30743700128235,-1.0,3.0
367,367,-999,-999,4708,21,0.8,-999.0,0.8,-999.0,-22.029,170.126,7.1,9,0,9,0,2018-08-29T03:51:54.999998,-999,-999,1,1,0,8,0,8,0.0,0.0,0.0,0.0,6.3,-0.0,0.0,46.74289249250225,133.82379803431266,1.0,3.0
368,368,-999,-999,4721,20,1.7,1.4,1.7,1.4,-0.256,119.846,7.5,19,3,19,3,2018-09-28T10:02:43.999997,-999,-999,1,1,1,5,1,5,6.1,-243649.000005,6.1,-243649.000005,5.8,1339.000004,19.696323989720206,154.72571354417278,248.30743700128235,1.0,1.0
369,369,-999,-999,4727,39,1.1,0.9,1.1,0.9,-5.701,151.205,7.0,3,1,3,1,2018-10-10T20:48:18.999997,-999,-999,1,1,1,3,1,3,6.1,-1494.000006,6.1,-1494.000006,5.9,1494.000006,17.03315690164909,28.682363847202115,114.66193259390072,1.0,3.0
370,370,-999,-999,4750,46,1.3,-999.0,1.3,-999.0,61.346,-149.955,7.1,7,0,7,0,2018-11-30T17:29:28.000000,-999,-999,1,1,0,3,0,3,0.0,0.0,0.0,0.0,5.8,368.000003,0.0,15.271999675404855,133.82379803431266,-1.0,2.0
371,371,-999,-999,4753,10,0.9,1.2,0.9,1.2,-21.95,169.427,7.5,40,1,40,1,2018-12-05T04:18:06.999997,-999,-999,1,1,1,7,1,7,6.3,-70047.000002,6.3,-70047.000002,6.6,8696.000003,10.81518020189421,125.6851654702217,248.30743700128235,-1.0,2.0
372,372,-999,-999,4757,16,1.2,-999.0,1.2,-999.0,55.1,164.699,7.3,13,0,13,0,2018-12-20T17:01:54.000000,-999,-999,1,1,0,10,0,10,0.0,0.0,0.0,0.0,6.1,329964.000003,0.0,64.31982867807254,182.28945197042378,-1.0,1.0
373,373,-999,-999,4762,60,1.3,-999.0,1.3,-999.0,5.898,126.921,7.0,2,0,2,0,2018-12-29T03:39:07.999998,-999,-999,-1,-1,0,2,0,2,0.0,0.0,0.0,0.0,5.7,-0.0,0.0,12.098640228497576,114.66193259390072,1.0,3.0
374,374,-999,-999,4804,10,2.6,-999.0,2.6,-999.0,-4.051,152.597,7.6,2,0,2,0,2019-05-14T12:58:24.000000,-999,-999,-1,-1,0,0,0,0,0.0,0.0,0.0,0.0,5.0,5888.999997,0.0,71.67510380012267,289.8036300972396,1.0,1.0
375,375,-999,-999,4812,46,1.0,-999.0,1.0,-999.0,-30.644,-178.1,7.3,10,0,10,0,2019-06-15T22:55:03.000003,-999,-999,1,1,0,4,0,4,0.0,0.0,0.0,0.0,6.3,22929.999999,0.0,143.4231760846381,182.28945197042378,1.0,3.0
376,376,-999,-999,4820,8,1.6,0.7,1.6,0.7,35.77,-117.599,7.1,3,3,3,3,2019-07-06T03:19:52.000003,-999,-999,1,1,2,2,2,2,6.4,-1679.999999,6.4,-1679.999999,5.5,1679.999999,11.217793233058053,19.881473609594998,133.82379803431266,-1.0,1.0
377,377,-999,-999,4826,18,1.4,-999.0,1.4,-999.0,-0.586,128.034,7.2,9,0,10,0,2019-07-14T09:10:49.999999,-999,-999,1,1,0,4,0,4,0.0,0.0,0.0,0.0,5.8,4566.999998,0.0,42.424882171214165,156.1879214416901,1.0,1.0
378,378,-999,-999,4860,33,1.1,-999.0,1.1,-999.0,1.621,126.416,7.1,31,0,31,0,2019-11-14T16:17:39.000000,-999,-999,1,1,0,22,0,22,0.0,0.0,0.0,0.0,6.0,17714.0,0.0,41.325047519530706,133.82379803431266,1.0,3.0
