,b_a,b_f,cid,depth0,dm_a,dm_f,dm_a_all,dm_f_all,lat0,lon0,m0,na,nf,na_all,nf_all,ot0,rate_a,rate_f,c_type,c_type60
0,-999.000,-999.000,344,6.0,0.8,0.5,0.8,0.5,40.313,-124.542,4.4,7,5,7,5,2002-05-04T13:56:30.999997,-999.000,-999.000,1,1
1,-999.000,-999.000,345,7.0,-999.0,-999.0,0.7,-999.0,36.964,-121.594,3.9,0,0,1,0,1997-07-17T19:46:35.999999,-999.000,-999.000,0,0
2,-999.000,-999.000,346,0.0,0.3,-999.0,0.3,-999.0,38.811,-122.799,3.5,1,0,1,0,2002-05-14T21:32:04.000001,-999.000,-999.000,0,0
3,-999.000,-999.000,347,7.0,-999.0,-999.0,0.5,-999.0,37.541,-118.869,3.7,0,0,1,0,2002-03-10T19:59:03.999998,-999.000,-999.000,0,0
4,-999.000,-999.000,340,4.0,-999.0,-999.0,-999.0,-999.0,37.257,-121.644,3.2,0,0,1,0,1985-01-10T05:47:53.000001,-999.000,-999.000,0,0
5,-999.000,-999.000,341,0.0,0.4,-999.0,0.4,-999.0,38.831,-122.805,3.6,1,0,1,0,2001-12-10T12:46:00.000003,-999.000,-999.000,0,0
6,-999.000,-999.000,342,6.0,-999.0,0.1,0.5,0.1,39.047,-123.121,4.3,0,1,1,1,2001-12-14T09:41:04.000001,-999.000,-999.000,0,0
7,-999.000,-999.000,343,-1.0,0.3,0.5,0.3,0.5,35.682,-118.066,3.7,2,1,2,1,2002-05-02T06:00:12.999999,-999.000,-999.000,4,4
8,-999.000,-999.000,348,1.0,0.6,-999.0,0.6,-999.0,36.549,-121.130,3.8,1,0,1,0,2002-05-24T17:44:00.000001,-999.000,-999.000,0,0
9,-999.000,-999.000,349,5.0,0.1,-999.0,0.1,-999.0,37.464,-118.839,3.3,1,0,1,0,2002-06-02T21:37:30.000001,-999.000,-999.000,0,0
10,-999.000,-999.000,298,8.0,0.1,-999.0,0.1,-999.0,39.730,-120.564,3.6,1,0,1,0,1999-06-15T07:50:14.000000,-999.000,-999.000,0,0
11,-999.000,-999.000,299,7.0,0.7,-999.0,0.7,-999.0,35.736,-118.473,4.2,2,0,2,0,1999-07-11T18:20:45.000001,-999.000,-999.000,0,0
12,-999.000,-999.000,296,6.0,-999.0,0.5,-999.0,0.3,36.581,-121.176,3.7,0,1,0,2,1999-04-15T03:20:24.000003,-999.000,-999.000,0,0
13,-999.000,-999.000,297,4.0,-999.0,-999.0,-999.0,-999.0,38.822,-122.808,3.3,1,1,1,1,1999-05-11T21:00:59.999998,-999.000,-999.000,0,0
14,-999.000,-999.000,294,4.0,0.3,-999.0,0.3,-999.0,40.428,-125.496,3.5,1,0,1,0,1999-03-14T18:14:47.000000,-999.000,-999.000,0,0
15,-999.000,-999.000,295,6.0,0.6,-999.0,0.4,-999.0,36.675,-121.299,4.0,3,0,6,0,1999-03-23T18:36:38.999999,-999.000,-999.000,0,1
16,-999.000,-999.000,292,5.0,0.3,-999.0,0.3,-999.0,37.162,-121.552,3.9,1,0,1,0,1999-02-04T00:19:34.999997,-999.000,-999.000,0,0
17,-999.000,-999.000,293,9.0,0.6,-999.0,0.6,-999.0,35.946,-120.492,4.0,2,0,2,0,1999-02-26T15:25:55.000003,-999.000,-999.000,0,0
18,-999.000,-999.000,290,10.0,0.8,-999.0,0.8,-999.0,36.646,-121.268,4.2,1,0,1,0,1999-01-18T08:48:34.999999,-999.000,-999.000,0,0
19,-999.000,-999.000,291,6.0,0.4,0.3,0.4,0.3,36.059,-117.838,3.7,1,2,1,2,1999-01-20T00:53:54.999998,-999.000,-999.000,4,4
20,-999.000,-999.000,199,7.0,-999.0,-999.0,0.1,-999.0,36.590,-121.190,3.3,0,0,1,0,1989-08-25T15:20:12.999998,-999.000,-999.000,0,0
21,-999.000,-999.000,198,6.0,1.4,1.6,1.0,0.9,36.602,-121.201,4.9,6,1,10,3,1995-04-23T08:41:35.000000,-999.000,-999.000,1,1
22,-999.000,-999.000,195,11.0,-999.0,-999.0,-999.0,-999.0,36.184,-120.307,4.2,2,0,2,0,1994-03-31T19:59:57.999997,-999.000,-999.000,0,0
23,-999.000,-999.000,194,2.0,-999.0,0.2,-999.0,0.2,37.662,-118.881,3.4,0,1,0,1,1994-03-15T13:23:42.000000,-999.000,-999.000,0,0
24,-999.000,-999.000,197,0.0,-999.0,-999.0,0.5,-999.0,38.824,-122.775,3.7,0,0,1,0,1993-08-12T13:06:50.000003,-999.000,-999.000,0,0
25,-999.000,-999.000,196,0.0,-999.0,-999.0,0.4,-999.0,38.797,-122.781,3.6,0,0,1,0,1988-07-04T15:42:06.000002,-999.000,-999.000,0,0
26,-999.000,-999.000,191,14.0,1.1,-999.0,1.1,-999.0,34.504,-118.801,4.5,1,0,1,0,1994-01-17T13:45:14.000001,-999.000,-999.000,0,0
27,-999.000,-999.000,190,0.0,0.2,-999.0,0.2,-999.0,37.019,-117.883,3.6,2,0,2,0,1993-12-10T00:27:15.999999,-999.000,-999.000,0,0
28,-999.000,-999.000,193,20.0,-999.0,-999.0,-999.0,-999.0,40.600,-122.282,3.2,2,0,2,0,1994-03-08T08:34:57.999997,-999.000,-999.000,0,0
29,-999.000,-999.000,192,7.0,0.6,-999.0,0.6,-999.0,37.285,-118.345,3.9,1,0,1,0,1994-02-01T08:01:50.000001,-999.000,-999.000,0,0
30,-999.000,-999.000,270,0.0,0.3,-999.0,0.3,-999.0,38.887,-123.216,3.8,1,0,1,0,1997-11-22T01:33:17.000003,-999.000,-999.000,0,0
31,-999.000,-999.000,271,4.0,1.0,0.2,0.8,0.2,40.292,-124.510,4.4,1,1,2,1,1997-12-18T21:19:34.000000,-999.000,-999.000,2,0
32,-999.000,-999.000,272,11.0,-999.0,-999.0,-999.0,-999.0,41.093,-121.921,3.4,1,0,1,0,1998-01-25T16:14:26.000003,-999.000,-999.000,0,0
33,-999.000,-999.000,273,5.0,0.9,-999.0,0.9,-999.0,40.346,-124.851,4.5,1,0,1,0,1998-01-20T14:35:41.999998,-999.000,-999.000,0,0
34,-999.000,-999.000,274,2.0,-999.0,0.1,-999.0,0.1,38.808,-122.769,3.4,0,1,0,1,1998-02-03T11:05:30.999999,-999.000,-999.000,0,0
35,-999.000,-999.000,275,0.0,-999.0,-999.0,0.6,-999.0,36.717,-121.012,3.8,0,0,1,0,1997-10-30T21:11:06.999996,-999.000,-999.000,0,0
36,-999.000,-999.000,276,4.0,-999.0,0.5,-999.0,0.5,40.497,-124.933,3.8,0,1,0,1,1998-03-24T07:00:25.000001,-999.000,-999.000,0,0
37,-999.000,-999.000,277,11.0,0.1,-999.0,0.1,-999.0,40.995,-121.590,3.6,2,0,2,0,1998-03-27T19:34:46.999998,-999.000,-999.000,0,0
38,-999.000,-999.000,278,2.0,0.8,-999.0,0.8,0.6,37.530,-118.817,5.5,46,0,61,43,1999-05-15T13:22:09.000002,-999.000,-999.000,1,1
39,-999.000,-999.000,279,4.0,-999.0,0.1,-999.0,0.1,38.812,-122.809,3.3,0,1,0,1,1998-06-14T13:22:02.999999,-999.000,-999.000,0,0
40,-999.000,-999.000,524,14.0,0.6,-999.0,0.6,-999.0,41.890,-119.630,4.8,6,0,11,0,2015-09-14T13:55:47.000003,-999.000,-999.000,1,1
41,-999.000,-999.000,525,7.0,0.4,0.2,0.4,0.2,37.792,-121.963,3.6,2,2,2,2,2015-10-19T23:21:16.000001,-999.000,-999.000,4,4
42,-999.000,-999.000,526,3.0,0.2,-999.0,0.2,-999.0,41.978,-119.657,3.4,1,0,1,0,2015-11-03T13:01:06.999999,-999.000,-999.000,0,0
43,-999.000,-999.000,527,5.0,-999.0,1.1,-999.0,1.1,39.435,-119.788,4.3,0,1,0,1,2015-12-23T06:46:06.000002,-999.000,-999.000,0,0
44,-999.000,-999.000,520,10.0,-999.0,0.7,-999.0,0.7,36.227,-120.353,4.1,0,1,0,1,2015-03-27T13:30:13.000001,-999.000,-999.000,0,0
45,-999.000,-999.000,521,13.0,0.1,-999.0,0.1,-999.0,37.967,-122.044,3.6,1,0,1,0,2015-05-03T22:13:17.999998,-999.000,-999.000,0,0
46,-999.000,-999.000,522,3.0,-999.0,-999.0,-999.0,-999.0,38.808,-122.790,3.8,0,0,1,0,2009-06-30T17:27:25.999999,-999.000,-999.000,0,0
47,-999.000,-999.000,523,4.0,0.5,-999.0,0.5,-999.0,37.597,-118.788,3.7,1,0,1,0,2015-08-22T13:34:46.999999,-999.000,-999.000,0,0
48,-999.000,-999.000,528,8.0,0.8,-999.0,0.8,-999.0,41.884,-119.594,4.7,9,0,10,0,2015-12-24T20:30:37.000001,-999.000,-999.000,1,1
49,-999.000,-999.000,529,0.0,-999.0,0.6,-999.0,0.6,41.502,-118.972,3.9,0,1,0,1,2015-12-28T15:10:30.000003,-999.000,-999.000,0,0
50,-999.000,-999.000,449,2.0,-999.0,-999.0,0.3,-999.0,38.818,-122.791,4.0,0,0,2,0,2004-10-29T18:02:54.000002,-999.000,-999.000,0,0
51,-999.000,-999.000,448,3.0,-999.0,-999.0,-999.0,0.2,38.794,-122.769,3.6,0,0,0,1,2009-10-31T06:52:22.000000,-999.000,-999.000,0,0
52,-999.000,-999.000,443,6.0,0.3,-999.0,0.3,-999.0,36.401,-120.933,3.5,1,0,1,0,2009-03-09T03:07:51.000002,-999.000,-999.000,0,0
53,-999.000,-999.000,442,6.0,0.1,-999.0,0.1,-999.0,36.861,-121.598,3.3,1,0,1,0,2009-02-15T22:05:19.000002,-999.000,-999.000,0,0
54,-999.000,-999.000,441,6.0,-999.0,-999.0,-999.0,0.5,36.696,-121.327,3.9,0,0,0,1,2009-01-20T06:06:00.000002,-999.000,-999.000,0,0
55,-999.000,-999.000,440,5.0,-999.0,0.2,-999.0,0.2,36.684,-121.326,3.7,0,1,0,1,2009-01-15T14:44:06.000000,-999.000,-999.000,0,0
56,-999.000,-999.000,447,2.0,0.1,-999.0,0.1,-999.0,38.833,-122.808,3.8,1,0,1,0,2009-07-07T00:29:32.000001,-999.000,-999.000,0,0
57,-999.000,-999.000,446,5.0,1.2,-999.0,1.2,-999.0,35.643,-120.951,4.4,1,0,1,0,2009-06-20T12:32:46.999998,-999.000,-999.000,0,0
58,-999.000,-999.000,445,4.0,-999.0,-999.0,0.3,-999.0,36.703,-121.337,3.5,0,0,1,0,1988-10-17T09:52:57.999997,-999.000,-999.000,0,0
59,-999.000,-999.000,444,-1.0,0.7,0.1,0.7,0.1,36.393,-117.851,5.1,15,12,16,16,2009-10-03T01:15:57.999998,-999.000,-999.000,4,0
60,-999.000,-999.000,108,5.0,0.8,0.7,0.3,0.7,37.647,-118.935,4.0,2,2,13,2,1990-05-07T07:59:52.999999,-999.000,-999.000,4,1
61,-999.000,-999.000,109,0.0,-999.0,1.0,-999.0,1.0,38.825,-122.794,4.2,0,1,0,1,1990-08-14T19:05:10.999999,-999.000,-999.000,0,0
62,-999.000,-999.000,102,7.0,0.1,-999.0,0.1,-999.0,36.866,-121.601,3.8,2,0,2,0,1990-02-12T01:48:16.000001,-999.000,-999.000,0,0
63,-999.000,-999.000,103,3.0,-999.0,0.4,-999.0,0.4,38.360,-118.901,3.6,0,1,0,1,1990-03-08T03:40:10.000000,-999.000,-999.000,0,0
64,-999.000,-999.000,100,3.0,1.8,-999.0,1.8,-999.0,40.242,-124.297,5.4,2,0,2,0,1990-01-16T20:08:19.000003,-999.000,-999.000,0,0
65,-999.000,-999.000,101,6.0,0.1,-999.0,0.1,-999.0,37.635,-118.922,3.3,1,0,1,0,1990-02-14T03:11:00.999998,-999.000,-999.000,0,0
66,-999.000,-999.000,106,17.0,-999.0,-999.0,0.9,-999.0,40.353,-124.414,4.3,0,0,1,0,1989-11-11T19:23:20.999998,-999.000,-999.000,0,0
67,-999.000,-999.000,107,1.0,0.3,-999.0,0.3,-999.0,38.828,-122.795,3.6,1,0,1,0,1990-04-03T21:12:12.000002,-999.000,-999.000,0,0
68,-999.000,-999.000,104,9.0,0.5,-999.0,0.5,-999.0,40.333,-124.632,3.7,1,0,1,0,1990-03-24T07:44:07.999999,-999.000,-999.000,0,0
69,-999.000,-999.000,105,7.0,-999.0,-999.0,-999.0,-999.0,37.873,-121.982,4.4,7,3,7,3,1990-04-07T02:39:16.000002,-999.000,-999.000,4,4
70,-999.000,-999.000,39,2.0,0.8,-999.0,0.8,-999.0,37.560,-121.670,4.1,1,0,1,0,1986-12-11T14:18:03.000000,-999.000,-999.000,0,0
71,-999.000,-999.000,38,15.0,-999.0,-999.0,-999.0,-999.0,40.361,-124.406,5.1,13,0,13,0,1986-11-21T23:32:59.999999,-999.000,-999.000,2,2
72,-999.000,-999.000,33,4.0,0.1,-999.0,0.1,-999.0,37.123,-121.545,3.3,1,0,1,0,1986-08-20T07:02:14.999997,-999.000,-999.000,0,0
73,-999.000,-999.000,32,18.0,-999.0,0.2,-999.0,0.2,40.894,-123.996,4.9,0,2,0,2,1986-08-01T05:29:59.999998,-999.000,-999.000,0,0
74,-999.000,-999.000,31,8.0,0.6,0.5,0.6,0.5,37.538,-118.443,6.4,198,33,238,33,1986-07-21T14:42:25.000002,-999.000,-999.000,1,1
75,-999.000,-999.000,30,1.0,0.7,-999.0,0.7,-999.0,36.133,-117.981,4.1,3,0,3,0,1986-07-18T17:00:37.999999,-999.000,-999.000,1,1
76,-999.000,-999.000,37,2.0,-999.0,-999.0,-999.0,0.3,38.791,-122.774,4.0,0,0,0,3,2002-04-18T11:35:38.999998,-999.000,-999.000,0,0
77,-999.000,-999.000,36,9.0,1.0,-999.0,1.0,-999.0,37.821,-121.966,4.2,1,0,1,0,1986-10-11T05:17:33.999998,-999.000,-999.000,0,0
78,-999.000,-999.000,35,15.0,-999.0,-999.0,0.7,-999.0,36.053,-121.874,4.4,0,0,1,0,1986-07-08T00:40:21.000001,-999.000,-999.000,0,0
79,-999.000,-999.000,34,3.0,-999.0,-999.0,-999.0,-999.0,38.819,-122.793,3.4,0,0,3,0,1985-10-20T19:26:24.999998,-999.000,-999.000,4,0
80,-999.000,-999.000,438,15.0,-999.0,-999.0,0.7,-999.0,41.188,-124.216,4.6,0,0,1,0,2008-08-17T05:56:57.999999,-999.000,-999.000,0,0
81,-999.000,-999.000,439,6.0,0.5,-999.0,0.5,-999.0,36.675,-121.300,4.0,1,0,1,0,2008-12-21T17:35:35.000003,-999.000,-999.000,0,0
82,-999.000,-999.000,436,3.0,-999.0,-999.0,0.1,0.2,38.788,-122.768,3.8,0,0,2,2,2009-12-20T12:26:24.000002,-999.000,-999.000,4,0
83,-999.000,-999.000,437,20.0,0.3,1.1,0.3,1.1,40.337,-124.629,4.9,1,1,1,1,2008-10-26T09:27:20.999999,-999.000,-999.000,0,0
84,-999.000,-999.000,434,-1.0,0.7,-999.0,0.7,-999.0,40.407,-119.608,3.9,1,0,1,0,2008-06-13T18:31:03.000002,-999.000,-999.000,0,0
85,-999.000,-999.000,435,14.0,0.7,-999.0,0.7,-999.0,40.425,-125.334,4.2,1,0,1,0,2008-07-30T13:39:31.999999,-999.000,-999.000,0,0
86,-999.000,-999.000,432,4.0,-999.0,0.1,-999.0,0.1,37.405,-118.521,3.5,0,1,0,1,2008-04-28T01:24:17.000003,-999.000,-999.000,0,0
87,-999.000,-999.000,433,5.0,0.4,-999.0,0.4,-999.0,35.471,-118.420,4.1,3,0,3,0,2008-05-01T08:11:41.000000,-999.000,-999.000,0,0
88,-999.000,-999.000,430,2.0,-999.0,-999.0,0.4,-999.0,38.816,-122.791,3.9,0,0,1,0,2007-12-01T20:50:10.999998,-999.000,-999.000,0,0
89,-999.000,-999.000,431,1.0,1.0,0.8,1.0,0.8,39.523,-119.932,5.1,10,6,10,6,2008-04-26T06:40:09.000003,-999.000,-999.000,1,1
90,-999.000,-999.000,339,6.0,0.8,0.5,0.8,0.5,36.812,-121.531,4.0,1,2,1,2,2001-08-26T05:03:01.000000,-999.000,-999.000,1,1
91,-999.000,-999.000,338,1.0,0.2,-999.0,0.2,-999.0,38.819,-122.841,3.5,1,0,1,0,2001-08-13T00:35:47.000001,-999.000,-999.000,0,0
92,-999.000,-999.000,335,0.0,0.5,-999.0,0.5,-999.0,39.298,-120.001,3.7,1,0,1,0,2001-07-07T07:33:54.000003,-999.000,-999.000,0,0
93,-999.000,-999.000,334,3.0,-999.0,-999.0,0.1,-999.0,36.691,-121.316,3.3,0,0,1,0,1994-02-17T08:39:49.000002,-999.000,-999.000,0,0
94,-999.000,-999.000,337,5.0,1.2,-999.0,1.2,-999.0,39.811,-120.617,5.2,1,0,1,0,2001-08-10T20:19:25.999999,-999.000,-999.000,0,0
95,-999.000,-999.000,336,2.0,-999.0,0.2,-999.0,0.2,36.726,-121.372,3.4,0,1,0,1,2001-07-20T15:00:24.000003,-999.000,-999.000,0,0
96,-999.000,-999.000,331,6.0,0.8,-999.0,0.8,-999.0,35.983,-118.331,4.0,1,0,1,0,2001-04-14T14:51:21.000004,-999.000,-999.000,0,0
97,-999.000,-999.000,330,7.0,0.3,1.0,0.3,1.0,36.013,-117.866,5.2,29,8,29,11,2001-07-17T12:07:24.000001,-999.000,-999.000,2,2
98,-999.000,-999.000,333,20.0,-999.0,-999.0,-999.0,0.1,40.303,-124.525,3.4,0,0,0,1,2001-06-16T04:26:52.000001,-999.000,-999.000,0,0
99,-999.000,-999.000,332,10.0,0.7,0.2,0.7,0.2,35.792,-118.038,4.2,3,5,4,5,2001-05-17T22:56:44.000003,-999.000,-999.000,0,0
100,-999.000,-999.000,6,21.0,-999.0,0.1,-999.0,0.1,39.155,-122.038,3.3,0,1,0,1,1985-05-21T01:50:55.999997,-999.000,-999.000,0,0
101,-999.000,-999.000,99,7.0,0.1,-999.0,0.1,-999.0,35.218,-118.214,4.2,2,0,2,0,1990-01-11T01:22:09.000001,-999.000,-999.000,0,0
102,-999.000,-999.000,98,8.0,0.5,-999.0,0.5,-999.0,40.406,-125.483,4.2,1,0,1,0,1989-12-24T18:45:38.999999,-999.000,-999.000,0,0
103,-999.000,-999.000,91,3.0,0.4,-999.0,0.4,-999.0,38.808,-122.781,3.6,1,0,1,0,1989-08-29T06:59:07.000002,-999.000,-999.000,0,0
104,-999.000,-999.000,90,13.0,0.9,-999.0,0.9,-999.0,37.148,-121.927,5.4,3,0,3,0,1989-08-08T08:13:25.999998,-999.000,-999.000,1,1
105,-999.000,-999.000,93,16.0,1.1,1.6,1.1,1.6,40.319,-124.646,4.9,1,1,1,1,1989-09-21T17:41:17.000000,-999.000,-999.000,0,0
106,-999.000,-999.000,92,4.0,-999.0,0.2,-999.0,0.2,38.795,-122.766,3.8,0,1,0,1,1989-09-19T23:21:02.000003,-999.000,-999.000,0,0
107,-999.000,-999.000,95,17.0,1.8,-999.0,1.5,-999.0,37.036,-121.880,6.9,145,0,184,0,1989-10-18T00:04:13.999997,-999.000,-999.000,1,1
108,-999.000,-999.000,94,4.0,-999.0,-999.0,-999.0,-999.0,38.759,-122.897,3.3,1,0,1,0,1989-09-03T15:24:40.999997,-999.000,-999.000,0,0
109,-999.000,-999.000,97,6.0,0.5,0.9,0.3,0.9,36.691,-121.322,4.4,4,3,20,3,1989-12-01T12:37:41.999998,-999.000,-999.000,4,1
110,-999.000,-999.000,96,0.0,1.1,-999.0,1.1,-999.0,38.597,-119.617,4.6,4,0,4,0,1989-11-03T19:08:59.999997,-999.000,-999.000,1,1
111,-999.000,-999.000,559,0.0,-999.0,-999.0,-999.0,-999.0,37.412,-121.814,3.3,1,0,1,0,2017-09-14T17:32:16.000000,-999.000,-999.000,0,0
112,-999.000,-999.000,558,10.0,-999.0,0.1,-999.0,0.1,36.846,-118.026,4.2,0,1,0,1,2017-08-22T19:52:22.000001,-999.000,-999.000,0,0
113,-999.000,-999.000,555,0.0,0.7,0.4,0.7,0.4,37.508,-118.954,3.9,1,1,1,1,2017-07-09T09:12:04.000003,-999.000,-999.000,0,0
114,-999.000,-999.000,554,-1.0,-999.0,0.3,-999.0,0.3,39.470,-120.334,4.0,0,1,0,1,2017-06-27T09:09:20.000004,-999.000,-999.000,0,0
115,-999.000,-999.000,557,2.0,-999.0,-999.0,-999.0,0.1,37.462,-118.821,3.4,0,0,0,1,2017-08-14T08:47:38.000003,-999.000,-999.000,0,0
116,-999.000,-999.000,556,26.0,0.5,-999.0,0.5,-999.0,40.782,-125.181,5.1,1,0,1,0,2017-07-29T00:02:39.000001,-999.000,-999.000,0,0
117,-999.000,-999.000,551,10.0,0.3,-999.0,0.3,-999.0,38.984,-119.559,3.5,1,0,1,0,2017-05-06T15:04:52.000001,-999.000,-999.000,0,0
118,-999.000,-999.000,550,2.0,-999.0,-999.0,-999.0,0.8,38.788,-122.777,4.0,0,0,0,1,2017-04-30T10:12:15.000001,-999.000,-999.000,0,0
119,-999.000,-999.000,553,-1.0,0.3,-999.0,0.3,-999.0,38.789,-119.650,3.9,1,0,1,0,2017-06-06T22:45:25.000000,-999.000,-999.000,0,0
120,-999.000,-999.000,552,-1.0,-999.0,0.4,-999.0,0.4,36.170,-117.844,4.0,0,1,0,1,2017-05-25T15:42:49.999999,-999.000,-999.000,0,0
121,-999.000,-999.000,238,11.0,0.8,-999.0,0.8,-999.0,35.096,-118.305,4.0,1,0,1,0,1995-12-31T21:48:20.999999,-999.000,-999.000,0,0
122,-999.000,-999.000,239,6.0,-999.0,0.2,-999.0,0.2,37.625,-118.876,3.8,0,2,0,2,1996-02-17T01:03:46.999999,-999.000,-999.000,0,0
123,-999.000,-999.000,234,7.0,-999.0,0.5,-999.0,0.5,36.804,-121.525,4.2,0,1,0,1,1995-11-29T23:12:32.000002,-999.000,-999.000,0,0
124,-999.000,-999.000,235,6.0,0.1,0.4,0.1,0.4,36.977,-121.470,3.9,3,1,4,1,1995-12-13T05:45:10.999998,-999.000,-999.000,4,4
125,-999.000,-999.000,236,1.0,-999.0,-999.0,-999.0,0.5,38.814,-122.823,4.1,0,0,0,2,2019-06-11T07:46:24.000000,-999.000,-999.000,0,0
126,-999.000,-999.000,237,3.0,0.1,-999.0,0.1,-999.0,38.721,-119.635,4.9,12,0,16,0,1995-12-22T09:00:33.000000,-999.000,-999.000,3,3
127,-999.000,-999.000,230,14.0,-999.0,-999.0,-999.0,-999.0,37.907,-121.972,3.2,1,0,1,0,1995-09-05T16:29:45.999997,-999.000,-999.000,0,0
128,-999.000,-999.000,231,7.0,0.5,-999.0,0.5,-999.0,37.097,-121.511,4.2,1,0,1,0,1995-09-13T20:36:45.000003,-999.000,-999.000,0,0
129,-999.000,-999.000,232,0.0,0.9,-999.0,0.9,-999.0,39.622,-120.060,4.5,3,0,3,0,1995-11-15T20:33:57.999998,-999.000,-999.000,1,1
130,-999.000,-999.000,233,4.0,0.3,-999.0,0.3,-999.0,36.703,-121.336,3.6,1,0,1,0,1995-11-12T20:59:00.000000,-999.000,-999.000,0,0
131,-999.000,-999.000,1,11.0,-999.0,0.5,-999.0,0.5,36.193,-120.310,3.8,0,1,0,1,1985-01-03T11:22:25.000002,-999.000,-999.000,0,0
132,-999.000,-999.000,146,9.0,0.6,-999.0,0.6,-999.0,40.335,-124.229,7.2,184,0,227,0,1992-04-25T18:06:04.000001,-999.000,-999.000,1,1
133,-999.000,-999.000,147,8.0,0.3,-999.0,0.3,-999.0,36.455,-120.376,3.5,1,0,1,0,1992-04-29T01:17:03.000001,-999.000,-999.000,0,0
134,-999.000,-999.000,144,1.0,-999.0,-999.0,-999.0,-999.0,38.842,-122.797,3.9,1,0,1,0,1992-03-24T14:27:04.999998,-999.000,-999.000,0,0
135,-999.000,-999.000,145,9.0,0.5,-999.0,0.5,-999.0,35.444,-119.263,4.6,3,0,3,0,1992-04-23T04:53:26.000003,-999.000,-999.000,1,1
136,-999.000,-999.000,142,3.0,-999.0,0.1,-999.0,0.1,41.979,-125.689,3.6,0,1,0,1,1992-03-04T22:54:21.000003,-999.000,-999.000,0,0
137,-999.000,-999.000,143,4.0,-999.0,0.2,-999.0,0.2,36.003,-117.869,3.8,0,1,0,1,1992-03-17T11:56:34.000003,-999.000,-999.000,0,0
138,-999.000,-999.000,140,0.0,-999.0,0.2,-999.0,0.2,38.817,-122.811,3.6,0,1,0,1,1992-02-02T07:50:12.999997,-999.000,-999.000,0,0
139,-999.000,-999.000,141,8.0,0.4,-999.0,0.4,-999.0,36.021,-117.883,4.1,7,0,9,0,1992-02-19T11:19:23.000002,-999.000,-999.000,4,4
140,-999.000,-999.000,148,0.0,0.3,-999.0,0.3,-999.0,37.100,-121.026,3.5,1,0,1,0,1992-05-01T01:02:27.000002,-999.000,-999.000,0,0
141,-999.000,-999.000,149,2.0,0.1,-999.0,0.1,-999.0,38.701,-119.649,3.6,1,0,1,0,1992-05-12T06:12:48.000000,-999.000,-999.000,0,0
142,-999.000,-999.000,133,1.0,2.5,0.9,1.7,0.9,41.679,-125.856,7.0,23,18,25,18,1991-08-17T22:17:08.000000,-999.000,-999.000,1,1
143,-999.000,-999.000,132,9.0,1.2,-999.0,1.2,-999.0,38.221,-118.747,4.8,1,0,3,0,1991-08-12T21:11:49.000003,-999.000,-999.000,1,0
144,-999.000,-999.000,131,6.0,0.2,-999.0,0.2,-999.0,39.528,-123.035,3.4,1,0,1,0,1991-07-11T21:12:11.000000,-999.000,-999.000,0,0
145,-999.000,-999.000,130,5.0,0.2,0.3,0.2,0.3,37.634,-118.922,3.8,1,1,2,1,1991-07-03T09:14:02.999999,-999.000,-999.000,4,0
