,b_a,b_f,cid,depth0,dm_a,dm_f,dm_a_all,dm_f_all,lat0,lon0,m0,na,nf,na_all,nf_all,ot0,rate_a,rate_f,c_type,c_type60
146,-999.000,-999.000,137,7.0,-999.0,0.4,-999.0,0.4,37.267,-121.646,3.9,0,1,0,1,1991-11-11T09:56:40.999998,-999.000,-999.000,0,0
147,-999.000,-999.000,136,2.0,-999.0,-999.0,-999.0,-999.0,38.792,-122.776,3.5,1,0,2,4,1994-03-15T05:14:35.999997,-999.000,-999.000,4,0
148,-999.000,-999.000,135,12.0,-999.0,-999.0,-999.0,-999.0,40.742,-121.546,3.5,1,0,1,0,1991-10-03T15:10:38.000003,-999.000,-999.000,0,0
149,-999.000,-999.000,134,9.0,1.9,-999.0,1.9,-999.0,35.810,-121.335,5.2,1,0,1,0,1991-09-17T21:10:27.999996,-999.000,-999.000,0,0
150,-999.000,-999.000,494,4.0,-999.0,0.3,-999.0,0.3,38.560,-119.615,4.0,0,1,0,1,2013-01-24T23:25:49.999999,-999.000,-999.000,0,0
151,-999.000,-999.000,495,11.0,1.1,-999.0,1.1,-999.0,38.052,-118.046,5.3,12,0,13,0,2013-02-13T00:10:11.999998,-999.000,-999.000,1,1
152,-999.000,-999.000,139,26.0,0.5,-999.0,0.5,-999.0,40.367,-124.131,3.8,1,0,1,0,1991-11-17T22:00:17.000003,-999.000,-999.000,0,0
153,-999.000,-999.000,138,10.0,-999.0,-999.0,-999.0,-999.0,36.178,-120.282,3.5,1,0,1,0,1991-11-20T09:55:07.000002,-999.000,-999.000,0,0
154,-999.000,-999.000,490,8.0,1.7,-999.0,1.7,-999.0,36.310,-120.856,5.3,1,0,1,0,2012-10-21T06:55:08.000003,-999.000,-999.000,0,0
155,-999.000,-999.000,491,5.0,-999.0,0.1,-999.0,0.1,36.616,-121.223,3.3,0,1,0,1,2012-11-24T15:44:34.000002,-999.000,-999.000,0,0
156,-999.000,-999.000,492,5.0,0.2,-999.0,0.2,-999.0,36.096,-117.847,3.8,1,0,1,0,2012-11-30T10:40:00.999999,-999.000,-999.000,0,0
157,-999.000,-999.000,493,7.0,-999.0,0.1,-999.0,0.1,36.563,-121.075,3.5,0,1,0,1,2013-01-15T15:14:28.999998,-999.000,-999.000,0,0
158,-999.000,-999.000,24,8.0,2.2,-999.0,2.2,-999.0,37.479,-121.687,5.7,10,0,14,0,1986-03-31T11:55:38.000000,-999.000,-999.000,1,1
159,-999.000,-999.000,25,4.0,0.9,-999.0,0.9,-999.0,40.390,-125.108,4.4,2,0,2,0,1986-04-15T00:13:18.000000,-999.000,-999.000,0,0
160,-999.000,-999.000,26,4.0,-999.0,0.4,0.1,0.4,36.690,-121.319,3.6,0,1,1,1,1986-04-15T09:25:55.000000,-999.000,-999.000,0,0
161,-999.000,-999.000,27,13.0,0.3,-999.0,0.3,-999.0,35.044,-118.936,3.6,1,0,1,0,1986-05-05T15:51:02.000003,-999.000,-999.000,0,0
162,-999.000,-999.000,20,9.0,-999.0,-999.0,1.1,-999.0,37.411,-118.621,4.5,0,0,1,0,1985-08-27T03:04:05.000000,-999.000,-999.000,0,0
163,-999.000,-999.000,21,8.0,1.5,-999.0,1.5,-999.0,36.804,-121.285,5.5,7,0,9,0,1986-01-26T19:20:48.999997,-999.000,-999.000,1,1
164,-999.000,-999.000,22,23.0,0.4,-999.0,0.4,-999.0,40.862,-123.784,3.8,1,0,1,0,1986-03-20T22:41:36.999997,-999.000,-999.000,0,0
165,-999.000,-999.000,23,6.0,-999.0,-999.0,0.3,-999.0,37.259,-121.641,3.5,0,0,1,0,1985-07-15T08:59:37.000000,-999.000,-999.000,0,0
166,-999.000,-999.000,28,5.0,1.1,1.0,1.0,1.0,36.637,-121.250,4.7,5,1,7,1,1986-05-31T08:47:54.000002,-999.000,-999.000,1,1
167,-999.000,-999.000,29,15.0,-999.0,-999.0,0.3,-999.0,40.377,-124.467,3.5,0,0,1,0,1985-10-06T04:34:04.999999,-999.000,-999.000,0,0
168,-999.000,-999.000,407,2.0,0.7,-999.0,0.7,-999.0,38.867,-122.787,4.6,1,0,1,0,2006-10-20T17:00:06.999998,-999.000,-999.000,0,0
169,-999.000,-999.000,406,20.0,1.6,-999.0,1.6,0.4,40.281,-124.433,5.0,1,0,1,1,2006-07-19T11:41:41.999998,-999.000,-999.000,0,0
170,-999.000,-999.000,405,3.0,0.5,1.5,0.2,1.5,38.817,-122.814,4.7,1,1,7,1,2006-05-12T10:37:28.000002,-999.000,-999.000,0,0
171,-999.000,-999.000,404,12.0,0.6,-999.0,0.6,-999.0,38.232,-118.753,3.9,1,0,1,0,2006-05-05T06:36:17.000003,-999.000,-999.000,0,0
172,-999.000,-999.000,403,6.0,-999.0,-999.0,-999.0,-999.0,36.556,-121.148,3.2,0,0,1,0,1998-09-12T16:43:12.000003,-999.000,-999.000,0,0
173,-999.000,-999.000,402,5.0,0.1,-999.0,0.1,-999.0,36.669,-121.291,3.3,1,0,1,0,2006-01-05T22:39:19.999998,-999.000,-999.000,0,0
174,-999.000,-999.000,401,3.0,-999.0,0.4,-999.0,0.4,40.427,-125.346,4.6,0,1,0,1,2005-12-23T21:38:30.999999,-999.000,-999.000,0,0
175,-999.000,-999.000,400,1.0,0.4,-999.0,0.4,-999.0,38.814,-122.784,3.9,1,0,1,0,2005-11-17T08:55:04.000002,-999.000,-999.000,0,0
176,-999.000,-999.000,409,4.0,0.4,-999.0,0.4,-999.0,39.359,-123.282,4.1,1,0,1,0,2006-11-09T08:38:12.000003,-999.000,-999.000,0,0
177,-999.000,-999.000,408,18.0,-999.0,0.1,-999.0,0.1,40.529,-124.061,3.3,0,1,0,1,2006-11-01T08:27:27.000000,-999.000,-999.000,0,0
178,-999.000,-999.000,379,0.0,0.2,-999.0,0.2,-999.0,39.407,-120.213,3.6,1,0,1,0,2004-06-12T14:49:39.999998,-999.000,-999.000,0,0
179,-999.000,-999.000,378,3.0,0.3,-999.0,0.3,-999.0,38.826,-122.803,3.5,1,0,1,0,2004-06-03T20:55:22.999997,-999.000,-999.000,0,0
180,-999.000,-999.000,371,18.0,-999.0,0.5,-999.0,0.1,37.728,-121.817,3.8,0,1,0,5,2004-04-29T19:49:56.999998,-999.000,-999.000,4,0
181,-999.000,-999.000,370,4.0,-999.0,0.4,-999.0,0.4,38.785,-122.778,3.6,0,1,0,1,2004-01-03T16:21:00.000000,-999.000,-999.000,0,0
182,-999.000,-999.000,373,3.0,0.4,-999.0,0.4,-999.0,35.577,-120.862,3.8,2,0,2,0,2004-02-27T08:33:04.000004,-999.000,-999.000,0,0
183,-999.000,-999.000,372,2.0,1.3,-999.0,1.3,-999.0,38.837,-122.767,4.6,1,0,1,0,2004-02-18T20:37:45.000000,-999.000,-999.000,0,0
184,-999.000,-999.000,375,4.0,-999.0,0.1,-999.0,0.1,35.504,-120.807,3.5,0,1,0,1,2004-05-02T13:22:00.000002,-999.000,-999.000,0,0
185,-999.000,-999.000,374,3.0,-999.0,0.1,-999.0,0.1,35.578,-120.785,3.5,0,1,0,1,2004-03-10T06:13:00.999997,-999.000,-999.000,0,0
186,-999.000,-999.000,377,1.0,-999.0,0.2,-999.0,0.2,35.542,-121.305,3.7,0,1,0,1,2004-06-06T08:40:51.000002,-999.000,-999.000,0,0
187,-999.000,-999.000,376,5.0,-999.0,0.3,-999.0,0.3,36.703,-121.290,3.7,0,1,0,1,2004-05-04T17:25:30.000000,-999.000,-999.000,0,0
188,-999.000,-999.000,393,2.0,2.8,-999.0,2.8,-999.0,41.233,-125.986,7.0,14,0,15,0,2005-06-15T02:50:50.000000,-999.000,-999.000,1,1
189,-999.000,-999.000,392,9.0,1.3,-999.0,1.3,-999.0,35.929,-120.477,4.5,1,0,2,0,2005-05-16T07:24:35.999997,-999.000,-999.000,0,0
190,-999.000,-999.000,88,7.0,0.5,-999.0,0.5,-999.0,36.904,-121.347,3.8,1,0,1,0,1989-07-18T11:07:19.999997,-999.000,-999.000,0,0
191,-999.000,-999.000,89,4.0,-999.0,0.2,-999.0,0.2,36.814,-121.529,3.6,0,2,0,5,1996-01-10T02:16:57.000002,-999.000,-999.000,4,0
192,-999.000,-999.000,397,10.0,0.3,0.1,0.3,0.1,35.035,-119.001,3.5,1,1,1,1,2005-09-22T20:37:47.000001,-999.000,-999.000,0,0
193,-999.000,-999.000,396,7.0,-999.0,-999.0,-999.0,0.1,36.633,-121.250,3.6,0,0,0,1,2005-08-13T19:13:18.999998,-999.000,-999.000,0,0
194,-999.000,-999.000,395,1.0,-999.0,0.1,-999.0,0.1,37.116,-119.575,3.6,0,1,0,1,2005-07-25T09:42:51.000000,-999.000,-999.000,0,0
195,-999.000,-999.000,394,15.0,-999.0,0.2,-999.0,0.2,36.083,-120.148,3.5,0,1,0,1,2005-06-16T11:37:50.000000,-999.000,-999.000,0,0
196,-999.000,-999.000,82,6.0,-999.0,-999.0,0.1,0.1,37.262,-121.644,3.4,0,0,1,1,1989-03-09T16:21:29.999997,-999.000,-999.000,0,0
197,-999.000,-999.000,181,7.0,-999.0,0.2,-999.0,0.2,35.992,-118.362,3.7,0,3,0,3,1993-09-06T10:32:31.000002,-999.000,-999.000,4,4
198,-999.000,-999.000,80,1.0,-999.0,0.4,-999.0,0.4,37.835,-122.603,3.6,0,1,0,1,1989-02-13T08:01:40.000003,-999.000,-999.000,0,0
199,-999.000,-999.000,81,12.0,0.9,-999.0,0.9,-999.0,35.062,-119.141,4.2,1,0,1,0,1989-02-14T15:43:51.999998,-999.000,-999.000,0,0
200,-999.000,-999.000,86,7.0,-999.0,0.2,-999.0,0.2,41.183,-121.974,4.0,0,1,0,1,1989-05-23T17:02:00.000001,-999.000,-999.000,0,0
201,-999.000,-999.000,87,4.0,-999.0,-999.0,0.9,-999.0,40.457,-125.403,4.3,0,0,1,0,1986-08-03T16:15:29.000002,-999.000,-999.000,0,0
202,-999.000,-999.000,84,2.0,0.3,-999.0,0.3,-999.0,38.800,-122.772,3.6,1,0,2,0,1989-03-26T18:03:35.000000,-999.000,-999.000,0,0
203,-999.000,-999.000,85,11.0,1.2,-999.0,1.2,-999.0,37.432,-121.771,4.5,1,0,1,0,1989-04-03T17:46:32.999998,-999.000,-999.000,0,0
204,-999.000,-999.000,7,6.0,-999.0,-999.0,-999.0,0.1,37.427,-118.614,3.3,0,0,0,1,1985-05-28T00:42:17.000000,-999.000,-999.000,0,0
205,-999.000,-999.000,586,3.0,0.9,0.5,0.9,0.5,38.775,-122.767,4.2,1,1,1,1,2019-11-03T20:34:55.999998,-999.000,-999.000,0,0
206,-999.000,-999.000,587,4.0,-999.0,-999.0,-999.0,-999.0,36.187,-117.866,3.6,3,0,3,0,2019-11-16T22:11:15.000003,-999.000,-999.000,4,4
207,-999.000,-999.000,584,9.0,1.6,-999.0,1.6,-999.0,41.891,-125.837,5.2,1,0,1,0,2019-10-28T11:01:03.000004,-999.000,-999.000,0,0
208,-999.000,-999.000,585,25.0,-999.0,-999.0,1.2,-999.0,40.846,-123.840,4.4,0,0,1,0,2019-02-06T18:23:00.000003,-999.000,-999.000,0,0
209,-999.000,-999.000,582,10.0,0.9,-999.0,0.9,-999.0,36.645,-121.274,4.7,3,0,3,0,2019-10-15T19:42:28.999998,-999.000,-999.000,1,1
210,-999.000,-999.000,583,9.0,-999.0,-999.0,-999.0,0.1,36.639,-121.258,3.6,0,0,0,1,2019-10-17T14:54:54.000000,-999.000,-999.000,0,0
211,-999.000,-999.000,580,6.0,0.6,0.5,0.6,0.5,36.603,-121.202,3.8,1,1,1,1,2019-09-13T06:50:20.000003,-999.000,-999.000,0,0
212,-999.000,-999.000,581,13.0,1.3,-999.0,1.3,-999.0,37.938,-122.057,4.5,1,0,1,0,2019-10-15T05:33:40.999998,-999.000,-999.000,0,0
213,-999.000,-999.000,588,3.0,0.3,-999.0,0.3,-999.0,38.354,-119.293,3.5,1,0,1,0,2019-11-22T14:39:31.999999,-999.000,-999.000,0,0
214,-999.000,-999.000,245,-1.0,0.1,-999.0,0.1,-999.0,37.531,-118.828,3.4,1,0,1,0,1996-06-17T11:39:29.000003,-999.000,-999.000,0,0
215,-999.000,-999.000,244,4.0,-999.0,-999.0,-999.0,-999.0,36.684,-121.309,3.4,1,0,2,0,1996-05-30T19:42:46.999999,-999.000,-999.000,0,0
216,-999.000,-999.000,247,7.0,-999.0,1.3,-999.0,1.3,40.352,-124.751,4.7,0,1,0,1,1996-08-08T09:19:03.000001,-999.000,-999.000,0,0
217,-999.000,-999.000,246,5.0,0.5,0.1,0.5,0.1,35.749,-121.259,3.8,1,1,1,1,1996-07-03T07:42:34.000002,-999.000,-999.000,0,0
218,-999.000,-999.000,241,5.0,-999.0,-999.0,-999.0,-999.0,37.626,-118.859,4.2,14,8,15,8,1996-03-30T15:22:21.999997,-999.000,-999.000,4,4
219,-999.000,-999.000,240,4.0,0.3,-999.0,0.3,-999.0,37.517,-118.873,3.6,1,0,1,0,1996-02-19T05:02:06.000001,-999.000,-999.000,0,0
220,-999.000,-999.000,243,0.0,0.4,-999.0,0.4,-999.0,40.387,-125.176,4.2,1,0,1,0,1996-05-02T00:33:36.999998,-999.000,-999.000,0,0
221,-999.000,-999.000,242,5.0,1.2,1.2,1.2,1.2,36.885,-121.613,4.9,2,1,3,1,1996-04-19T00:52:39.999999,-999.000,-999.000,1,1
222,-999.000,-999.000,249,8.0,0.7,-999.0,0.7,-999.0,39.974,-119.817,4.2,2,0,2,0,1996-12-02T23:33:13.999997,-999.000,-999.000,0,0
223,-999.000,-999.000,248,2.0,-999.0,0.4,0.9,0.4,38.791,-122.757,4.3,0,2,3,2,1996-12-04T21:21:14.000003,-999.000,-999.000,2,0
224,-999.000,-999.000,519,15.0,-999.0,0.1,-999.0,0.1,41.951,-119.577,3.5,0,1,0,1,2015-02-26T19:17:47.999997,-999.000,-999.000,0,0
225,-999.000,-999.000,518,16.0,1.5,1.4,1.5,1.4,40.318,-124.607,5.7,2,2,2,2,2015-01-28T21:08:51.999997,-999.000,-999.000,1,1
226,-999.000,-999.000,511,19.0,-999.0,-999.0,-999.0,-999.0,41.911,-119.669,3.4,1,0,1,0,2014-08-19T04:00:33.999999,-999.000,-999.000,0,0
227,-999.000,-999.000,510,5.0,-999.0,0.1,-999.0,0.1,36.979,-121.464,3.4,0,3,0,3,2014-09-01T16:10:36.000002,-999.000,-999.000,4,4
228,-999.000,-999.000,513,3.0,-999.0,-999.0,-999.0,-999.0,37.653,-118.852,3.5,2,1,2,1,2014-09-26T03:32:44.000000,-999.000,-999.000,4,4
229,-999.000,-999.000,512,11.0,2.1,-999.0,2.1,-999.0,38.215,-122.312,6.0,7,0,7,0,2014-08-24T10:20:42.999998,-999.000,-999.000,1,1
230,-999.000,-999.000,515,5.0,0.1,-999.0,0.1,-999.0,37.477,-118.782,3.6,3,0,3,0,2014-10-13T00:13:49.000000,-999.000,-999.000,4,4
231,-999.000,-999.000,514,19.0,-999.0,0.5,-999.0,0.5,41.887,-119.685,3.9,0,1,0,1,2014-10-01T12:46:06.999998,-999.000,-999.000,0,0
232,-999.000,-999.000,517,6.0,0.3,0.6,0.3,0.6,36.806,-121.536,4.2,1,1,1,1,2014-11-20T06:26:48.000001,-999.000,-999.000,0,0
233,-999.000,-999.000,516,17.0,0.4,0.6,0.1,0.2,41.876,-119.635,4.7,9,23,29,61,2015-01-22T09:09:14.999997,-999.000,-999.000,4,0
234,-999.000,-999.000,458,1.0,-999.0,-999.0,-999.0,0.5,38.815,-122.816,3.7,0,0,0,1,2010-07-15T23:54:19.000003,-999.000,-999.000,0,0
235,-999.000,-999.000,459,6.0,0.2,0.4,0.2,0.4,37.624,-118.814,3.8,1,1,1,1,2010-07-22T11:40:06.999997,-999.000,-999.000,0,0
236,-999.000,-999.000,450,10.0,0.3,-999.0,0.3,-999.0,37.481,-121.799,4.0,1,0,2,0,2010-01-07T18:09:34.000003,-999.000,-999.000,0,0
237,-999.000,-999.000,451,28.0,0.6,-999.0,0.6,-999.0,40.652,-124.692,6.5,15,0,19,0,2010-01-10T00:27:38.000002,-999.000,-999.000,1,1
238,-999.000,-999.000,452,5.0,0.6,0.6,0.6,0.6,36.031,-117.835,4.2,4,3,4,3,2010-01-15T08:23:25.999997,-999.000,-999.000,1,1
239,-999.000,-999.000,453,5.0,0.6,0.2,0.6,0.2,36.048,-117.886,4.3,5,5,5,5,2010-03-01T09:06:01.999999,-999.000,-999.000,0,0
240,-999.000,-999.000,454,5.0,-999.0,0.1,-999.0,0.1,40.185,-121.329,3.7,0,1,0,1,2010-03-17T16:41:36.000002,-999.000,-999.000,0,0
241,-999.000,-999.000,455,20.0,-999.0,-999.0,-999.0,0.6,40.314,-124.532,3.9,0,0,0,1,2010-04-12T15:10:02.999998,-999.000,-999.000,0,0
242,-999.000,-999.000,456,1.0,-999.0,-999.0,0.2,-999.0,38.815,-122.798,3.7,0,0,1,0,2009-04-17T15:09:38.000003,-999.000,-999.000,0,0
243,-999.000,-999.000,457,1.0,0.2,-999.0,0.2,-999.0,37.819,-118.973,3.5,2,0,2,0,2010-05-22T17:06:05.999999,-999.000,-999.000,0,0
244,-999.000,-999.000,179,2.0,0.6,-999.0,0.5,-999.0,37.525,-118.883,4.3,3,0,4,0,1993-08-11T05:48:19.000001,-999.000,-999.000,1,1
245,-999.000,-999.000,178,7.0,0.2,0.4,0.2,0.4,40.302,-124.498,4.1,5,1,5,1,1993-07-27T21:17:19.000001,-999.000,-999.000,4,4
246,-999.000,-999.000,177,4.0,-999.0,-999.0,-999.0,-999.0,37.623,-118.870,3.2,1,0,1,0,1993-07-02T19:03:26.000001,-999.000,-999.000,0,0
247,-999.000,-999.000,176,10.0,-999.0,0.2,-999.0,0.2,38.090,-119.064,3.4,0,1,0,1,1993-06-14T10:51:33.000001,-999.000,-999.000,0,0
248,-999.000,-999.000,175,6.0,-999.0,-999.0,-999.0,-999.0,36.437,-121.015,3.3,0,0,1,0,1989-10-08T12:36:45.000001,-999.000,-999.000,0,0
249,-999.000,-999.000,174,-1.0,1.6,-999.0,1.6,-999.0,37.166,-117.780,6.4,40,0,40,0,1993-05-17T23:20:47.000003,-999.000,-999.000,1,1
250,-999.000,-999.000,173,2.0,-999.0,-999.0,0.1,-999.0,36.568,-121.159,3.3,0,0,2,0,1990-01-30T05:07:16.999998,-999.000,-999.000,0,0
251,-999.000,-999.000,172,2.0,-999.0,0.1,-999.0,0.1,38.789,-122.777,4.0,0,2,0,2,1993-03-16T03:59:24.999999,-999.000,-999.000,0,0
252,-999.000,-999.000,171,0.0,0.5,-999.0,0.5,-999.0,39.192,-119.646,3.7,1,0,1,0,1993-02-05T17:10:25.000002,-999.000,-999.000,0,0
253,-999.000,-999.000,170,2.0,0.2,-999.0,0.2,-999.0,38.843,-122.778,3.9,2,0,2,0,1993-01-18T23:27:08.999998,-999.000,-999.000,0,0
254,-999.000,-999.000,182,11.0,-999.0,-999.0,-999.0,-999.0,38.120,-122.448,3.6,1,1,1,1,1993-09-19T20:49:04.999998,-999.000,-999.000,0,0
255,-999.000,-999.000,183,6.0,0.8,-999.0,0.8,-999.0,36.580,-121.174,4.1,1,0,1,0,1993-10-11T07:19:43.999997,-999.000,-999.000,0,0
256,-999.000,-999.000,180,6.0,0.4,-999.0,0.4,-999.0,38.836,-119.746,3.7,1,0,2,0,1993-08-16T10:29:10.000001,-999.000,-999.000,0,0
257,-999.000,-999.000,2,-1.0,0.2,0.1,0.2,0.1,40.926,-119.133,3.4,1,1,1,1,1985-01-26T18:43:22.000001,-999.000,-999.000,0,0
258,-999.000,-999.000,186,9.0,0.3,-999.0,0.3,-999.0,36.298,-120.429,3.6,1,0,1,0,1993-10-31T18:31:22.000002,-999.000,-999.000,0,0
259,-999.000,-999.000,187,10.0,-999.0,1.6,-999.0,1.6,35.953,-120.498,4.8,0,1,0,1,1993-11-14T12:25:32.999998,-999.000,-999.000,0,0
260,-999.000,-999.000,184,2.0,0.3,0.3,0.3,0.3,37.539,-118.883,3.5,1,1,1,1,1993-10-18T06:40:19.000003,-999.000,-999.000,0,0
261,-999.000,-999.000,185,-1.0,0.3,-999.0,0.3,-999.0,36.037,-117.976,3.7,2,0,2,0,1993-10-22T16:30:52.000000,-999.000,-999.000,0,0
262,-999.000,-999.000,188,5.0,-999.0,-999.0,-999.0,-999.0,37.635,-118.933,3.9,10,0,12,0,1993-11-28T00:35:33.000002,-999.000,-999.000,4,4
263,-999.000,-999.000,189,-1.0,-999.0,-999.0,-999.0,-999.0,40.075,-119.933,3.2,1,0,1,0,1993-12-08T18:25:43.000000,-999.000,-999.000,0,0
264,-999.000,-999.000,11,2.0,-999.0,-999.0,-999.0,-999.0,38.803,-122.802,3.5,2,0,3,0,1985-07-26T04:20:40.000002,-999.000,-999.000,4,0
265,-999.000,-999.000,10,10.0,0.9,-999.0,0.9,-999.0,36.179,-120.291,4.3,1,0,1,0,1985-05-11T08:59:20.999997,-999.000,-999.000,0,0
266,-999.000,-999.000,13,2.0,0.8,-999.0,0.8,0.4,38.819,-122.808,4.0,1,0,1,7,2010-07-15T15:31:42.000003,-999.000,-999.000,0,0
267,-999.000,-999.000,12,15.0,1.3,0.9,1.3,0.9,36.143,-120.156,5.6,16,3,17,3,1985-08-04T12:01:54.000002,-999.000,-999.000,1,1
268,-999.000,-999.000,15,3.0,-999.0,1.0,-999.0,1.0,36.561,-118.118,4.4,0,1,0,1,1985-08-22T00:21:55.999999,-999.000,-999.000,0,0
269,-999.000,-999.000,14,0.0,-999.0,-999.0,-999.0,-999.0,38.792,-122.778,4.0,0,1,8,1,1985-08-08T19:03:09.999999,-999.000,-999.000,2,0
270,-999.000,-999.000,17,37.0,-999.0,-999.0,-999.0,-999.0,40.453,-124.653,3.2,1,0,1,0,1985-11-19T15:08:35.000002,-999.000,-999.000,0,0
271,-999.000,-999.000,16,0.0,-999.0,0.1,-999.0,0.1,35.931,-120.014,3.3,0,1,0,1,1985-10-28T01:33:30.999999,-999.000,-999.000,0,0
272,-999.000,-999.000,19,6.0,-999.0,1.4,0.2,1.4,36.583,-121.178,4.8,0,1,7,1,1986-01-14T03:09:35.000001,-999.000,-999.000,2,0
273,-999.000,-999.000,18,2.0,-999.0,-999.0,-999.0,-999.0,36.002,-118.401,3.2,1,0,1,0,1985-12-16T23:47:12.000001,-999.000,-999.000,0,0
274,-999.000,-999.000,322,5.0,1.0,-999.0,1.0,-999.0,38.660,-119.555,4.4,2,0,2,0,2000-09-26T07:20:28.000000,-999.000,-999.000,0,0
275,-999.000,-999.000,323,1.0,-999.0,-999.0,0.6,-999.0,34.960,-120.728,3.8,0,0,1,0,2000-03-12T06:59:33.000000,-999.000,-999.000,0,0
276,-999.000,-999.000,320,10.0,0.8,0.8,0.8,0.8,39.334,-123.035,4.0,1,1,1,1,2000-08-21T04:45:12.000000,-999.000,-999.000,0,0
277,-999.000,-999.000,321,12.0,0.8,-999.0,0.8,-999.0,40.854,-124.451,4.4,1,0,1,0,2000-09-22T10:50:26.000000,-999.000,-999.000,0,0
278,-999.000,-999.000,326,6.0,-999.0,0.9,-999.0,0.9,39.730,-122.829,4.2,0,1,0,1,2001-02-02T23:03:09.999997,-999.000,-999.000,0,0
279,-999.000,-999.000,327,21.0,-999.0,-999.0,-999.0,-999.0,40.577,-124.454,3.2,1,0,1,0,2001-02-07T19:18:59.999998,-999.000,-999.000,0,0
280,-999.000,-999.000,324,4.0,1.1,-999.0,1.1,-999.0,39.358,-120.474,4.4,1,0,1,0,2000-12-02T15:34:15.000002,-999.000,-999.000,0,0
281,-999.000,-999.000,325,17.0,1.0,0.1,1.0,0.1,40.989,-121.694,4.4,1,3,1,3,2000-12-20T23:39:12.999997,-999.000,-999.000,0,0
282,-999.000,-999.000,328,0.0,-999.0,-999.0,-999.0,-999.0,36.356,-117.859,3.2,1,0,1,0,2001-04-11T19:53:56.000002,-999.000,-999.000,0,0
283,-999.000,-999.000,329,15.0,0.8,-999.0,0.8,-999.0,39.490,-122.947,4.1,1,0,1,0,2001-03-11T10:11:05.999997,-999.000,-999.000,0,0
284,-999.000,-999.000,201,6.0,-999.0,0.7,-999.0,0.7,37.915,-122.285,4.0,0,1,0,1,1994-06-26T08:42:49.000003,-999.000,-999.000,0,0
285,-999.000,-999.000,200,5.0,0.2,-999.0,0.2,-999.0,36.081,-117.852,3.6,1,0,1,0,1994-05-30T03:22:23.999998,-999.000,-999.000,0,0
286,-999.000,-999.000,203,6.0,0.1,-999.0,0.1,-999.0,40.312,-124.490,3.3,1,0,1,0,1994-07-23T07:36:28.000000,-999.000,-999.000,0,0
287,-999.000,-999.000,202,18.0,1.0,-999.0,0.4,-999.0,40.355,-124.463,4.9,1,0,4,0,1994-06-19T10:39:31.000003,-999.000,-999.000,2,0
288,-999.000,-999.000,205,4.0,-999.0,-999.0,-999.0,-999.0,40.411,-125.920,3.9,13,5,13,5,1994-09-01T15:55:58.000001,-999.000,-999.000,4,4
289,-999.000,-999.000,204,2.0,-999.0,-999.0,-999.0,-999.0,36.660,-121.277,3.3,0,0,1,0,1985-11-12T22:11:07.000002,-999.000,-999.000,0,0
290,-999.000,-999.000,207,-1.0,0.8,-999.0,0.8,-999.0,38.808,-119.692,5.9,123,0,137,0,1994-09-12T12:23:42.000002,-999.000,-999.000,1,1
291,-999.000,-999.000,206,3.0,-999.0,-999.0,-999.0,0.1,35.996,-120.556,3.3,0,0,0,1,1994-09-07T22:34:28.999997,-999.000,-999.000,0,0
