,b_a,b_f,cid,depth0,dm_a,dm_f,dm_a_all,dm_f_all,lat0,lon0,m0,na,nf,na_all,nf_all,ot0,rate_a,rate_f,c_type,c_type60,nf_all_apr,na_all_apr,nf_apr,na_apr
852,-999.000,-999.000,1070,18.0,0.5,-999.0,0.5,-999.0, 9.653,-84.784,3.0,1,0,1,0,2021-08-01T13:29:02.999998,-999.000,-999.000,-1,-1, 0, 1,0,1
853,-999.000,-999.000,1071,25.0,0.2,-999.0,0.2,-999.0, 8.895,-82.887,3.0,1,0,1,0,2021-08-01T13:08:27.999997,-999.000,-999.000,-1,-1, 0, 1,0,1
854,-999.000,-999.000,289,11.0,-999.0,-999.0,-999.0,-999.0, 8.928,-84.108,4.2,1,0,1,0,2016-07-23T05:26:34.000002,-999.000,-999.000,-1,-1, 0, 1,0,1
855,-999.000,-999.000,288,18.0,0.4,-999.0,0.4,-999.0, 9.900,-84.202,2.9,1,0,1,0,2016-07-21T04:28:33.000000,-999.000,-999.000,-1,-1, 0, 1,0,1
856,-999.000,-999.000,1003,0.0,-999.0,-999.0,-999.0,-999.0, 9.076,-84.148,2.6,2,0,2,0,2021-04-19T10:38:46.000002,-999.000,-999.000,-1,-1, 0, 2,0,2
857,-999.000,-999.000,4,21.0,0.4,-999.0,0.4,-999.0, 9.622,-84.915,3.1,1,0,1,0,2014-01-22T02:36:18.000003,-999.000,-999.000,-1,-1, 0, 1,0,1
858,-999.000,-999.000,281,30.0,1.1,-999.0,1.1,-999.0, 8.289,-82.871,4.5,5,0,5,0,2016-06-15T18:17:02.999999,-999.000,-999.000,1,1, 0, 5,0,5
859,-999.000,-999.000,280,42.0,0.7,-999.0,0.7,-999.0, 9.178,-83.915,3.2,1,0,1,0,2016-06-15T03:16:49.999997,-999.000,-999.000,-1,-1, 0, 1,0,1
860,-999.000,-999.000,283,10.0,0.8,-999.0,0.8,-999.0, 9.957,-85.665,3.3,1,0,1,0,2016-06-25T00:07:23.000002,-999.000,-999.000,-1,-1, 0, 1,0,1
861,-999.000,-999.000,282,30.0,0.3,-999.0,0.3,-999.0, 9.009,-84.098,2.8,1,0,1,0,2016-06-20T02:24:46.000000,-999.000,-999.000,-1,-1, 0, 1,0,1
862,-999.000,-999.000,285,13.0,0.3,-999.0,0.3,-999.0,10.779,-85.062,5.2,6,0,6,0,2016-07-03T01:58:27.999998,-999.000,-999.000,2,2, 0, 4,0,4
863,-999.000,-999.000,284,16.0,1.0,0.6,1.0,0.6, 9.966,-85.686,4.0,7,1,7,1,2016-07-01T13:48:57.000002,-999.000,-999.000,1,1, 1, 7,1,7
864,-999.000,-999.000,287,28.0,1.0,-999.0,1.0,-999.0, 8.241,-82.942,3.7,1,0,1,0,2016-07-15T21:03:13.000002,-999.000,-999.000,-1,-1, 0, 1,0,1
865,-999.000,-999.000,286,1.0,0.2,-999.0,0.2,-999.0, 8.760,-83.433,2.7,1,0,1,0,2016-07-05T13:37:41.000003,-999.000,-999.000,-1,-1, 0, 1,0,1
866,-999.000,-999.000,1094,4.0,-999.0,-999.0,-999.0,-999.0,10.160,-83.936,2.9,2,3,2,3,2021-09-23T01:42:12.000000,-999.000,-999.000,4,4, 3, 2,3,2
867,-999.000,-999.000,1095,27.0,-999.0,-999.0,-999.0,-999.0, 9.025,-84.039,2.5,1,0,1,0,2021-09-29T00:28:57.000002,-999.000,-999.000,-1,-1, 0, 1,0,1
868,-999.000,-999.000,1096,20.0,-999.0,0.2,-999.0,0.2, 9.288,-82.701,2.6,0,1,0,1,2021-09-29T08:19:05.000001,-999.000,-999.000,-1,-1, 1, 0,1,0
869,-999.000,-999.000,1097,18.0,1.7,-999.0,1.7,-999.0, 8.321,-83.428,4.5,1,0,1,0,2021-09-29T19:10:31.999999,-999.000,-999.000,-1,-1, 0, 1,0,1
870,-999.000,-999.000,1090,23.0,1.6,1.4,1.6,1.4, 9.004,-83.948,4.8,5,2,5,2,2021-09-09T04:27:29.000001,-999.000,-999.000,1,1, 2, 2,2,2
871,-999.000,-999.000,1091,21.0,0.9,0.4,0.9,0.4, 9.374,-84.692,3.5,3,1,3,1,2021-09-12T01:20:18.999999,-999.000,-999.000,2,2, 1, 3,1,3
872,-999.000,-999.000,1092,32.0,1.8,-999.0,1.8,-999.0, 8.256,-82.618,4.4,1,0,1,0,2021-09-13T05:54:05.999999,-999.000,-999.000,-1,-1, 0, 1,0,1
873,-999.000,-999.000,1093,10.0,1.3,-999.0,1.3,-999.0,10.557,-85.543,4.8,1,0,1,0,2021-09-13T06:32:00.000003,-999.000,-999.000,-1,-1, 0, 1,0,1
874,-999.000,-999.000,674,18.0,0.7,-999.0,0.7,-999.0, 9.588,-84.807,3.2,1,0,1,0,2019-07-29T11:02:24.000001,-999.000,-999.000,-1,-1, 0, 1,0,1
875,-999.000,-999.000,675,37.0,-999.0,-999.0,0.1,-999.0, 9.188,-83.890,2.5,0,0,1,0,2014-08-29T16:23:30.000003,-999.000,-999.000,-1,-1, 0, 1,0,0
876,-999.000,-999.000,676,14.0,0.4,-999.0,0.4,-999.0, 9.060,-84.130,3.9,1,0,1,0,2019-08-08T12:11:01.000000,-999.000,-999.000,-1,-1, 0, 1,0,1
877,-999.000,-999.000,677,35.0,-999.0,0.2,-999.0,0.2, 9.567,-84.251,3.1,0,1,0,1,2019-08-12T09:54:42.000002,-999.000,-999.000,-1,-1, 1, 0,1,0
878,-999.000,-999.000,1098,14.0,0.3,-999.0,0.3,-999.0,10.561,-84.638,3.2,1,0,1,0,2021-10-03T12:28:18.000000,-999.000,-999.000,-1,-1, 0, 1,0,1
879,-999.000,-999.000,1099,21.0,1.0,0.5,1.0,0.5, 9.513,-84.871,3.9,3,2,3,2,2021-10-06T01:02:54.999998,-999.000,-999.000,1,1, 2, 3,2,3
880,-999.000,-999.000,672,2.0,-999.0,0.2,-999.0,0.2, 9.341,-83.349,2.7,0,1,0,1,2019-07-18T03:05:08.000001,-999.000,-999.000,-1,-1, 1, 0,1,0
881,-999.000,-999.000,673,21.0,-999.0,-999.0,-999.0,-999.0, 8.670,-83.243,2.4,1,0,1,0,2019-07-24T00:16:34.000000,-999.000,-999.000,-1,-1, 0, 1,0,1
882,-999.000,-999.000,263,15.0,1.4,0.2,1.4,0.2, 8.298,-83.041,4.0,4,1,4,1,2016-03-01T09:44:03.000000,-999.000,-999.000,2,2, 1, 4,1,4
883,-999.000,-999.000,262,0.0,0.6,-999.0,0.6,-999.0, 9.372,-82.725,3.1,1,0,1,0,2016-03-01T05:14:31.000001,-999.000,-999.000,-1,-1, 0, 1,0,1
884,-999.000,-999.000,261,14.0,-999.0,0.4,-999.0,0.4, 9.492,-84.832,3.7,0,2,0,2,2016-02-28T00:37:46.000002,-999.000,-999.000,-1,-1, 2, 0,2,0
885,-999.000,-999.000,260,29.0,0.8,-999.0,0.8,-999.0, 8.280,-82.816,3.3,1,0,1,0,2016-02-25T12:28:17.999997,-999.000,-999.000,-1,-1, 0, 1,0,1
886,-999.000,-999.000,267,19.0,0.7,-999.0,0.7,-999.0, 9.442,-84.617,4.1,2,0,2,0,2016-03-17T19:56:28.000002,-999.000,-999.000,-1,-1, 0, 2,0,2
887,-999.000,-999.000,266,27.0,0.5,-999.0,0.5,-999.0, 9.115,-84.035,3.0,1,0,1,0,2016-03-16T07:07:40.000002,-999.000,-999.000,-1,-1, 0, 1,0,1
888,-999.000,-999.000,265,18.0,1.0,-999.0,1.0,-999.0, 8.990,-82.897,3.7,1,0,1,0,2016-03-15T11:33:42.000000,-999.000,-999.000,-1,-1, 0, 1,0,1
889,-999.000,-999.000,264,8.0,0.7,-999.0,0.7,-999.0, 9.832,-82.972,3.5,1,0,1,0,2016-03-02T01:11:43.999999,-999.000,-999.000,-1,-1, 0, 1,0,1
890,-999.000,-999.000,269,20.0,0.6,-999.0,0.6,-999.0, 9.457,-84.578,3.9,1,0,1,0,2016-04-12T13:11:15.999998,-999.000,-999.000,-1,-1, 0, 1,0,1
891,-999.000,-999.000,268,21.0,0.2,-999.0,0.2,-999.0, 8.679,-83.702,2.7,1,0,1,0,2016-03-24T01:38:14.999998,-999.000,-999.000,-1,-1, 0, 1,0,1
892,-999.000,-999.000,478,13.0,1.1,-999.0,1.1,-999.0, 9.419,-84.533,4.2,1,0,1,0,2018-04-01T00:25:35.000002,-999.000,-999.000,-1,-1, 0, 1,0,1
893,-999.000,-999.000,59,58.0,0.9,-999.0,0.9,-999.0, 9.437,-83.859,3.6,1,0,1,0,2014-05-17T02:25:22.000000,-999.000,-999.000,-1,-1, 0, 1,0,1
894,-999.000,-999.000,58,1.0,-999.0,0.1,-999.0,0.1, 8.931,-84.117,3.0,0,1,0,1,2014-05-08T02:14:37.000000,-999.000,-999.000,-1,-1, 1, 0,1,0
895,-999.000,-999.000,55,4.0,0.6,-999.0,0.6,-999.0, 9.627,-84.118,3.0,1,0,1,0,2014-04-28T15:38:23.000000,-999.000,-999.000,-1,-1, 0, 1,0,1
896,-999.000,-999.000,54,4.0,0.1,-999.0,0.1,-999.0, 9.011,-84.188,2.5,1,0,1,0,2014-04-28T04:14:51.999997,-999.000,-999.000,-1,-1, 0, 1,0,1
897,-999.000,-999.000,57,26.0,-999.0,-999.0,-999.0,-999.0, 8.109,-82.942,3.6,1,0,1,0,2014-05-01T08:46:30.000002,-999.000,-999.000,-1,-1, 0, 1,0,1
898,-999.000,-999.000,56,14.0,0.5,-999.0,0.5,-999.0, 8.081,-83.015,3.6,1,0,1,0,2014-04-29T16:15:49.000002,-999.000,-999.000,-1,-1, 0, 1,0,1
899,-999.000,-999.000,51,5.0,0.2,-999.0,0.2,-999.0, 9.902,-83.582,3.0,1,0,1,0,2014-04-24T00:43:59.999997,-999.000,-999.000,-1,-1, 0, 1,0,1
900,-999.000,-999.000,258,21.0,2.7,-999.0,2.7,-999.0, 8.505,-83.680,5.2,1,0,1,0,2016-02-20T11:31:37.999998,-999.000,-999.000,-1,-1, 0, 0,0,0
901,-999.000,-999.000,53,3.0,0.5,-999.0,0.5,-999.0,10.018,-84.616,4.3,12,0,12,0,2014-04-25T09:27:29.000001,-999.000,-999.000,1,1, 0, 12,0,12
902,-999.000,-999.000,52,46.0,0.7,-999.0,0.7,-999.0, 9.527,-84.050,3.1,1,0,1,0,2014-04-25T01:53:20.999999,-999.000,-999.000,-1,-1, 0, 1,0,1
903,-999.000,-999.000,537,19.0,-999.0,0.7,-999.0,0.7, 9.502,-82.999,3.9,0,1,0,1,2018-08-15T07:01:21.999999,-999.000,-999.000,-1,-1, 1, 0,1,0
904,-999.000,-999.000,536,17.0,0.3,0.3,0.3,0.3, 9.463,-84.477,4.4,8,4,8,4,2018-08-15T06:15:11.999997,-999.000,-999.000,3,3, 2, 7,2,7
905,-999.000,-999.000,535,13.0,0.2,-999.0,0.2,-999.0, 9.440,-84.475,2.6,1,0,1,0,2018-08-09T16:40:15.000001,-999.000,-999.000,-1,-1, 0, 1,0,1
906,-999.000,-999.000,63,20.0,-999.0,0.8,-999.0,0.8, 8.609,-83.757,3.2,0,1,0,1,2014-06-15T00:51:34.999998,-999.000,-999.000,-1,-1, 1, 0,1,0
907,-999.000,-999.000,533,35.0,-999.0,-999.0,-999.0,-999.0, 8.328,-82.796,2.4,1,0,1,0,2018-08-05T07:00:59.999998,-999.000,-999.000,-1,-1, 0, 1,0,1
908,-999.000,-999.000,532,52.0,-999.0,0.2,-999.0,0.2, 9.273,-83.751,3.3,0,1,0,1,2018-08-03T15:46:20.000001,-999.000,-999.000,-1,-1, 1, 0,1,0
909,-999.000,-999.000,531,3.0,0.6,-999.0,0.6,-999.0, 9.458,-82.783,4.0,1,0,1,0,2018-08-03T03:37:55.000000,-999.000,-999.000,-1,-1, 0, 1,0,1
910,-999.000,-999.000,530,32.0,-999.0,-999.0,-999.0,-999.0, 9.415,-84.350,2.6,1,0,1,0,2018-08-03T02:43:18.999997,-999.000,-999.000,-1,-1, 0, 1,0,1
911,-999.000,-999.000,598,24.0,-999.0,0.4,-999.0,0.4, 8.847,-82.931,3.2,0,2,0,2,2019-02-06T11:02:11.000002,-999.000,-999.000,-1,-1, 2, 0,2,0
912,-999.000,-999.000,152,22.0,0.5,0.1,0.5,0.1, 9.940,-85.672,3.6,2,1,2,1,2015-02-27T11:08:48.999999,-999.000,-999.000,5,5, 1, 2,1,2
913,-999.000,-999.000,539,9.0,-999.0,-999.0,-999.0,-999.0, 8.963,-84.229,3.1,2,0,2,0,2018-08-17T12:16:03.000001,-999.000,-999.000,-1,-1, 0, 2,0,2
914,-999.000,-999.000,538,8.0,-999.0,-999.0,-999.0,-999.0, 9.363,-84.508,2.4,1,0,1,0,2018-08-16T21:25:12.000003,-999.000,-999.000,-1,-1, 0, 1,0,1
915,-999.000,-999.000,775,14.0,1.6,-999.0,1.6,-999.0, 8.985,-83.989,4.3,2,0,2,0,2020-02-15T17:10:15.000003,-999.000,-999.000,-1,-1, 0, 2,0,2
916,-999.000,-999.000,988,24.0,0.4,0.2,0.4,0.2, 9.594,-84.861,3.8,2,8,2,8,2021-04-10T05:16:54.999996,-999.000,-999.000,5,5, 8, 2,8,2
917,-999.000,-999.000,989,18.0,-999.0,-999.0,2.0,-999.0, 8.945,-84.057,4.5,0,0,1,0,2020-05-29T23:02:52.999998,-999.000,-999.000,-1,-1, 0, 1,0,0
918,-999.000,-999.000,774,53.0,0.2,-999.0,0.2,-999.0, 9.503,-84.120,2.7,1,0,1,0,2020-02-10T12:47:55.999997,-999.000,-999.000,-1,-1, 0, 1,0,1
919,-999.000,-999.000,982,10.0,1.0,-999.0,1.0,-999.0, 9.890,-84.062,3.7,2,0,2,0,2021-03-21T07:51:16.000003,-999.000,-999.000,-1,-1, 0, 2,0,2
920,-999.000,-999.000,983,39.0,0.9,1.0,0.9,1.0, 8.389,-82.855,4.8,6,1,6,1,2021-03-29T22:15:58.000003,-999.000,-999.000,1,1, 1, 4,1,4
921,-999.000,-999.000,980,19.0,-999.0,0.2,-999.0,0.2,10.388,-85.082,3.3,0,1,0,1,2021-03-19T05:36:12.000003,-999.000,-999.000,-1,-1, 1, 0,1,0
922,-999.000,-999.000,981,15.0,0.2,-999.0,0.2,-999.0, 8.587,-83.170,2.8,1,0,1,0,2021-03-22T01:50:39.000004,-999.000,-999.000,-1,-1, 0, 1,0,1
923,-999.000,-999.000,986,12.0,1.1,-999.0,1.1,-999.0, 9.023,-84.191,3.6,1,0,1,0,2021-04-07T00:56:41.000000,-999.000,-999.000,-1,-1, 0, 1,0,1
924,-999.000,-999.000,987,18.0,0.3,-999.0,0.3,-999.0,10.120,-83.291,2.8,1,0,1,0,2021-04-09T01:51:10.999999,-999.000,-999.000,-1,-1, 0, 1,0,1
925,-999.000,-999.000,984,24.0,0.8,-999.0,0.8,-999.0,10.011,-83.202,3.8,1,0,1,0,2021-03-30T22:43:37.999999,-999.000,-999.000,-1,-1, 0, 1,0,1
926,-999.000,-999.000,50,49.0,0.9,-999.0,0.9,-999.0, 9.718,-84.668,3.7,1,0,1,0,2014-04-23T08:55:33.999997,-999.000,-999.000,-1,-1, 0, 1,0,1
927,-999.000,-999.000,115,17.0,-999.0,0.2,-999.0,0.2, 9.432,-84.564,2.8,0,1,0,1,2014-10-27T09:36:49.000002,-999.000,-999.000,-1,-1, 1, 0,1,0
928,-999.000,-999.000,252,23.0,-999.0,1.0,-999.0,1.0, 9.533,-84.793,3.6,0,1,0,1,2016-02-03T03:03:09.000003,-999.000,-999.000,-1,-1, 1, 0,1,0
929,-999.000,-999.000,117,43.0,-999.0,1.2,-999.0,1.2,10.188,-85.518,4.1,0,1,0,1,2014-11-01T00:48:34.999997,-999.000,-999.000,-1,-1, 1, 0,1,0
930,-999.000,-999.000,776,6.0,0.5,-999.0,0.5,-999.0, 9.383,-84.462,2.9,1,0,1,0,2020-02-16T22:09:15.999998,-999.000,-999.000,-1,-1, 0, 1,0,1
931,-999.000,-999.000,111,20.0,0.2,-999.0,0.2,-999.0, 9.592,-84.888,2.6,1,0,1,0,2014-10-22T03:54:33.000001,-999.000,-999.000,-1,-1, 0, 1,0,1
932,-999.000,-999.000,110,15.0,0.4,-999.0,0.4,-999.0, 9.314,-82.794,3.5,1,0,1,0,2014-10-21T16:09:13.000001,-999.000,-999.000,-1,-1, 0, 1,0,1
933,-999.000,-999.000,113,17.0,0.8,0.2,0.8,0.2, 8.367,-83.093,4.0,1,1,1,1,2014-10-22T23:20:23.000000,-999.000,-999.000,-1,-1, 1, 1,1,1
934,-999.000,-999.000,69,50.0,0.6,-999.0,0.6,-999.0,10.150,-85.362,5.2,4,0,4,0,2014-07-06T11:42:39.999999,-999.000,-999.000,1,1, 0, 2,0,2
935,-999.000,-999.000,771,27.0,1.5,-999.0,1.5,-999.0, 8.067,-82.966,4.5,1,0,1,0,2020-01-30T08:27:20.000003,-999.000,-999.000,-1,-1, 0, 1,0,1
936,-999.000,-999.000,119,13.0,0.3,-999.0,0.3,-999.0, 9.025,-84.181,3.0,1,0,1,0,2014-10-30T03:25:45.999997,-999.000,-999.000,-1,-1, 0, 1,0,1
937,-999.000,-999.000,118,11.0,0.6,-999.0,0.6,-999.0, 9.892,-84.085,4.2,5,0,5,0,2014-11-01T07:23:10.000000,-999.000,-999.000,1,1, 0, 5,0,5
938,-999.000,-999.000,770,32.0,0.8,-999.0,0.8,-999.0, 8.594,-83.243,3.3,1,0,1,0,2020-01-27T16:19:07.999997,-999.000,-999.000,-1,-1, 0, 1,0,1
939,-999.000,-999.000,773,10.0,0.7,-999.0,0.7,-999.0, 9.410,-84.547,3.8,4,0,4,0,2020-02-04T05:31:21.000001,-999.000,-999.000,1,1, 0, 4,0,4
940,-999.000,-999.000,772,16.0,0.1,-999.0,0.1,-999.0, 8.593,-83.296,3.2,1,0,1,0,2020-01-16T05:33:11.000000,-999.000,-999.000,-1,-1, 0, 1,0,1
941,-999.000,-999.000,1001,20.0,-999.0,0.4,-999.0,0.4, 9.902,-85.363,2.8,0,1,0,1,2021-04-17T12:34:00.999997,-999.000,-999.000,-1,-1, 1, 0,1,0
942,-999.000,-999.000,429,0.0,0.4,-999.0,0.4,-999.0, 9.313,-84.356,3.0,2,0,2,0,2017-12-16T08:08:58.000003,-999.000,-999.000,-1,-1, 0, 2,0,2
943,-999.000,-999.000,428,17.0,0.2,-999.0,0.2,-999.0, 9.334,-84.389,3.0,1,0,1,0,2017-12-16T19:59:51.999998,-999.000,-999.000,-1,-1, 0, 1,0,1
944,-999.000,-999.000,534,19.0,0.4,-999.0,0.4,-999.0, 9.561,-84.554,2.8,1,0,1,0,2018-08-09T13:25:44.000001,-999.000,-999.000,-1,-1, 0, 1,0,1
945,-999.000,-999.000,919,40.0,1.2,-999.0,1.2,-999.0, 9.026,-83.787,3.8,1,0,1,0,2021-01-07T13:41:29.000003,-999.000,-999.000,-1,-1, 0, 1,0,1
946,-999.000,-999.000,918,20.0,1.3,-999.0,1.3,-999.0, 8.899,-82.865,3.9,1,0,1,0,2021-01-06T21:12:08.999999,-999.000,-999.000,-1,-1, 0, 1,0,1
947,-999.000,-999.000,915,19.0,2.0,-999.0,2.0,-999.0, 9.437,-84.662,4.4,1,0,1,0,2020-12-28T04:53:25.000001,-999.000,-999.000,-1,-1, 0, 0,0,0
948,-999.000,-999.000,914,20.0,0.3,0.2,0.3,0.2, 9.939,-84.032,3.0,2,4,2,4,2021-01-02T05:27:14.999999,-999.000,-999.000,4,4, 4, 2,4,2
949,-999.000,-999.000,917,25.0,-999.0,-999.0,0.4,-999.0, 9.531,-84.803,2.9,0,0,1,0,2014-11-06T09:04:53.999997,-999.000,-999.000,-1,-1, 0, 1,0,0
950,-999.000,-999.000,916,21.0,-999.0,0.3,-999.0,0.3, 9.514,-84.817,3.3,0,1,0,1,2021-01-04T11:26:41.000002,-999.000,-999.000,-1,-1, 1, 0,1,0
951,-999.000,-999.000,911,18.0,0.1,-999.0,0.1,-999.0, 9.625,-84.829,2.6,2,0,2,0,2020-12-24T05:09:15.999999,-999.000,-999.000,-1,-1, 0, 2,0,2
952,-999.000,-999.000,910,47.0,0.5,-999.0,0.5,-999.0, 9.422,-84.054,3.0,1,0,1,0,2020-12-11T21:55:46.000001,-999.000,-999.000,-1,-1, 0, 1,0,1
953,-999.000,-999.000,913,8.0,-999.0,0.1,-999.0,0.1, 9.908,-84.052,2.5,0,1,0,1,2020-12-30T21:51:15.000001,-999.000,-999.000,-1,-1, 1, 0,1,0
954,-999.000,-999.000,912,21.0,0.7,-999.0,0.7,-999.0, 9.586,-84.817,3.4,2,0,2,0,2020-12-25T09:08:59.999999,-999.000,-999.000,-1,-1, 0, 2,0,2
955,-999.000,-999.000,308,17.0,0.5,-999.0,0.5,-999.0, 9.048,-84.186,3.1,1,0,1,0,2016-09-24T22:24:53.999998,-999.000,-999.000,-1,-1, 0, 1,0,1
956,-999.000,-999.000,309,8.0,0.5,-999.0,0.5,-999.0, 9.020,-84.200,3.8,3,0,3,0,2016-09-25T22:44:09.999997,-999.000,-999.000,1,1, 0, 3,0,3
957,-999.000,-999.000,855,15.0,0.4,0.2,0.4,0.2, 9.430,-84.307,2.9,1,2,1,2,2020-08-18T11:01:38.999997,-999.000,-999.000,4,4, 2, 1,2,1
958,-999.000,-999.000,300,18.0,-999.0,0.4,-999.0,0.4, 9.604,-84.930,2.9,0,1,0,1,2016-08-30T06:40:14.999999,-999.000,-999.000,-1,-1, 1, 0,1,0
959,-999.000,-999.000,301,22.0,1.8,-999.0,1.8,-999.0, 8.632,-82.952,4.3,1,0,1,0,2016-08-30T15:48:21.000001,-999.000,-999.000,-1,-1, 0, 1,0,1
960,-999.000,-999.000,302,30.0,1.3,-999.0,1.3,-999.0, 8.277,-82.753,3.8,1,0,1,0,2016-08-27T22:22:28.000001,-999.000,-999.000,-1,-1, 0, 1,0,1
961,-999.000,-999.000,303,33.0,1.0,-999.0,1.0,-999.0, 9.399,-83.869,5.4,10,0,11,0,2016-09-03T22:05:57.999998,-999.000,-999.000,1,1, 0, 2,0,2
962,-999.000,-999.000,304,23.0,-999.0,0.1,-999.0,0.1, 9.411,-83.658,3.6,0,2,0,2,2016-09-08T22:08:01.999999,-999.000,-999.000,-1,-1, 2, 0,2,0
963,-999.000,-999.000,305,15.0,-999.0,0.6,-999.0,0.6, 9.558,-84.930,3.1,0,1,0,1,2016-09-19T05:07:37.000002,-999.000,-999.000,-1,-1, 1, 0,1,0
964,-999.000,-999.000,306,39.0,0.5,-999.0,0.5,-999.0,10.683,-83.695,3.3,1,0,1,0,2016-09-23T04:40:03.999998,-999.000,-999.000,-1,-1, 0, 1,0,1
965,-999.000,-999.000,307,17.0,-999.0,-999.0,-999.0,-999.0, 9.533,-84.822,3.9,10,0,10,0,2016-09-24T20:14:07.999997,-999.000,-999.000,2,2, 0, 10,0,10
966,-999.000,-999.000,895,21.0,1.0,-999.0,1.0,-999.0, 9.325,-84.203,3.8,1,0,1,0,2020-11-11T03:28:39.000003,-999.000,-999.000,-1,-1, 0, 1,0,1
967,-999.000,-999.000,825,26.0,-999.0,0.1,-999.0,0.1, 9.185,-83.874,3.0,0,1,0,1,2020-06-16T04:27:42.999999,-999.000,-999.000,-1,-1, 1, 0,1,0
968,-999.000,-999.000,824,21.0,0.8,-999.0,0.8,-999.0, 9.508,-84.837,3.4,1,0,1,0,2020-05-03T05:21:29.999999,-999.000,-999.000,-1,-1, 0, 1,0,1
969,-999.000,-999.000,827,16.0,0.1,-999.0,0.1,-999.0, 9.528,-84.850,2.5,1,0,1,0,2020-06-16T17:20:00.000003,-999.000,-999.000,-1,-1, 0, 1,0,1
970,-999.000,-999.000,847,20.0,0.1,-999.0,0.1,-999.0, 9.040,-83.018,2.6,1,0,1,0,2020-08-01T18:51:33.000000,-999.000,-999.000,-1,-1, 0, 1,0,1
971,-999.000,-999.000,846,41.0,0.3,-999.0,0.3,-999.0, 8.159,-82.752,2.8,1,0,1,0,2020-07-29T14:34:44.000003,-999.000,-999.000,-1,-1, 0, 1,0,1
972,-999.000,-999.000,845,12.0,-999.0,1.0,-999.0,1.0, 8.488,-83.270,3.5,0,1,0,1,2020-07-28T16:40:00.000001,-999.000,-999.000,-1,-1, 1, 0,1,0
973,-999.000,-999.000,844,12.0,-999.0,0.1,-999.0,0.1, 9.364,-83.758,2.5,0,1,0,1,2020-07-27T23:37:51.000003,-999.000,-999.000,-1,-1, 1, 0,1,0
