,b_a,b_f,cid,depth0,dm_a,dm_f,dm_a_all,dm_f_all,lat0,lon0,m0,na,nf,na_all,nf_all,ot0,rate_a,rate_f,c_type,c_type60,nf_all_apr,na_all_apr,nf_apr,na_apr
974,-999.000,-999.000,843,13.0,0.4,0.1,0.4,0.1, 9.646,-84.741,2.9,1,2,1,2,2020-07-27T17:14:40.000001,-999.000,-999.000,4,4, 2, 1,2,1
975,-999.000,-999.000,842,14.0,0.2,-999.0,0.2,-999.0, 8.555,-83.243,2.6,1,0,1,0,2020-07-26T06:13:47.000003,-999.000,-999.000,-1,-1, 0, 1,0,1
976,-999.000,-999.000,841,7.0,0.1,-999.0,0.1,-999.0, 9.525,-83.586,2.5,1,0,1,0,2020-07-23T02:22:03.000002,-999.000,-999.000,-1,-1, 0, 1,0,1
977,-999.000,-999.000,840,26.0,0.6,-999.0,0.6,-999.0, 8.242,-82.839,3.6,2,0,2,0,2020-07-19T21:48:26.000001,-999.000,-999.000,-1,-1, 0, 2,0,2
978,-999.000,-999.000,821,21.0,0.7,1.0,0.7,1.0, 9.591,-84.821,4.1,12,2,13,2,2020-05-31T07:44:55.000001,-999.000,-999.000,1,1, 2, 13,2,12
979,-999.000,-999.000,853,17.0,0.3,0.3,0.3,0.3, 8.930,-82.893,3.1,1,2,1,2,2020-08-28T15:09:11.000002,-999.000,-999.000,5,5, 2, 1,2,1
980,-999.000,-999.000,849,18.0,-999.0,-999.0,-999.0,-999.0, 9.614,-84.818,2.6,2,0,2,0,2020-08-03T10:12:46.999999,-999.000,-999.000,-1,-1, 0, 2,0,2
981,-999.000,-999.000,848,54.0,1.2,-999.0,1.2,-999.0, 9.735,-84.196,4.1,1,0,1,0,2020-08-02T01:18:29.000001,-999.000,-999.000,-1,-1, 0, 1,0,1
982,-999.000,-999.000,823,58.0,1.3,-999.0,1.3,-999.0, 9.463,-83.953,3.9,1,0,1,0,2020-06-04T12:17:50.000003,-999.000,-999.000,-1,-1, 0, 1,0,1
983,-999.000,-999.000,822,38.0,-999.0,0.5,-999.0,0.5, 9.501,-84.849,3.0,0,1,0,1,2020-05-31T18:11:39.000000,-999.000,-999.000,-1,-1, 1, 0,1,0
984,-999.000,-999.000,240,0.0,0.1,-999.0,0.1,-999.0, 8.908,-84.054,2.5,1,0,1,0,2016-01-16T14:18:01.999999,-999.000,-999.000,-1,-1, 0, 1,0,1
985,-999.000,-999.000,485,10.0,0.6,-999.0,0.6,-999.0,10.316,-84.150,3.6,1,0,1,0,2018-04-21T07:49:15.999999,-999.000,-999.000,-1,-1, 0, 1,0,1
986,-999.000,-999.000,390,7.0,-999.0,0.4,-999.0,0.4,10.099,-84.159,2.9,0,1,0,1,2017-09-17T12:01:48.000003,-999.000,-999.000,-1,-1, 1, 0,1,0
987,-999.000,-999.000,1038,0.0,0.3,-999.0,0.3,-999.0, 9.418,-84.351,3.3,1,0,1,0,2021-05-25T13:34:20.000002,-999.000,-999.000,-1,-1, 0, 1,0,1
988,-999.000,-999.000,732,27.0,0.2,-999.0,0.2,-999.0, 8.995,-84.159,3.5,1,0,1,0,2019-12-10T20:17:22.999998,-999.000,-999.000,-1,-1, 0, 1,0,1
989,-999.000,-999.000,391,5.0,0.8,0.2,0.8,0.2, 9.956,-83.885,3.5,1,4,1,4,2017-09-30T20:45:01.000000,-999.000,-999.000,2,2, 4, 1,4,1
990,-999.000,-999.000,753,33.0,-999.0,-999.0,-999.0,-999.0, 9.174,-83.518,2.5,1,0,1,0,2020-01-11T13:13:22.000002,-999.000,-999.000,-1,-1, 0, 1,0,1
991,-999.000,-999.000,752,10.0,0.5,-999.0,0.5,-999.0, 9.726,-84.008,3.6,1,0,1,0,2020-01-06T10:53:40.999998,-999.000,-999.000,-1,-1, 0, 1,0,1
992,-999.000,-999.000,751,5.0,-999.0,0.2,-999.0,0.2, 9.374,-83.234,2.7,0,1,0,1,2020-01-05T19:50:05.000002,-999.000,-999.000,-1,-1, 1, 0,1,0
993,-999.000,-999.000,750,0.0,-999.0,-999.0,-999.0,-999.0,10.034,-83.786,2.4,1,0,1,0,2020-01-03T11:25:27.000001,-999.000,-999.000,-1,-1, 0, 1,0,1
994,-999.000,-999.000,757,17.0,0.7,0.7,0.7,0.7, 8.851,-84.145,3.1,1,1,1,1,2020-01-17T13:38:19.999998,-999.000,-999.000,-1,-1, 1, 1,1,1
995,-999.000,-999.000,756,3.0,0.3,0.1,0.3,0.1, 9.623,-83.792,3.1,2,2,2,2,2020-01-18T08:44:13.000001,-999.000,-999.000,5,5, 2, 2,2,2
996,-999.000,-999.000,755,21.0,-999.0,-999.0,-999.0,-999.0, 9.609,-84.906,3.6,4,1,4,1,2020-01-13T14:32:54.000002,-999.000,-999.000,2,2, 1, 4,1,4
997,-999.000,-999.000,754,13.0,-999.0,-999.0,-999.0,-999.0, 8.417,-83.098,2.4,1,0,1,0,2020-01-11T15:59:30.000001,-999.000,-999.000,-1,-1, 0, 1,0,1
998,-999.000,-999.000,560,23.0,-999.0,0.5,-999.0,0.5, 9.453,-83.725,3.2,0,1,0,1,2018-09-29T06:37:17.000002,-999.000,-999.000,-1,-1, 1, 0,1,0
999,-999.000,-999.000,561,3.0,0.6,0.2,0.6,0.2, 9.739,-83.862,3.2,2,2,2,2,2018-09-30T01:33:03.999997,-999.000,-999.000,5,5, 2, 2,2,2
1000,-999.000,-999.000,759,11.0,1.3,0.2,1.3,0.2, 8.964,-84.097,5.8,130,13,140,13,2020-01-21T11:25:32.000000,-999.000,-999.000,2,2, 3, 7,3,6
1001,-999.000,-999.000,758,14.0,0.1,-999.0,0.1,-999.0, 9.367,-84.620,2.5,1,0,1,0,2019-12-12T02:08:31.999999,-999.000,-999.000,-1,-1, 0, 1,0,1
1002,-999.000,-999.000,564,46.0,0.4,-999.0,0.4,-999.0, 9.289,-83.900,3.3,1,0,1,0,2018-10-03T20:37:26.000001,-999.000,-999.000,-1,-1, 0, 1,0,1
1003,-999.000,-999.000,565,27.0,0.1,-999.0,0.1,-999.0, 9.390,-84.450,2.8,1,0,1,0,2018-10-01T02:48:49.000000,-999.000,-999.000,-1,-1, 0, 1,0,1
1004,-999.000,-999.000,566,15.0,1.3,-999.0,1.3,-999.0,10.841,-85.095,3.8,1,0,1,0,2018-10-06T00:35:30.000000,-999.000,-999.000,-1,-1, 0, 1,0,1
1005,-999.000,-999.000,701,25.0,-999.0,1.0,-999.0,1.0, 9.580,-84.798,3.4,0,1,0,1,2019-10-13T15:52:17.999997,-999.000,-999.000,-1,-1, 1, 0,1,0
1006,-999.000,-999.000,506,39.0,-999.0,1.4,-999.0,1.4, 8.019,-82.954,4.3,0,1,0,1,2018-06-18T17:33:34.000003,-999.000,-999.000,-1,-1, 1, 0,1,0
1007,-999.000,-999.000,229,63.0,0.6,-999.0,0.6,-999.0, 9.702,-84.114,3.1,1,0,1,0,2015-12-03T03:19:11.999998,-999.000,-999.000,-1,-1, 0, 1,0,1
1008,-999.000,-999.000,507,8.0,-999.0,0.2,-999.0,0.2, 8.906,-84.115,3.1,0,1,0,1,2018-06-19T16:20:25.999997,-999.000,-999.000,-1,-1, 1, 0,1,0
1009,-999.000,-999.000,227,45.0,0.9,-999.0,0.9,-999.0, 9.415,-84.589,3.6,1,0,1,0,2015-11-07T11:17:17.000003,-999.000,-999.000,-1,-1, 0, 1,0,1
1010,-999.000,-999.000,226,30.0,1.9,0.2,1.9,0.2, 8.205,-82.811,4.8,1,2,1,2,2015-11-02T10:36:27.000002,-999.000,-999.000,2,2, 2, 1,2,1
1011,-999.000,-999.000,225,30.0,0.7,-999.0,0.7,-999.0, 9.215,-84.590,3.2,1,0,1,0,2015-11-01T05:02:08.999997,-999.000,-999.000,-1,-1, 0, 1,0,1
1012,-999.000,-999.000,985,12.0,1.4,-999.0,1.4,-999.0, 9.348,-83.781,4.4,2,0,2,0,2021-04-07T17:51:13.999998,-999.000,-999.000,-1,-1, 0, 2,0,2
1013,-999.000,-999.000,223,11.0,1.0,-999.0,1.0,-999.0,10.154,-83.987,4.7,3,0,3,0,2015-10-31T15:10:12.000001,-999.000,-999.000,1,1, 0, 2,0,2
1014,-999.000,-999.000,504,17.0,-999.0,0.1,-999.0,0.1, 9.867,-84.554,2.7,0,3,0,3,2018-06-16T00:50:04.000002,-999.000,-999.000,4,4, 3, 0,3,0
1015,-999.000,-999.000,221,23.0,0.1,-999.0,0.1,-999.0, 9.185,-83.872,2.6,1,0,1,0,2015-10-08T22:49:57.000001,-999.000,-999.000,-1,-1, 0, 1,0,1
1016,-999.000,-999.000,220,8.0,-999.0,0.2,0.1,0.2, 8.956,-84.076,2.6,0,1,1,1,2015-10-13T15:39:03.999998,-999.000,-999.000,-1,-1, 1, 1,1,0
1017,-999.000,-999.000,1025,11.0,0.5,-999.0,0.5,-999.0, 8.791,-83.576,3.4,6,0,6,0,2021-05-15T03:34:25.000003,-999.000,-999.000,1,1, 0, 6,0,6
1018,-999.000,-999.000,1024,45.0,1.9,-999.0,1.9,-999.0, 9.326,-83.975,4.9,4,0,4,0,2021-05-14T15:33:53.000000,-999.000,-999.000,1,1, 0, 1,0,1
1019,-999.000,-999.000,1027,31.0,0.4,-999.0,0.4,-999.0, 8.378,-82.829,2.8,1,0,1,0,2021-05-17T02:31:33.000001,-999.000,-999.000,-1,-1, 0, 1,0,1
1020,-999.000,-999.000,1031,10.0,0.2,-999.0,0.2,-999.0, 8.860,-84.157,2.7,1,0,1,0,2021-05-18T11:48:19.000000,-999.000,-999.000,-1,-1, 0, 1,0,1
1021,-999.000,-999.000,1021,5.0,0.1,0.1,0.1,0.1,10.045,-83.932,2.9,3,1,3,1,2021-05-09T22:29:03.000003,-999.000,-999.000,4,4, 1, 3,1,3
1022,-999.000,-999.000,1020,17.0,0.2,-999.0,0.2,-999.0, 8.124,-82.979,3.2,1,0,1,0,2021-05-08T17:03:18.999998,-999.000,-999.000,-1,-1, 0, 1,0,1
1023,-999.000,-999.000,1023,6.0,0.5,-999.0,0.5,-999.0, 8.894,-84.125,3.1,1,0,1,0,2021-05-12T09:35:56.000001,-999.000,-999.000,-1,-1, 0, 1,0,1
1024,-999.000,-999.000,114,50.0,-999.0,0.6,-999.0,0.6,10.650,-85.751,4.1,0,1,0,1,2014-10-24T19:03:47.000001,-999.000,-999.000,-1,-1, 1, 0,1,0
1025,-999.000,-999.000,1036,18.0,-999.0,-999.0,-999.0,-999.0, 8.676,-83.238,2.9,2,0,2,0,2021-05-24T05:08:19.000000,-999.000,-999.000,-1,-1, 0, 2,0,2
1026,-999.000,-999.000,1029,28.0,0.8,-999.0,0.8,-999.0, 8.341,-82.760,3.5,1,0,1,0,2021-05-15T20:10:51.000002,-999.000,-999.000,-1,-1, 0, 1,0,1
1027,-999.000,-999.000,1028,32.0,-999.0,0.3,-999.0,0.3, 9.384,-83.631,3.1,0,1,0,1,2021-05-17T06:35:41.000003,-999.000,-999.000,-1,-1, 1, 0,1,0
1028,-999.000,-999.000,1037,11.0,-999.0,0.6,-999.0,0.6, 8.879,-84.141,3.6,0,6,0,6,2021-05-25T22:38:35.000003,-999.000,-999.000,1,1, 6, 0,6,0
1029,-999.000,-999.000,726,25.0,-999.0,0.2,-999.0,0.2, 9.144,-84.137,2.6,0,1,0,1,2019-12-02T03:20:44.000001,-999.000,-999.000,-1,-1, 1, 0,1,0
1030,-999.000,-999.000,727,11.0,0.3,-999.0,0.3,-999.0, 8.993,-84.113,4.4,9,0,9,0,2019-12-04T08:08:37.000003,-999.000,-999.000,0,0, 0, 6,0,6
1031,-999.000,-999.000,724,14.0,-999.0,0.1,-999.0,0.1, 8.241,-82.965,3.6,0,3,0,3,2019-11-29T18:53:54.999998,-999.000,-999.000,5,5, 3, 0,3,0
1032,-999.000,-999.000,89,4.0,-999.0,0.4,-999.0,0.4, 8.799,-84.161,2.8,0,1,0,1,2014-08-28T05:24:16.000002,-999.000,-999.000,-1,-1, 1, 0,1,0
1033,-999.000,-999.000,568,25.0,-999.0,-999.0,-999.0,-999.0, 8.291,-82.867,2.7,1,0,1,0,2018-10-10T13:35:00.000003,-999.000,-999.000,-1,-1, 0, 1,0,1
1034,-999.000,-999.000,1034,38.0,1.1,0.5,1.1,0.5, 9.480,-84.212,3.5,1,1,1,1,2021-05-21T22:50:11.999997,-999.000,-999.000,-1,-1, 1, 1,1,1
1035,-999.000,-999.000,720,28.0,-999.0,-999.0,-999.0,-999.0, 8.992,-84.153,2.6,1,0,1,0,2019-11-24T20:12:55.999999,-999.000,-999.000,-1,-1, 0, 1,0,1
1036,-999.000,-999.000,721,59.0,0.8,-999.0,0.8,-999.0, 9.457,-83.976,3.8,1,0,1,0,2019-11-26T04:50:30.000001,-999.000,-999.000,-1,-1, 0, 1,0,1
1037,-999.000,-999.000,1035,21.0,-999.0,-999.0,-999.0,0.1, 9.649,-84.923,2.6,0,0,0,1,2021-05-22T17:22:38.000000,-999.000,-999.000,-1,-1, 1, 0,0,0
1038,-999.000,-999.000,728,17.0,0.2,-999.0,0.2,-999.0, 8.338,-82.965,3.5,2,0,2,0,2019-12-06T13:09:35.999999,-999.000,-999.000,-1,-1, 0, 2,0,2
1039,-999.000,-999.000,729,48.0,2.1,-999.0,2.1,-999.0, 8.252,-82.783,5.0,2,0,4,0,2019-12-05T01:03:04.000000,-999.000,-999.000,1,-1, 0, 0,0,0
1040,-999.000,-999.000,605,13.0,1.7,0.1,1.7,0.1, 8.297,-82.975,4.4,3,2,3,2,2019-02-26T11:31:20.999998,-999.000,-999.000,3,3, 2, 1,2,1
1041,-999.000,-999.000,604,5.0,-999.0,-999.0,-999.0,-999.0, 9.367,-84.595,2.8,1,0,1,0,2019-02-20T00:38:29.000000,-999.000,-999.000,-1,-1, 0, 1,0,1
1042,-999.000,-999.000,607,36.0,1.0,-999.0,1.0,-999.0, 9.034,-83.923,3.7,1,0,1,0,2019-02-25T08:03:02.999998,-999.000,-999.000,-1,-1, 0, 1,0,1
1043,-999.000,-999.000,606,21.0,-999.0,0.2,-999.0,0.2, 8.304,-82.834,2.6,0,1,0,1,2019-02-24T03:11:01.000000,-999.000,-999.000,-1,-1, 1, 0,1,0
1044,-999.000,-999.000,601,4.0,1.1,0.6,1.1,0.6, 8.867,-84.172,3.8,5,2,5,2,2019-02-12T14:34:49.000000,-999.000,-999.000,1,1, 2, 5,2,5
1045,-999.000,-999.000,600,16.0,0.7,1.8,0.7,1.8, 8.909,-84.119,4.9,9,7,12,7,2019-02-13T07:23:24.999998,-999.000,-999.000,1,1, 2, 4,2,4
1046,-999.000,-999.000,603,21.0,0.1,-999.0,0.1,-999.0, 8.898,-84.077,3.1,1,0,1,0,2019-02-12T21:38:01.000001,-999.000,-999.000,-1,-1, 0, 1,0,1
1047,-999.000,-999.000,602,26.0,1.0,-999.0,1.0,-999.0, 9.172,-83.881,3.6,1,0,1,0,2019-02-12T14:00:38.000002,-999.000,-999.000,-1,-1, 0, 1,0,1
1048,-999.000,-999.000,159,24.0,-999.0,0.6,-999.0,0.6, 8.258,-82.810,3.6,0,2,0,2,2015-03-15T17:28:42.000000,-999.000,-999.000,-1,-1, 2, 0,2,0
1049,-999.000,-999.000,158,42.0,-999.0,0.3,-999.0,0.3, 9.476,-84.116,3.3,0,1,0,1,2015-03-14T17:57:55.999997,-999.000,-999.000,-1,-1, 1, 0,1,0
1050,-999.000,-999.000,112,21.0,0.8,-999.0,0.8,-999.0, 9.457,-83.723,4.1,1,0,1,0,2014-10-22T15:46:57.999999,-999.000,-999.000,-1,-1, 0, 1,0,1
1051,-999.000,-999.000,609,20.0,-999.0,-999.0,-999.0,-999.0, 9.857,-85.551,2.8,2,1,2,1,2019-03-02T03:59:44.999997,-999.000,-999.000,4,4, 1, 2,1,2
1052,-999.000,-999.000,608,29.0,-999.0,0.6,-999.0,0.6, 8.243,-82.748,3.3,0,1,0,1,2019-03-02T01:40:13.999996,-999.000,-999.000,-1,-1, 1, 0,1,0
1053,-999.000,-999.000,976,8.0,0.8,0.3,0.8,0.3, 9.111,-83.251,3.3,1,2,1,2,2021-03-15T20:59:46.000000,-999.000,-999.000,5,5, 2, 1,2,1
1054,-999.000,-999.000,634,4.0,0.9,0.4,0.9,0.4, 9.343,-83.260,4.5,6,5,6,5,2019-05-03T21:30:38.000001,-999.000,-999.000,2,2, 5, 6,5,6
1055,-999.000,-999.000,399,0.0,-999.0,0.1,-999.0,0.1, 8.829,-84.196,2.7,0,1,0,1,2017-10-20T08:11:36.000002,-999.000,-999.000,-1,-1, 1, 0,1,0
1056,-999.000,-999.000,635,6.0,-999.0,0.1,-999.0,0.1, 9.511,-83.542,2.7,0,1,0,1,2019-04-22T17:46:27.000002,-999.000,-999.000,-1,-1, 1, 0,1,0
1057,-999.000,-999.000,959,16.0,0.2,-999.0,0.2,-999.0, 9.565,-83.642,3.8,5,0,5,0,2021-02-27T16:51:47.999998,-999.000,-999.000,2,2, 0, 5,0,5
1058,-999.000,-999.000,958,20.0,2.1,-999.0,2.1,-999.0, 9.366,-84.555,4.6,4,0,4,0,2021-02-28T00:01:47.999998,-999.000,-999.000,1,1, 0, 0,0,0
1059,-999.000,-999.000,398,7.0,1.4,0.6,1.4,0.6, 9.294,-84.516,3.9,1,1,2,1,2017-10-17T09:06:25.000003,-999.000,-999.000,1,-1, 1, 2,1,1
1060,-999.000,-999.000,48,59.0,0.5,-999.0,0.5,-999.0, 8.458,-82.858,3.3,1,0,1,0,2014-04-21T20:24:34.000001,-999.000,-999.000,-1,-1, 0, 1,0,1
1061,-999.000,-999.000,49,8.0,0.5,-999.0,0.5,-999.0, 9.546,-84.236,3.0,2,0,2,0,2014-04-22T05:10:30.000002,-999.000,-999.000,-1,-1, 0, 2,0,2
1062,-999.000,-999.000,951,12.0,-999.0,-999.0,-999.0,-999.0, 8.923,-84.086,2.9,1,1,1,1,2021-02-23T08:48:04.999998,-999.000,-999.000,-1,-1, 1, 1,1,1
1063,-999.000,-999.000,950,6.0,1.0,-999.0,1.0,-999.0, 9.803,-84.259,4.1,2,0,2,0,2021-02-22T23:50:27.999998,-999.000,-999.000,-1,-1, 0, 2,0,2
1064,-999.000,-999.000,953,23.0,-999.0,1.1,-999.0,1.1, 9.596,-84.775,3.8,0,1,0,1,2021-02-25T03:41:36.999998,-999.000,-999.000,-1,-1, 1, 0,1,0
1065,-999.000,-999.000,952,25.0,0.3,-999.0,0.3,-999.0, 9.758,-82.934,3.9,4,0,4,0,2021-02-24T05:41:07.000001,-999.000,-999.000,2,2, 0, 4,0,4
1066,-999.000,-999.000,42,22.0,0.7,-999.0,0.7,-999.0, 8.677,-83.486,3.2,1,0,1,0,2014-04-16T01:01:39.999997,-999.000,-999.000,-1,-1, 0, 1,0,1
1067,-999.000,-999.000,954,16.0,0.4,-999.0,0.4,-999.0, 8.761,-83.403,2.8,1,0,1,0,2021-02-26T02:42:36.000002,-999.000,-999.000,-1,-1, 0, 1,0,1
1068,-999.000,-999.000,957,13.0,0.5,-999.0,0.5,-999.0, 8.757,-83.443,3.3,1,0,1,0,2021-02-27T20:31:20.999997,-999.000,-999.000,-1,-1, 0, 1,0,1
1069,-999.000,-999.000,956,24.0,-999.0,-999.0,1.6,-999.0, 8.600,-83.252,4.3,0,0,1,0,2020-12-26T02:08:09.000003,-999.000,-999.000,-1,-1, 0, 1,0,0
1070,-999.000,-999.000,638,17.0,0.1,-999.0,0.1,-999.0, 9.033,-84.213,2.5,1,0,1,0,2019-05-03T04:10:25.000001,-999.000,-999.000,-1,-1, 0, 1,0,1
1071,-999.000,-999.000,5,44.0,1.0,-999.0,1.0,-999.0, 9.427,-84.183,3.6,1,0,1,0,2014-01-26T08:33:29.000002,-999.000,-999.000,-1,-1, 0, 1,0,1
1072,-999.000,-999.000,639,15.0,0.7,-999.0,0.3,-999.0, 9.603,-84.904,3.2,1,0,2,0,2019-05-07T05:00:06.999999,-999.000,-999.000,-1,-1, 0, 2,0,1
1073,-999.000,-999.000,620,20.0,0.4,0.5,0.4,0.5, 9.537,-84.832,3.2,2,3,2,3,2019-03-30T21:10:11.999998,-999.000,-999.000,4,4, 3, 2,3,2
1074,-999.000,-999.000,460,3.0,0.9,-999.0,0.9,-999.0, 9.795,-83.899,3.8,8,0,8,0,2018-02-09T10:33:57.999998,-999.000,-999.000,1,1, 0, 8,0,8
1075,-999.000,-999.000,489,27.0,1.4,-999.0,1.4,-999.0, 9.474,-83.791,4.8,5,0,5,0,2018-04-27T15:33:39.999998,-999.000,-999.000,1,1, 0, 2,0,2
1076,-999.000,-999.000,488,18.0,-999.0,-999.0,-999.0,-999.0, 9.596,-84.754,3.4,1,0,1,0,2018-05-05T10:42:40.999997,-999.000,-999.000,-1,-1, 0, 1,0,1
1077,-999.000,-999.000,487,34.0,1.4,-999.0,1.4,-999.0, 8.222,-82.731,3.9,1,0,1,0,2018-04-30T09:15:53.999996,-999.000,-999.000,-1,-1, 0, 1,0,1
1078,-999.000,-999.000,486,34.0,1.3,-999.0,1.3,-999.0, 9.528,-84.121,3.8,1,0,1,0,2018-04-26T10:19:57.000001,-999.000,-999.000,-1,-1, 0, 1,0,1
1079,-999.000,-999.000,869,12.0,0.7,0.3,0.7,0.3, 8.264,-83.046,3.8,1,1,1,1,2020-09-10T16:39:54.000004,-999.000,-999.000,-1,-1, 1, 1,1,1
1080,-999.000,-999.000,484,5.0,0.8,-999.0,0.8,-999.0, 9.423,-83.735,3.4,1,0,1,0,2018-04-21T05:36:03.999998,-999.000,-999.000,-1,-1, 0, 1,0,1
1081,-999.000,-999.000,483,53.0,0.7,-999.0,0.7,-999.0, 9.275,-83.863,3.2,1,0,1,0,2018-04-20T18:20:18.000002,-999.000,-999.000,-1,-1, 0, 1,0,1
1082,-999.000,-999.000,482,3.0,0.8,-999.0,0.8,-999.0, 9.441,-83.696,3.3,1,0,1,0,2018-04-17T21:33:22.000000,-999.000,-999.000,-1,-1, 0, 1,0,1
1083,-999.000,-999.000,481,19.0,0.9,-999.0,0.9,-999.0, 9.056,-84.144,3.9,2,0,2,0,2018-04-15T14:30:33.999999,-999.000,-999.000,-1,-1, 0, 2,0,2
1084,-999.000,-999.000,480,0.0,0.3,-999.0,0.3,-999.0,10.010,-83.792,2.8,1,0,1,0,2018-04-15T00:07:50.999999,-999.000,-999.000,-1,-1, 0, 1,0,1
1085,-999.000,-999.000,509,30.0,-999.0,0.1,-999.0,0.1, 8.184,-82.875,3.3,0,1,0,1,2018-06-21T12:39:19.999997,-999.000,-999.000,-1,-1, 1, 0,1,0
1086,-999.000,-999.000,955,31.0,0.1,-999.0,0.1,-999.0, 8.256,-82.817,4.3,4,0,4,0,2021-02-27T04:58:38.000003,-999.000,-999.000,2,2, 0, 4,0,4
1087,-999.000,-999.000,472,5.0,0.3,-999.0,0.3,-999.0, 9.661,-83.436,2.9,1,0,1,0,2018-03-12T01:20:34.999999,-999.000,-999.000,-1,-1, 0, 1,0,1
1088,-999.000,-999.000,473,38.0,1.7,1.3,1.7,1.3, 9.493,-84.480,5.0,1,1,1,1,2018-03-12T21:42:19.000001,-999.000,-999.000,-1,-1, 1, 1,1,1
1089,-999.000,-999.000,470,22.0,0.8,0.1,0.8,0.1, 8.468,-83.319,5.2,31,8,31,8,2018-03-03T01:02:48.999997,-999.000,-999.000,2,2, 3, 12,3,12
1090,-999.000,-999.000,471,21.0,0.3,-999.0,0.3,-999.0, 9.469,-84.409,2.8,1,0,1,0,2018-02-26T22:30:38.999997,-999.000,-999.000,-1,-1, 0, 1,0,1
1091,-999.000,-999.000,476,8.0,0.4,-999.0,0.4,-999.0, 9.748,-83.919,2.9,1,0,1,0,2018-03-25T06:33:03.999997,-999.000,-999.000,-1,-1, 0, 1,0,1
1092,-999.000,-999.000,477,41.0,2.3,-999.0,2.3,-999.0, 8.757,-82.862,4.8,1,0,1,0,2018-04-01T03:32:00.000003,-999.000,-999.000,-1,-1, 0, 0,0,0
1093,-999.000,-999.000,474,16.0,0.1,-999.0,0.1,-999.0, 9.583,-84.114,2.6,1,0,1,0,2018-03-17T18:04:51.999999,-999.000,-999.000,-1,-1, 0, 1,0,1
1094,-999.000,-999.000,475,37.0,2.8,-999.0,2.8,-999.0, 9.564,-84.177,5.5,6,0,6,0,2018-03-23T07:37:11.000003,-999.000,-999.000,1,1, 0, 0,0,0
1095,-999.000,-999.000,46,18.0,2.1,-999.0,2.1,-999.0, 8.189,-82.717,5.0,1,0,1,0,2014-04-19T13:36:02.000002,-999.000,-999.000,-1,-1, 0, 0,0,0
1096,-999.000,-999.000,479,12.0,0.5,-999.0,0.5,-999.0, 9.664,-84.563,2.9,1,0,1,0,2018-04-11T09:25:14.000003,-999.000,-999.000,-1,-1, 0, 1,0,1
